screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,retweet_rate,influence_score
Trollgodfather,3399,22619,141,1833,421,121,6.6546,1.5702,0.0056,60,1.515,0.8265,151,0.722,0.3939,112.731,12.7799,1.0806,0.06,0.19,0.69,0.207,0.1495
TrollLordSteve,1346,1646,29,761,75,39,1.2229,0.1999,0.0847,28,1.531,2.0118,9517,20.641,27.1235,103.121,14.1702,1.9674,0.21,0.20,0.62,0.368,7.5959
trulytribal_in,1005,305,0,86,157,0,0.3035,0.1035,0.0189,4,0.2323,0.8023,17614,60.6465,209.4419,94.1515,15.1025,1.9307,0.34,0.26,0.77,0.1044,6.3315
turner_tasha,2461,33599,123,4204,4901,177,13.6526,12.5774,0.3117,93,0.447,0.1063,150488,1958.078,465.7655,123.963,16.4581,1.4898,0.15,0.04,0.24,0.793,1552.7559
turnspro,2338,1300,151,4144,444,195,0.556,0.4837,0.047,12,0.847,0.2044,431,0.982,0.237,105.369,23.6131,3.304,0.48,0.09,0.75,0.271,0.2661
Txarli_Factory,1399,193,47,335,356,11,0.138,0.0729,0.0222,15,2.1217,1.197,864,6.3492,3.5821,115.0476,10.1371,3.4595,0.39,0.26,0.67,0.6349,4.0311
tytogames,1011,379,159,1503,411,24,0.3749,0.1741,0.0702,8,0.5122,0.1257,122,1.4282,0.3506,105.4201,26.0393,2.6484,0.49,0.15,0.69,0.3306,0.4722
UDOO_Board,1916,7225,102,4661,1523,305,3.7709,0.8048,0.1608,37,1.317,0.2826,68,1.903,0.4083,110.44,23.8773,2.1754,0.55,0.24,0.56,0.609,1.1589
UKBeagles,2522,3989,71,1735,432,12,1.5817,0.0071,0.2823,182,1.478,0.8519,378808,3829.266,2207.0697,125.456,22.5754,1.2731,0.22,0.10,0.28,0.771,2952.3641
UKCrowdfundWeek,1743,46086,146,3940,1831,567,26.4406,0.031,0.0,5,0.323,0.082,4,0.281,0.0713,101.351,13.3,2.474,1.00,0.00,1.00,0.258,0.0725
UltClassicRock,2623,92073,86,193160,61,1547,35.1022,0.9741,0.0187,502,25.881,0.134,1605,19.558,0.1013,93.041,8.9294,1.0,0.01,0.02,0.96,0.98,19.1668
UltSurvivalTips,2208,1390,160,4675,212,47,0.6295,0.0018,0.0009,12,1.308,0.2798,7596,7.867,1.6828,114.032,25.2215,2.5066,0.30,0.00,0.97,0.206,1.6206
UnfilteredRnG,678,3020,28,2545,1477,42,4.4543,15.9351,0.1357,26,1.231,0.4837,1033,8.122,3.1914,112.298,17.242,2.9048,0.56,0.05,0.89,0.337,2.7371
unicardsgame,46,197,79,68,437,1,4.2826,2.0435,0.0,17,0.1941,0.4853,9,0.1118,0.2794,112.7412,73.454,2.7857,0.08,0.01,0.96,0.0412,0.0046
Unihertz,551,560,152,1852,94,24,1.0163,1.5862,0.1143,250,4.0126,1.2003,12927,38.8827,11.6312,93.343,28.8606,1.7917,0.04,0.12,0.51,0.3628,14.1066
uniteditions,3287,6748,123,19045,343,394,2.0529,1.317,0.1168,320,11.592,0.6087,151143,390.256,20.4913,112.802,24.5124,1.385,0.21,0.31,0.65,0.808,315.3268
UnmannedInsight,1487,1430,114,476,999,26,0.9617,0.3867,0.2636,6,0.183,0.3845,3913,26.914,56.542,104.518,10.0376,1.8534,0.27,0.17,0.87,0.448,12.0575
unwinnable,2818,14400,123,4377,1264,170,5.11,2.3286,0.1565,261,3.279,0.7491,23743,28.372,6.4821,113.038,17.7036,1.0588,0.02,0.04,0.56,0.726,20.5981
uomdigilab,257,515,114,316,269,10,2.0039,0.7743,0.2607,15,1.6533,2.4747,3190,11.1797,16.7342,105.9387,29.9921,1.3066,0.29,0.12,0.71,0.4588,5.1292
UPbridge_gap,995,1195,0,721,287,26,1.201,0.2513,0.0523,32,0.791,1.0971,31,0.817,1.1331,117.508,32.203,1.9099,0.56,0.04,0.77,0.376,0.3072
uptomenow,3463,3171,137,535,475,17,0.9157,0.1262,0.0748,17,0.509,0.9514,2234,7.934,14.8299,120.977,6.7497,2.1739,0.67,0.15,0.61,0.52,4.1257
USATODAY,3616,256001,92,3651563,481,32536,70.7967,0.4947,0.0608,1249,63.161,0.0173,699,34.842,0.0095,121.531,-2.745,1.2462,0.13,0.08,0.81,1.0,34.842
usefulcharts,1461,1199,132,9162,58,180,0.8207,0.3279,0.0075,55038,79.462,8.673,24363,34.676,3.7848,103.792,29.2106,1.4274,0.35,0.41,0.48,0.602,20.875
ValiantFireside,2189,2965,109,1405,895,14,1.3545,1.3545,0.1169,6,0.506,0.3601,452,5.151,3.6662,115.085,29.913,1.3898,0.41,0.21,0.64,0.381,1.9625
varnished_truth,839,17033,158,2666,3440,75,20.3015,54.4946,0.2431,63,2.718,1.0195,41572,345.443,129.5735,114.279,14.4515,2.0344,0.35,0.14,0.60,0.35,120.9051
VBCmokola,1158,23815,65,727,28,4,20.5656,1.2772,0.0095,27,0.669,0.9202,19,0.627,0.8624,121.631,30.6383,2.558,0.59,0.03,0.49,0.229,0.1436
vcgriffin,3837,18230,160,322,509,41,4.7511,4.594,0.08,14,0.731,2.2702,187187,1130.499,3510.8665,87.679,7.6588,1.3365,0.10,0.19,0.25,0.331,374.1952
veetyaz,2032,405,0,19,168,0,0.1993,0.1531,0.0044,53,1.372,27.3684,162960,430.1662,8580.6842,117.3113,27.7322,1.2333,0.08,0.03,0.36,0.0554,23.8312
Vegaskatus,1987,182,0,17,99,0,0.0916,0.1158,0.0332,2,0.0833,0.8824,3975,81.6833,864.8824,88.7556,24.7988,2.1667,0.10,0.09,0.29,0.3833,31.3092
VengerSatanis,1940,256,160,206,100,11,0.132,0.0881,0.0026,10,1.1018,1.2087,8,0.5708,0.6262,106.3363,14.0482,3.3913,0.10,0.30,0.62,0.3673,0.2097
veni_vidi_veni,917,6609,82,283,102,5,7.2072,10.7405,0.4286,81,3.044,10.7562,32626,284.461,1005.1625,85.329,14.9962,2.1961,0.05,0.31,0.18,0.493,140.2393
Venture_Amanda,442,213,0,3,191,0,0.4819,0.0,0.0588,3,0.2478,9.3333,1245,56.4602,2126.6667,117.823,37.1043,2.8871,0.55,0.15,0.89,0.2655,14.9902
Vercher_Ink,921,431,49,65,252,2,0.468,0.6526,0.1107,8,0.5531,3.4462,44120,415.8099,2590.8154,92.1926,16.5599,2.5847,0.29,0.26,0.54,0.3062,127.321
VeteranWargamer,645,1754,98,378,105,20,2.7194,6.3349,0.0744,117,3.189,8.4365,12368,31.455,83.2143,94.097,15.0326,1.2553,0.09,0.15,0.33,0.22,6.9201
vfm_5411,912,26928,81,313,247,22,29.5263,15.636,0.8377,7,0.263,0.8403,95536,874.84,2795.016,117.983,-2.0055,1.2407,0.05,0.07,0.31,0.808,706.8707
VIAwesome,3351,66530,113,140779,9,2063,19.8538,1.6673,0.0039,155,5.53,0.0393,68,2.009,0.0143,116.264,4.8072,1.1458,0.24,0.86,0.93,0.596,1.1974
Vicky2807,3277,4780,0,172,2328,19,1.4587,0.0674,0.1651,14,0.076,0.4419,18788,690.912,4016.9302,125.906,49.013,2.0578,0.78,0.04,0.51,0.565,390.3653
victoriacana,2988,9162,134,1139,1029,27,3.0663,1.4833,0.1124,90,1.01,0.8867,780253,7576.506,6651.8929,101.934,20.5038,1.1913,0.12,0.17,0.33,0.387,2932.1078
videoguys,3388,26574,56,7387,5194,387,7.8436,0.1697,0.0632,7,0.347,0.047,50,0.634,0.0858,107.477,14.0286,1.6774,0.03,0.42,0.97,0.438,0.2777
Vilrax,2169,62,0,55,479,6,0.0286,2.4302,0.0074,7,0.5128,0.3636,170351,6052.359,4291.6727,106.8718,2.8115,1.0,0.03,0.18,0.28,0.4615,2793.1637
vingar,3434,15984,124,2059,2993,1491,4.6546,1.0847,0.0597,14,0.487,0.2365,177655,526.114,255.5192,121.63,18.8998,2.0982,0.40,0.08,0.76,0.3,157.8342
VinsightfulKids,258,65,160,366,100,1,0.2519,0.093,0.0078,2,0.4918,0.082,117,2.0984,0.3497,127.0164,20.7149,4.0714,0.46,0.08,0.93,0.1475,0.3095
virgilvox,3206,12019,125,1691,1509,159,3.7489,2.8138,0.0352,75,1.143,0.6759,176194,219.414,129.754,81.811,14.0907,1.3636,0.11,0.04,0.58,0.177,38.8363
virtadpt,3029,74713,139,1650,1505,261,24.6659,2.5804,0.2542,554,0.791,0.4794,133660,2112.773,1280.4685,113.247,-0.4421,1.5227,0.09,0.09,0.26,0.805,1700.7823
VirtueTarot,327,1880,155,67,128,0,5.7492,2.3211,0.9511,151,0.482,7.194,168621,2104.768,31414.4478,130.194,11.0947,1.366,0.27,0.06,0.67,0.581,1222.8702
vitamind64,788,5397,23,82,592,0,6.849,38.4353,0.3236,103,0.984,12.0,241342,2935.923,35803.939,59.353,8.0336,1.5455,0.01,0.33,0.07,0.28,822.0584
VitaminDPayne,2083,2047,17,228,274,0,0.9827,0.9203,0.1378,17,1.448,6.3509,3636465,10732.891,47074.0833,80.402,12.8007,1.3426,0.11,0.20,0.22,0.36,3863.8408
VizWorld,3446,40166,90,9323,6143,2396,11.6558,0.4257,0.0398,11,0.265,0.0284,51326,56.598,6.0708,129.85,17.5503,3.7552,0.71,0.17,0.90,0.267,15.1117
vortalifer,4113,3009,51,2068,2085,64,0.7316,0.0654,0.037,7,0.146,0.0706,1230,4.331,2.0943,69.088,13.6736,1.4948,0.19,0.03,0.29,0.245,1.0611
VorthosMike,1919,72865,120,4002,756,95,37.9703,13.518,0.0891,221,5.438,1.3588,111366,219.629,54.8798,82.813,13.818,1.4242,0.13,0.22,0.27,0.312,68.5242
WarGamer_Girl,1102,577,0,1124,63,4,0.5236,0.324,0.0263,56,4.128,1.9795,34,0.8163,0.3915,100.577,21.5955,1.3019,0.10,0.10,0.71,0.321,0.262
warriorsoulgear,1409,18461,148,6254,4976,151,13.1022,0.3733,0.0028,21,0.427,0.0683,4,0.162,0.0259,101.336,3.2195,1.7015,0.27,0.27,0.99,0.132,0.0214
WarsiVOK,180,5842,77,302,89,1,32.4556,67.75,4.3833,32,1.174,3.8874,3387,94.081,311.5265,134.46,1.6289,1.7724,0.51,0.05,0.23,0.979,92.1053
WashThompson3,789,3980,140,2829,2821,32,5.0444,2.275,0.5082,19,0.262,0.0926,212670,846.28,299.1446,119.763,15.8839,2.864,0.58,0.15,0.41,0.43,363.9004
Washwow1,464,15,108,42,182,2,0.0323,0.0194,0.0,6,1.6667,0.5952,2,0.2,0.0714,132.4,26.1787,1.0,0.07,0.00,1.00,0.1333,0.0267
wattevans,3243,7762,35,732,98,34,2.3935,0.6411,0.0139,521,2.896,3.9563,73753,372.562,508.9645,99.33,8.9499,1.1667,0.01,0.01,0.34,0.11,40.9818
wccftechdotcom,4071,56645,153,46567,80,192,13.9143,0.0268,0.1019,113,2.837,0.0609,51,2.462,0.0529,128.384,3.0485,1.0,0.00,0.45,0.86,0.896,2.206
WCGamesMN,31,42,130,15,89,0,1.3548,0.0323,0.0,21,3.5641,9.2667,6,1.5385,4.0,139.0256,39.7138,1.0,0.03,0.03,0.97,0.8462,1.3018
WealthyAardvark,2443,39773,45,93,432,10,16.2804,22.7655,0.3266,7,0.121,1.3011,162960,2399.619,25802.3548,89.488,12.7782,1.7802,0.09,0.50,0.14,0.803,1926.8941
werdcom,3096,4891,28,5740,1192,201,1.5798,0.0,0.0,6,0.669,0.1166,4,0.182,0.0317,138.077,18.203,0,0.00,0.03,1.00,0.153,0.0278
Westlancsbc,3152,3978,149,4849,296,112,1.2621,0.0257,0.0111,12,0.722,0.1489,135,1.209,0.2493,125.688,13.655,1.3425,0.07,0.01,0.92,0.472,0.5706
whatseplaying,819,18333,154,3235,982,106,22.3846,52.0879,0.0647,103,4.058,1.2544,162960,856.54,264.7728,93.468,27.652,1.3571,0.01,0.07,0.36,0.159,136.1899
whichrich,3402,2697,140,595,881,51,0.7928,1.5288,0.2125,30,0.526,0.884,241937,2737.879,4601.4773,113.279,14.7892,1.4532,0.14,0.17,0.37,0.778,2130.0699
WhimSicALLusH,2554,8682,142,1992,1301,62,3.3994,6.9863,0.0834,206,4.166,2.0914,8582,15.22,7.6406,109.889,43.3042,1.811,0.33,0.04,0.49,0.456,6.9403
whimsiwhiskers,418,55,86,76,223,2,0.1316,0.0383,0.0048,4,0.5476,0.3026,3,0.2381,0.1316,106.9048,37.7895,3.5333,0.71,0.07,0.81,0.1429,0.034
WildCottage,892,7808,157,2567,396,50,8.7534,25.6076,0.1502,449,12.477,4.8605,191923,204.973,79.8492,88.586,37.8285,1.5891,0.13,0.09,0.29,0.317,64.9764
WildMageGame,438,462,155,1691,1734,19,1.0548,1.6142,0.0731,119,8.6951,2.2933,39,5.3812,1.4193,102.9484,20.154,4.4516,0.42,0.17,0.67,0.565,3.0404
willarcarroll,1122,374,137,444,738,10,0.3333,3.1791,0.2023,31,1.1898,1.0023,228172,2014.0134,1696.4887,108.8503,15.7123,1.6827,0.28,0.19,0.35,0.7032,1416.2542
WillCHogan3,2390,1397,73,177,1265,5,0.5845,0.682,0.1828,8,0.132,0.7458,200938,4658.052,26316.678,109.959,-3.0838,1.2529,0.09,0.04,0.58,0.465,2165.9942
WilliamJKenney,3306,163965,159,18435,20032,950,49.5962,0.3348,0.0091,7,0.528,0.0286,18377,20.085,1.0895,134.332,15.4429,4.0173,0.92,0.02,0.99,0.401,8.0541
willyconquer,1276,561,44,22,45,3,0.4397,0.4099,0.018,34,1.7454,42.6818,24417,136.5781,3339.9545,92.381,19.0667,1.5946,0.07,0.15,0.14,0.1468,20.0497
winnyallyson,346,476,149,221,687,2,1.3757,0.341,0.1127,3,0.1976,0.3801,1044,3.2965,6.3394,109.5765,28.0479,4.4013,0.75,0.02,0.95,0.2188,0.7213
WitchBorn,751,382,85,54,43,4,0.5087,4.7683,0.0506,6,1.4247,9.6296,27848,195.9397,1324.4074,95.8219,15.0665,1.3889,0.49,0.37,0.54,0.1534,30.0572
wjmacguffin,3414,771,49,77,116,7,0.2258,0.1005,0.0211,19,0.2568,2.5714,69824,249.0506,2493.7403,97.4086,4.4618,1.6631,0.24,0.01,0.27,0.1362,33.9207
wolfgang8741,3388,3175,156,1215,4419,74,0.9371,0.7831,0.1266,28,0.727,0.5984,328728,529.885,436.1193,126.508,20.7631,1.4027,0.30,0.04,0.53,0.521,276.0701
WoodMarketing,3331,4938,47,1464,1154,98,1.4824,0.6238,0.1576,40,2.361,1.6127,21583,36.201,24.7275,127.844,21.9472,1.6114,0.35,0.05,0.58,0.874,31.6397
WoodsEdward,2266,3127,140,625,1224,20,1.38,5.996,0.2167,45,0.552,0.8832,613564,3764.539,6023.2624,109.189,23.7309,1.3769,0.20,0.21,0.29,0.514,1934.973
WoolHatCreative,674,5,0,2,0,0,0.0074,0.0,0.0,3,0.8,2.0,1,0.2,0.5,120.6,40.632,3.5,0.40,0.00,0.80,0.2,0.04
WootingKB,1113,1613,148,954,141,25,1.4492,0.7565,0.1096,24,1.715,1.7977,701,1.299,1.3616,95.177,22.1199,2.0769,0.08,0.23,0.40,0.296,0.3845
wordhabit,3299,2201,23,251,168,4,0.6672,0.3607,0.0446,12,0.421,1.6773,14639,20.119,80.1554,86.448,19.046,1.6146,0.31,0.08,0.46,0.194,3.9031
WorldAnvil,317,2243,161,1635,462,23,7.0757,5.4606,0.9148,40,2.702,1.6526,9183,23.486,14.3645,117.845,33.7268,1.9487,0.20,0.02,0.52,0.665,15.6182
WorldAReggae,2775,11478,114,28645,897,133,4.1362,0.0187,0.0007,22,1.497,0.0523,29,0.64,0.0223,110.17,11.9844,1.7936,0.47,0.01,0.99,0.337,0.2157
worldwidepr,3532,8600,91,1382,1669,87,2.4349,0.0529,0.1628,9,0.197,0.1425,45999,73.135,52.9197,120.408,21.9651,2.0208,0.39,0.10,0.65,0.676,49.4393
woshimikel,3723,728,31,62,497,0,0.1955,0.2871,0.0908,40,0.3454,4.0,493997,10106.4916,117039.6935,102.3872,7.265,1.1692,0.09,0.11,0.24,0.4749,4799.5729
WoWChallenges,1179,11937,147,1407,882,27,10.1247,10.5013,0.3223,29,2.002,1.4229,678,2.264,1.6091,109.883,26.1096,1.5856,0.11,0.10,0.54,0.683,1.5463
Wreck_and_Ruin,808,2806,156,1154,684,52,3.4728,7.245,0.4332,52,2.305,1.9974,101955,114.009,98.7946,117.014,20.0975,3.4249,0.23,0.11,0.41,0.548,62.4769
Wreck_It_Ty,111,349,148,441,469,3,3.1441,8.7658,0.3333,22,1.5804,0.9138,93001,367.3098,212.39,75.4196,30.7101,2.45,0.16,0.29,0.31,0.4902,180.0553
wristreview,2012,2860,78,3509,891,65,1.4215,0.2157,0.0005,19,2.106,0.6002,15,1.551,0.442,135.744,4.0506,5.2471,0.94,0.00,0.99,0.977,1.5153
WVUFLU,3421,8078,79,3786,964,52,2.3613,0.5519,0.0702,522,17.821,4.7071,93001,431.143,113.8782,101.63,14.4606,1.2982,0.28,0.05,0.46,0.648,279.3807
ww_review,1393,2298,44,2554,1,26,1.6497,0.0,0.0,4,0.815,0.3191,3,0.443,0.1735,99.104,8.5608,1.9104,0.07,0.03,0.99,0.413,0.183
x_walter,3310,130954,159,7726,5862,373,39.5631,14.2489,0.1456,12,0.121,0.0157,6908,355.994,46.0774,102.419,54.8667,2.029,0.48,0.03,0.17,0.513,182.6249
xDroidWorld,439,25,101,44,215,2,0.0569,0.0478,0.0114,2,0.375,0.2045,3,0.7917,0.4318,86.2917,13.6546,2.6,0.21,0.08,0.83,0.5417,0.4288
Xenozoicphiles,791,4906,129,1100,2519,42,6.2023,9.9621,0.9912,23,0.521,0.4736,11668,20.026,18.2055,121.49,30.641,2.0685,0.29,0.16,0.35,0.857,17.1623
XGuoforWaterloo,270,5970,56,77,251,5,22.1111,3.1815,1.5037,9,0.071,0.9221,1539,16.11,209.2208,104.857,8.8892,1.7259,0.14,0.08,0.65,0.423,6.8145
XianMind,2695,20928,143,2009,1630,62,7.7655,5.5403,0.1781,57,1.872,0.9318,161533,433.593,215.8253,114.225,10.9398,1.4,0.05,0.07,0.39,0.662,287.0386
Xristfer,3090,46024,145,19454,17305,247,14.8945,0.5217,0.0275,128,4.674,0.2403,15197,25.5,1.3108,106.687,13.7883,2.0091,0.66,0.63,0.75,0.67,17.085
YigitBekir,3285,2220,99,3126,3748,52,0.6758,0.4673,0.1224,93,0.926,0.2962,43362,73.475,23.5045,105.266,17.5004,2.2418,0.40,0.22,0.61,0.544,39.9704
YogiJennie,1775,2096,154,365,397,9,1.1808,2.6879,0.0963,4,0.162,0.4438,3258,14.24,39.0137,93.825,21.2204,1.1944,0.11,0.04,0.74,0.202,2.8765
yonatanzunger,2719,22210,135,56993,972,849,8.1684,15.4446,0.0463,914,23.919,0.4197,276358,1393.913,24.4576,119.432,5.2239,1.0,0.01,0.02,0.64,0.504,702.5322
YoungAntiqueman,3356,2041,118,160,337,8,0.6082,0.5802,0.1135,15,0.501,3.1313,146692,667.591,4172.4438,99.744,18.1956,1.4457,0.37,0.31,0.35,0.409,273.0447
youraverageq,52,183,0,139,1496,0,3.5192,0.0,0.0,3,0.0465,0.0576,1,0.0349,0.0432,54.0349,11.5399,0,0.00,0.00,1.00,0.0349,0.0012
YstlDystl,2484,9583,109,46,91,1,3.8579,0.0805,0.0374,6,0.138,3.0,6162,28.372,616.7826,67.364,12.3077,1.5846,0.07,0.02,0.16,0.13,3.6884
Yugblad,2945,13098,123,755,1256,40,4.4475,11.7263,0.1226,86,2.158,2.8583,198642,2488.679,3296.2636,104.414,7.3912,1.87,0.10,0.25,0.32,0.529,1316.5112
ZacharyJFowler,828,759,146,701,151,15,0.9167,0.9976,0.0664,72,2.4893,2.6633,754,1.4267,1.5264,113.4293,6.9716,2.6099,0.24,0.15,0.78,0.2547,0.3634
Zakoholic,3406,6077,49,128,178,9,1.7842,3.1033,0.0517,61,1.141,8.9141,166706,678.979,5304.5234,98.902,27.4199,2.1535,0.21,0.19,0.27,0.246,167.0288
Zapatrax,3094,2403,129,1047,150,20,0.7767,1.4108,0.0356,401,9.126,8.7163,86392,365.332,348.9322,89.057,8.3374,1.4565,0.09,0.33,0.25,0.361,131.8849
zeedox,3285,721,159,703,219,16,0.2195,0.2773,0.0612,539,3.7634,3.6885,1736,12.6807,12.4282,95.7097,18.5367,1.1875,0.14,0.17,0.38,0.4122,5.227
zen_bins,1199,74,0,117,118,6,0.0617,0.05,0.0067,8,0.9306,0.5726,2,0.3472,0.2137,107.6944,17.9553,1.25,0.06,0.18,0.71,0.3056,0.1061
Zengar,3708,69925,15,1423,675,25,18.8579,26.4186,0.1033,55,1.163,0.8173,108915,1254.009,881.2431,88.866,-2.8163,1.4062,0.03,0.29,0.19,0.467,585.6222
ZenitKensei,2230,1504,98,9372,4607,57,0.6744,0.0381,0.0049,25,0.96,0.1024,87,1.066,0.1137,82.825,20.4001,1.4762,0.02,0.22,0.88,0.358,0.3816
ZeronisART,1750,4291,156,46223,601,477,2.452,2.4491,0.1366,7072,140.466,3.0389,85823,519.283,11.2343,83.737,28.8842,1.9535,0.13,0.20,0.35,0.508,263.7958
zincronicity,764,6758,26,620,512,4,8.8455,20.6086,0.3455,91,2.155,3.4758,111357,648.299,1045.6435,77.675,3.7523,1.225,0.04,0.25,0.24,0.341,221.07
zinetent,841,662,42,268,150,13,0.7872,0.2521,0.0262,10,0.6808,1.3209,13,0.4038,0.7836,109.7635,8.2636,4.5187,0.41,0.28,0.68,0.2096,0.0846
ZombieExaminer,2384,20902,60,1633,1452,58,8.7676,0.0373,0.0,4,0.086,0.0527,2,0.028,0.0171,122.374,-15.7415,1.0144,0.97,0.67,1.00,0.027,0.0008
zombiegirl1385,2257,2449,50,77,371,2,1.0851,1.7421,0.0704,9,0.337,4.3766,611687,2070.41,26888.4416,103.012,19.1874,2.3852,0.65,0.08,0.76,0.253,523.8137
zombielov3r,538,202,117,3,69,0,0.3755,0.0539,0.0167,2,0.0714,2.3333,1453,27.2959,891.6667,107.1224,-17.3496,1.0,0.01,0.01,0.93,0.2449,6.6848
zr6lu,269,1225,24,77,201,0,4.5539,5.4349,3.632,4,0.02,0.2597,1673,9.701,125.987,112.654,13.5312,2.1092,0.28,0.23,0.45,0.985,9.5555
zrosettastoned,1887,3244,49,422,1541,8,1.7191,4.5925,0.1643,9,0.256,0.6066,1701221,9624.933,22807.8981,94.505,16.867,2.3937,0.35,0.10,0.33,0.335,3224.3526
BookBarn,2702,911,133,505,0,25,0.3372,0.0,0.0,18,0.4764,0.8594,5,0.1515,0.2733,97.685,27.4489,0,0.00,0.00,0.63,0.1186,0.018
stephanie_draws,1209,1967,130,860,670,27,1.627,8.9471,0.0868,5036,9.411,10.943,853141,1352.603,1572.7942,89.89,24.3252,1.5204,0.10,0.10,0.33,0.185,250.2316
StamiStudios,2210,1150,150,989,1187,20,0.5204,2.0462,0.076,32,0.98,0.9909,25910,43.714,44.2002,108.661,26.8399,3.0123,0.32,0.10,0.81,0.358,15.6496
SapphireSteamy,1969,25403,142,85637,1419,79,12.9015,0.387,0.3433,5,0.114,0.0013,79401,295.468,3.4502,125.274,0.6146,11.1069,0.84,0.05,0.39,0.887,262.0801
vetpip,459,1568,156,381,413,1,3.4161,3.7603,1.0414,554,2.699,7.084,228624,2813.863,7385.4672,102.019,19.6274,1.2625,0.08,0.22,0.26,0.545,1533.5553
Climart3,481,298,159,116,131,4,0.6195,0.2869,0.4553,7,0.4262,1.0948,225585,790.4732,2030.6983,132.9732,19.713,1.8451,0.71,0.06,0.36,0.849,671.1117
studiobliz,3033,7828,60,291,181,14,2.5809,0.459,0.0096,32,0.587,2.0172,210967,338.03,1161.6151,84.627,19.7563,2.1571,0.07,0.07,0.14,0.076,25.6903
SchneeCreations,506,1251,129,1898,139,12,2.4723,2.5968,0.2569,651,16.364,8.6217,153650,505.819,266.5011,89.525,48.8325,2.3333,0.05,0.24,0.22,0.377,190.6938
YoYoLegacy,103,29,0,7,56,1,0.2816,0.0,0.0,6,0.9655,4.0,4,0.5172,2.1429,133.8966,27.1648,1.0,0.14,0.07,0.97,0.3103,0.1605
DJKver2,2667,16967,146,985,791,62,6.3618,11.709,0.2287,1274,2.388,2.4244,135788,618.797,628.2203,112.126,22.2298,1.6817,0.33,0.07,0.27,0.67,414.594
_magic_circle_,3712,22638,85,600,611,37,6.0986,6.1818,0.01,19,0.5547,0.1183,183636,5072.6641,1082.1683,106.9297,13.0424,1.0,0.01,0.12,0.34,0.3203,1624.7743
KRehrbehn,1490,488,27,133,95,1,0.3275,0.8725,0.0188,102,3.0799,11.3008,94049,255.3258,936.8346,90.2172,27.7881,1.8276,0.18,0.17,0.26,0.2152,54.9461
AnyaBeaumont,2465,4308,38,1159,1410,40,1.7477,2.0333,0.2787,28,1.384,1.1941,446303,864.892,746.2399,120.635,29.6361,2.5227,0.35,0.16,0.28,0.852,736.888
DragonsofWales,642,3788,152,3895,873,55,5.9003,4.0981,0.4579,847,16.316,4.189,128904,147.672,37.9132,105.379,36.4573,1.5278,0.14,0.11,0.39,0.625,92.295
bella_writing,26,563,127,61,55,0,21.6538,30.8846,15.6538,17,0.2046,1.8852,176167,5635.5391,51920.8689,91.3274,17.5912,1.5584,0.14,0.47,0.10,0.7278,4101.5454
blackcrownhq,498,3398,145,1902,312,26,6.8233,5.1908,1.1084,83,1.727,0.908,18552,75.888,39.8991,104.826,25.3993,1.6583,0.20,0.15,0.37,0.681,51.6797
theImpeachMint,34,238,145,462,1535,2,7.0,15.3529,1.3529,245,2.7983,1.4416,73416,1708.4454,880.1082,113.063,17.1574,1.9362,0.20,0.09,0.55,0.3571,610.0858
Gwennchan,2114,25921,45,144,489,9,12.2616,15.4574,0.4186,8,0.177,1.2292,1089189,11003.46,76412.9167,102.867,12.8297,1.5439,0.11,0.45,0.11,0.891,9804.0829
starstarparty,363,3234,142,287,225,6,8.9091,9.0689,0.4573,93,2.214,7.7143,296073,1221.114,4254.7526,96.044,19.4953,1.1364,0.02,0.16,0.33,0.291,355.3442
TAGchirp,2791,2831,98,94,268,0,1.0143,2.6413,0.1172,121,1.102,11.7234,421539,2433.236,25885.4894,102.576,13.287,1.404,0.10,0.20,0.34,0.348,846.7661
RubySojourner,514,18799,150,3102,2521,31,36.5739,109.5778,0.8658,320,3.488,1.1244,2953,16.439,5.2995,83.72,22.5929,1.0622,0.39,0.20,0.08,0.657,10.8004
eachrncls,768,1857,74,397,1162,7,2.418,11.2344,0.2969,71,1.275,3.2116,1089187,2655.695,6689.4081,103.136,13.4532,2.8511,0.05,0.16,0.41,0.284,754.2174
BookZINY,1142,19095,28,29268,29544,338,16.7207,0.0701,0.0131,3,0.099,0.0034,107,0.942,0.0322,82.064,6.0795,1.9463,0.97,0.18,1.00,0.072,0.0678
hecate_gaming,194,569,98,48,57,1,2.933,0.8351,0.4175,510,2.2447,26.5625,68446,326.8275,3867.4583,76.8486,16.1852,1.6364,0.02,0.15,0.27,0.3028,98.9634
_elj3fe,574,1300,62,180,363,2,2.2648,5.3641,0.3571,177,1.023,5.6833,430453,2752.345,15290.8056,56.196,8.5765,1.3125,0.03,0.12,0.17,0.277,762.3996
CupiscoReminder,138,32,123,167,1747,2,0.2319,0.0,0.0,1,0.0625,0.012,1,0.0312,0.006,72.0938,25.6744,0,0.00,0.47,0.44,0.0312,0.001
thewisdomposts,217,2519,76,2935,4130,9,11.6083,1.0369,0.0737,70,2.799,0.9537,76710,112.101,38.1945,127.914,10.0717,3.2614,0.48,0.21,0.81,0.47,52.6875
