screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,influence_score,influencial
riqaru,2313,36,30,17,29,0,0.0156,0.0099,0.0004,3,0.871,1.5882,1,0.0645,0.1176,88.7742,4.0203,1.0,0.03,0.10,0.68,0.0042,0
RisingStarPress,817,10878,116,725,1221,48,13.3146,0.0942,0.0122,13,0.432,0.5959,201476,202.764,279.6745,105.251,12.8691,1.4657,0.70,0.56,0.47,16.6266,0
riskstaff,3400,3851,160,7966,513,304,1.1326,0.0697,0.1212,59,3.573,0.4485,67,9.177,1.152,134.814,-3.6974,1.9289,0.77,0.02,0.55,8.3235,1
RittervonRost,1020,7073,0,283,392,1,6.9343,4.0471,0.5755,11,0.266,0.9399,41318,361.111,1276.0106,102.634,-8.5469,1.8068,0.09,0.16,0.65,321.0277,1
Robbotron,3085,18998,143,9033,1887,125,6.1582,3.66,0.037,211,13.374,1.4806,119908,767.054,84.9169,102.173,13.0417,1.1085,0.13,0.07,0.45,351.3107,0
RobotechNews,3361,7744,75,10409,151,201,2.3041,0.654,0.0741,281,24.021,2.3077,1195,10.716,1.0295,125.822,9.061,2.9672,0.88,0.36,0.68,10.3088,1
Robotschampion,930,1210,63,120,41,54,1.3011,0.0022,0.0011,6,0.346,2.8833,8,0.236,1.9667,107.114,12.6823,2.0543,0.94,0.22,0.90,0.0413,0
rockpapercynic,2782,18384,155,3874,700,109,6.6082,5.2743,0.1201,154,4.144,1.0697,168993,654.434,168.9298,109.733,18.057,1.6136,0.09,0.26,0.46,420.1466,0
romanenfutter,68,788,26,16,5,0,11.5882,0.5147,0.1029,5,0.3584,14.875,6,0.0678,2.8125,90.5226,2.3688,0,0.00,0.02,0.31,0.0035,0
RonCNieto,2477,2584,149,1028,86,22,1.0432,0.0266,0.0561,10,0.186,0.1809,14839,137.132,133.3969,105.71,19.3065,1.61,0.24,0.03,0.41,24.8209,0
ronnie136,3842,2618,0,163,444,14,0.6814,0.0773,0.0039,4,0.191,1.1718,112183,310.482,1904.7975,85.17,6.5479,1.2453,0.05,0.02,0.95,10.2459,0
Room17Games,321,790,124,696,1806,7,2.4611,1.7819,0.6573,33,1.3684,1.569,263,2.0789,2.3836,115.9937,34.1808,2.3885,0.37,0.06,0.60,1.1124,0
RoryJSomers,570,3845,119,1290,1571,23,6.7456,11.407,0.0649,84,2.525,1.9574,110,0.464,0.3597,102.799,26.4832,1.2414,0.03,0.03,0.47,0.0603,0
rosespringvale,3373,2185,142,1166,1852,46,0.6478,0.6804,0.1471,42,0.63,0.5403,380511,5028.663,4312.747,104.124,22.7404,1.6387,0.27,0.07,0.28,2690.3347,0
RossRintala,3050,30990,119,6635,1107,16,10.1607,9.6354,0.023,943,40.069,6.039,253281,649.209,97.8461,86.302,33.368,1.2481,0.13,0.10,0.30,317.4632,0
rotorxracing,1370,3773,156,4358,4876,111,2.754,1.1912,0.2978,16,1.011,0.232,2837,4.899,1.1241,122.85,18.0551,2.969,0.29,0.03,0.83,3.3852,0
rpg_crunch,562,1609,160,430,806,16,2.863,2.347,1.1246,9,0.501,1.1651,90269,258.34,600.7907,118.187,26.5514,1.9731,0.34,0.08,0.34,182.1297,0
RPGadvocate,3466,1697,63,3242,911,162,0.4896,0.0465,0.0046,815,4.261,1.3143,7336,16.759,5.1693,93.239,14.775,1.7664,0.73,0.10,0.76,9.6029,0
RPGCantrell,1928,352,40,37,127,2,0.1826,0.0975,0.0436,11,0.4223,3.8919,62009,584.0557,5382.7838,86.5777,13.8335,2.3667,0.35,0.11,0.66,183.2767,0
RPGGuru,1931,38786,64,6282,4179,175,20.086,0.0,0.0,4,0.084,0.0134,2,0.075,0.0119,76.429,11.3598,1.0,0.00,0.00,1.00,0.0054,0
rshipleyart,1247,2029,82,1261,1168,77,1.6271,0.7787,0.0393,18,1.224,0.9707,6636,14.22,11.2768,121.431,5.1778,3.9411,0.80,0.14,0.92,3.3844,0
rstarsick,1224,4314,152,579008,1808,20,3.5245,0.7116,0.0025,4,0.09,0.0002,48,0.094,0.0002,75.397,5.3726,2.4483,0.06,0.10,0.87,0.003,0
rtehrani,4076,55997,159,18427,19893,684,13.7382,2.0091,0.0358,13,0.733,0.0398,760,4.068,0.2208,104.101,6.0807,2.7832,0.23,0.03,0.89,1.676,0
rudytheelder,2945,5402,159,7468,114,519,1.8343,0.0846,0.0309,857,11.417,1.5288,399545,669.946,89.7089,109.064,18.2175,1.35,0.02,0.25,0.66,475.6617,0
Russell_Brower,2956,1387,103,19498,626,397,0.4692,0.8014,0.1647,407,7.077,0.363,263338,304.504,15.6172,109.995,39.6121,1.5433,0.34,0.19,0.18,221.6789,0
RvdHeul,2475,756,79,62,366,0,0.3055,1.2982,0.0691,6,0.2275,2.0,21683,85.7284,753.5806,80.2275,18.8243,1.7517,0.27,0.08,0.36,28.1532,0
s_r_algernon,191,939,152,110,102,4,4.9162,1.3194,1.3508,16,0.4936,3.8273,263157,1431.3388,11099.3818,110.6225,23.2178,1.9744,0.23,0.07,0.63,716.5282,0
SAfridi_LoveR10,539,12055,138,928,204,5,22.3655,71.4063,0.5288,326,3.926,4.2306,169547,1000.391,1078.0075,83.934,14.6885,1.2358,0.25,0.17,0.23,348.1361,0
sallytheobald,1701,3332,158,1633,882,42,1.9588,1.4897,0.4345,25,1.648,1.0092,132882,194.768,119.2701,131.087,29.7238,1.615,0.40,0.08,0.36,185.0296,1
SandyofCthulhu,2072,1412,138,4433,63,126,0.6815,1.1844,0.0753,494,7.776,1.7541,3628691,3662.619,826.2168,89.718,1.4697,1.3252,0.12,0.15,0.55,2468.6052,0
SATekopo,1453,287,34,92,114,2,0.1975,0.2505,0.0186,96,3.9478,11.5,934,5.6903,16.5761,117.2687,19.4996,1.2895,0.14,0.10,0.51,1.529,0
SavageBloggers,3121,18532,59,1211,6,61,5.9378,0.0442,0.0003,10,1.479,1.2213,9,1.091,0.9009,76.638,-6.8256,1.004,0.99,0.00,0.99,1.0201,1
sbmeunier,1262,22545,144,41550,15273,2106,17.8645,6.9945,0.313,102,3.468,0.0835,24958,111.998,2.6955,128.176,13.677,3.3926,0.78,0.14,0.73,99.9022,1
sbuchbinder,3356,130801,121,7223,7567,226,38.9753,20.6076,0.2816,28,0.13,0.018,89614,2611.53,361.5575,127.345,-0.7061,1.71,0.10,0.07,0.15,2501.8457,1
scarletmonahan,2612,1667957,160,1660171,25270,1971,638.5747,200.4732,0.0,8,0.218,0.0001,3,0.11,0.0001,107.441,0.0236,5.3186,0.89,0.67,0.47,0.0108,0
Scheheradere,378,693,90,8,143,0,1.8333,6.9074,0.9048,2,0.087,6.125,100870,3008.2558,211706.0,69.8721,0.3272,1.4706,0.03,0.48,0.09,1853.988,0
SchoolismLIVE,718,453,0,858,22,14,0.6309,2.4011,0.0292,557,9.6543,5.1422,72,1.6193,0.8625,129.7812,32.8184,1.4815,0.18,0.07,0.88,0.7938,0
scientiffic,3179,6024,160,1294,292,57,1.8949,0.5335,0.0182,402,3.829,2.959,9425,13.879,10.7257,94.788,25.184,1.2394,0.07,0.23,0.30,3.1922,0
ScontiDaCinema,987,1327,48,4660,4382,15,1.3445,0.2249,0.0243,22,2.045,0.4388,10,1.519,0.326,118.371,1.6914,1.2889,0.23,0.72,1.00,1.396,1
ScotlandsPeople,3221,4570,133,7285,2776,225,1.4188,0.1689,0.0475,161,3.528,0.4843,2578,7.219,0.9909,131.539,11.0895,2.1015,0.54,0.05,0.64,5.2049,0
Scottie_Mick,2518,695,54,39,214,5,0.276,0.0556,0.0496,16,0.2374,4.2308,50348,186.7424,3327.8462,101.4978,10.8167,1.4762,0.30,0.11,0.52,43.7911,0
SCP_1247,2612,22098,132,858,800,7,8.4602,2.8687,0.1041,48,2.047,2.3858,68374,418.009,487.19,83.73,2.4934,1.1333,0.01,0.24,0.26,166.3676,0
Scribit_Design,97,47,160,130,87,0,0.4845,0.1649,0.0309,8,1.2083,0.4462,4,0.5,0.1846,116.9792,24.6702,3.2,0.42,0.04,0.88,0.1459,0
sdesatoff,2833,11178,157,397,1193,15,3.9456,3.5803,0.0092,29,1.293,3.2569,19890,20.875,52.5819,78.665,12.8374,1.0,0.01,0.14,0.24,2.0666,0
SeanIzaakse,2689,45262,104,2683,1722,140,16.8323,11.4805,0.1904,87,1.941,0.7234,172717,1071.008,399.183,103.856,20.8213,2.0705,0.16,0.33,0.24,619.0426,0
SeanNittner,3628,19733,159,2643,498,107,5.4391,3.4057,0.0835,364,5.879,2.2244,179622,1280.705,484.5649,106.642,22.5856,1.1321,0.05,0.10,0.44,601.9313,0
seattle48hfp,3046,2416,105,1051,1098,58,0.7932,0.5627,0.2557,11,0.307,0.2921,13029,25.423,24.1893,123.502,25.9934,2.2634,0.52,0.07,0.45,21.7367,1
Segregates_band,502,378,152,121,229,2,0.753,0.6275,0.0637,44,1.231,3.7438,24,0.6332,1.9256,93.9321,3.5857,3.4414,0.30,0.12,0.62,0.2082,0
sekulicnemanja,2245,561,78,956,100,20,0.2499,0.0601,0.0067,38,2.3029,1.3201,2336,7.3595,4.2186,96.7117,14.4736,3.9953,0.39,0.09,0.86,1.5043,0
SengledUSA,1560,3567,115,2999,2313,142,2.2865,1.1269,0.0865,50,1.109,0.3698,106,1.397,0.4658,120.617,41.1258,1.7734,0.53,0.30,0.69,0.5616,0
serengetigame,237,60,0,21,63,1,0.2532,0.3924,0.0084,8,1.0317,3.0952,3,0.3492,1.0476,124.8095,19.2524,1.6667,0.05,0.02,0.75,0.0776,0
serganimations,13,4,62,2,3,0,0.3077,0.3077,0.0,4,3.25,6.5,2,1.0,2.0,87.5,27.61,1.0,0.25,0.00,0.50,0.5,0
SessionFlyFish,1220,15,111,7,1,0,0.0123,0.0057,0.0049,4,1.2,2.5714,3,1.3333,2.8571,130.0,29.5833,1.5,0.13,0.00,0.60,1.0667,1
SethVannier,388,112,159,35,118,1,0.2887,0.3634,0.0876,6,1.0,3.2571,11862,191.3772,623.3429,123.9386,18.9506,1.6889,0.39,0.07,0.55,109.1233,0
sevanstudio,441,864,58,5900,3788,48,1.9592,4.0816,1.3197,57,0.9162,0.1315,345679,1213.4569,174.2031,96.4168,11.5344,2.3646,0.34,0.38,0.27,994.3066,1
sfnexmap,2525,1192,133,572,391,27,0.4721,0.735,0.0796,35,2.139,3.7395,4889,8.631,15.0892,126.87,42.8536,1.4291,0.27,0.06,0.72,4.7557,0
ShadowMythsArt,2215,265,122,217,333,21,0.1196,0.0081,0.009,15,1.4847,1.7926,3765,15.3588,18.5438,121.6412,9.0879,7.1364,0.76,0.31,0.66,4.0455,0
ShanePlaysPR,1176,6865,160,11691,7144,138,5.8376,0.1429,0.0587,159,0.99,0.0847,149386,218.553,18.6941,111.648,9.3176,2.0636,0.28,0.09,0.85,55.0754,0
ShannaGermain,1866,29619,160,6926,914,318,15.873,35.4459,0.1736,814,17.151,2.4763,110775,603.757,87.1725,107.814,27.8296,1.4309,0.19,0.08,0.41,397.2721,0
SharkeyRex,3323,1475,44,81,242,1,0.4439,0.9699,0.0584,22,0.679,8.3827,66770,436.874,5393.5062,72.346,3.8615,1.9024,0.04,0.05,0.06,121.0141,0
SharonSkinner56,3584,2275,155,2883,3310,135,0.6348,0.1641,0.0525,15,0.674,0.2338,26055,37.253,12.9216,94.182,22.4738,1.782,0.34,0.07,0.73,20.4891,0
shawnimal,3859,28531,138,4587,1967,222,7.3934,2.4708,0.0684,24,1.211,0.264,430683,5044.221,1099.6776,81.543,17.0305,1.5455,0.06,0.08,0.37,1725.1236,0
shawno,4100,26341,64,1221,411,100,6.4246,0.0541,0.0293,17,0.405,0.3317,781,2.943,2.4103,90.893,14.5501,1.3788,0.20,0.20,0.34,0.6033,0
shelwildebooks,130,44,135,207,1086,4,0.3385,0.1615,0.0308,5,0.8,0.1739,24813,558.5778,121.43,118.0667,29.2151,1.8571,0.31,0.13,0.67,186.174,0
shions_heart,1015,48371,115,746,110,10,47.6562,57.0227,0.7281,33,0.449,0.6019,514070,5687.208,7623.6032,85.598,20.5542,1.602,0.10,0.50,0.07,4248.3444,0
shirotokuro,3253,243,22,8,23,0,0.0747,0.0012,0.0028,21,0.0947,2.875,17356,140.9959,4282.75,84.3128,32.4509,1.8889,0.04,0.00,0.63,6.3871,0
ShirtsByShurts,400,83,99,26,26,2,0.2075,0.2075,0.0675,7,1.2159,4.1154,153,2.5455,8.6154,104.3409,26.5828,1.1538,0.30,0.22,0.39,1.1569,0
SHMeeplesCo,222,6879,139,1416,1458,27,30.9865,76.3198,0.4054,121,3.36,2.3729,48291,49.756,35.1384,82.571,36.0002,1.4865,0.04,0.12,0.21,6.6175,0
ShopFind2014,1353,2233,157,141,852,1,1.6504,0.0,0.0,11,0.034,0.2411,18,0.044,0.3121,93.57,13.1494,1.0,0.01,0.57,1.00,0.0006,0
Shuhenaz,2416,10040,155,804,147,20,4.1556,0.029,0.0,124,5.673,7.056,299,4.07,5.0622,84.882,10.2275,1.0,0.01,0.00,1.00,0.4721,0
SiegeStoves,77,1,162,1,7,0,0.013,0.026,0.0,7,7.0,7.0,1,1.0,1.0,134.0,17.59,1.0,1.00,0.00,1.00,1.0,1
Sifter,4171,17855,127,2615,1403,113,4.2807,0.2575,0.1455,18,0.395,0.1511,1698096,4359.238,1667.0126,113.361,14.416,1.1385,0.07,0.12,0.34,2850.9417,0
SilentcandleG,99,13,125,6,11,0,0.1313,0.0404,0.0,4,2.0833,4.1667,3,1.6667,3.3333,136.1667,45.4917,2.7143,0.58,0.00,1.00,1.6667,1
SimpleWonders82,1123,54484,118,1781,1897,29,48.5165,13.9519,0.3544,49,1.54,0.8647,211507,1467.639,824.0533,116.795,-5.2363,1.6216,0.04,0.04,0.41,670.711,0
Sinceron1973,1609,25562,104,372,168,32,15.8869,109.5115,0.5109,170,0.304,0.8172,258694,1789.279,4809.8898,109.722,2.735,1.8511,0.09,0.35,0.22,1492.2587,1
Sir_Frank_B,1216,622,25,135,84,1,0.5115,2.3207,0.2582,56,1.4534,6.6963,340383,3098.799,14277.4296,93.1415,14.0539,1.2727,0.14,0.20,0.28,2022.5861,0
sirjoshh,3315,22844,1,398,327,1,6.8911,0.0854,0.1029,11,0.197,0.495,521369,6111.046,15354.3869,59.376,7.3363,1.275,0.08,0.21,0.07,2578.8614,0
sjoerdpitstra,2969,435,100,266,620,41,0.1465,0.0084,0.0303,16,0.2238,0.3609,1943,32.2844,52.0677,94.0117,9.1922,1.4696,0.42,0.19,0.60,8.5037,0
SJohnRoss,1672,2403,152,344,268,20,1.4372,1.8313,0.0311,104,1.476,4.2907,23528,59.175,172.0203,98.109,17.846,1.2659,0.17,0.06,0.18,11.7167,0
SKGames,3116,130,160,619,19,4,0.0417,0.053,0.0029,34,4.3692,0.9176,352,5.6385,1.1842,95.4846,25.6594,1.9762,0.32,0.19,0.49,2.9061,0
Skinner_Games,1328,2064,159,987,1866,28,1.5542,1.6069,0.0565,13,0.618,0.6261,148197,443.032,448.8673,109.135,11.459,3.8723,0.46,0.08,0.76,114.3023,0
Skybound,2919,13027,154,40444,2113,504,4.4628,1.6793,0.0308,274,23.0411,0.1248,1661,29.0639,0.1574,123.0822,7.7133,1.2632,0.26,0.23,0.61,25.614,1
Skye_sant,2728,5591,106,299,207,51,2.0495,0.0579,0.1188,13,0.235,0.786,147355,504.805,1688.311,107.985,25.9259,1.3697,0.28,0.07,0.52,176.6818,0
sladelss,2363,1409,124,538,163,1,0.5963,14.733,0.0288,18,2.732,5.0781,379791,3979.799,7397.3959,57.552,11.3445,1.2308,0.04,0.23,0.08,425.8385,0
Sleepie_Cherrie,815,1174,29,39,63,0,1.4405,1.9546,0.9607,10,0.1435,3.2821,330047,12029.324,275132.2308,85.4103,2.2121,1.1111,0.02,0.36,0.27,10950.2936,1
slloyd14,3039,25772,142,1195,195,55,8.4804,0.1711,0.0115,5,0.178,0.149,3310,9.811,8.21,83.732,9.0182,1.6126,0.11,0.03,0.91,0.677,0
SlopesGameRoom,2555,11082,103,18336,543,160,4.3374,7.8415,0.0481,361,9.167,0.4999,70331,92.435,5.0412,94.478,23.7247,1.3152,0.28,0.25,0.40,49.4527,0
SMG_Play,2605,2647,144,643,1064,31,1.0161,0.0649,0.1232,26,0.422,0.6563,13754,36.566,56.8678,107.864,23.0497,2.1017,0.42,0.14,0.34,16.5278,0
smokestaxxpans,2092,315,28,552,4917,2,0.1506,0.5593,0.044,12,1.0358,0.5761,30,1.3453,0.7482,79.8404,37.2891,2.4872,0.13,0.36,0.28,0.6047,0
SnagletoothWars,1872,80401,159,667,585,38,42.9493,27.4065,0.265,47,0.808,1.2114,201457,2868.926,4301.2384,87.026,-1.975,1.2083,0.05,0.38,0.25,1707.011,0
snarkydogmom,1680,8118,99,597,809,1,4.8321,36.8798,0.1786,624,2.008,3.3635,150876,1006.907,1686.6114,85.728,17.1547,1.5094,0.05,0.07,0.16,319.1895,0
SneakAttackPres,2731,106,27,45,38,1,0.0388,0.004,0.0004,21,0.4953,1.1778,2017,18.9439,45.0444,106.6916,7.0736,1.375,0.07,0.01,0.81,1.417,0
Snow_Alligator,814,681,157,176,246,17,0.8366,0.1536,0.113,16,1.2227,4.5852,61,1.0288,3.858,128.0379,34.4352,2.158,0.76,0.20,0.72,0.3991,0
SocialSnowflake,1621,7032,140,16312,11344,332,4.3381,2.1703,0.0925,15,0.745,0.0457,1047,4.677,0.2867,97.398,33.7522,1.5124,0.45,0.15,0.45,1.6978,0
sofialovesu,3345,5809,168,178,207,11,1.7366,0.8221,0.061,9,0.197,1.1067,35292,270.37,1518.9326,85.681,22.6132,2.9062,0.22,0.08,0.56,62.9962,0
soitistoldcast,864,4280,156,831,1089,13,4.9537,6.6076,0.6597,87,1.409,1.6955,156866,458.539,551.7918,114.048,14.8067,1.8282,0.29,0.10,0.32,319.6017,0
solinius,401,64,79,69,126,1,0.1596,0.4389,0.0873,38,1.1167,0.971,35534,706.2167,614.1014,111.1167,20.2432,1.6429,0.23,0.15,0.37,517.8687,0
SomambaCases,472,530,136,577,2582,4,1.1229,0.5191,0.125,6,0.6094,0.5598,91,1.217,1.1179,76.9189,4.5643,0,0.00,0.94,0.80,0.6567,0
SomebodysChlsea,3353,111879,148,1279,271,36,33.3668,7.023,0.1557,100,2.828,2.2111,48342,64.848,50.7021,104.762,17.9675,1.7847,0.21,0.20,0.31,45.7178,0
sonicstate,3715,20460,23,20799,182,581,5.5074,0.0705,0.0218,273,6.249,0.3004,124,2.516,0.121,123.649,14.1563,1.8061,0.10,0.29,0.87,1.5876,0
SothebysFr,2920,7719,33,10905,670,303,2.6435,0.3894,0.1801,40,2.313,0.2121,551,8.074,0.7404,132.288,9.7717,1.5712,0.64,0.12,0.54,7.0809,1
SoundCloudBoss1,941,317,139,43521,19713,72,0.3369,101.865,0.0032,237,6.1203,0.0444,481,2.7816,0.0202,133.462,13.5646,6.3019,0.97,0.00,0.98,0.8804,0
SpeerofD3stiny,1843,14294,160,401,595,21,7.7558,11.325,0.306,19,0.186,0.4638,234096,6132.869,15293.9377,105.126,11.115,1.4426,0.24,0.31,0.21,3593.8612,0
SPGSpectrality,602,404,0,99,142,0,0.6711,0.5897,0.0282,9,2.8645,11.7475,41610,117.9089,483.5455,124.0148,-3.1397,1.5401,0.46,0.01,0.74,56.0539,0
SpiidiOnNoita,1548,108837,130,2239,1394,53,70.3081,39.1867,0.239,59,0.836,0.3734,256821,818.852,365.7222,64.118,8.3646,1.4811,0.11,0.33,0.13,339.8236,0
spikeybits,3097,42713,76,3478,1997,91,13.7917,0.1895,0.042,8,0.535,0.1538,46,0.42,0.1208,124.172,4.8712,2.375,0.01,0.03,0.87,0.1315,0
Spooky3lectric1,3298,2118,139,206,399,17,0.6422,0.0988,0.0209,25,0.176,0.8544,148739,153.744,746.3301,96.914,9.7021,1.4326,0.14,0.01,0.91,17.2193,0
springintobooks,500,139,105,126,270,1,0.278,0.528,0.056,16,2.5,2.7381,20,1.1522,1.2619,129.1377,22.7883,1.75,0.23,0.10,0.73,0.6262,0
SpritesNDice,1803,1067,129,331,94,11,0.5918,0.4493,0.1076,56,1.494,4.5136,117446,138.456,418.2961,108.04,23.9856,1.2164,0.27,0.33,0.61,77.5354,0
sqiouyilu,1297,89633,123,3336,1245,100,69.1079,59.6168,0.0925,667,7.019,2.104,80308,486.634,145.8735,94.042,14.2441,1.3,0.03,0.11,0.41,120.6852,0
Squach,4137,13504,62,2864,743,169,3.2642,0.2088,0.021,407,1.978,0.6906,1396,4.604,1.6075,116.684,19.982,1.2143,0.08,0.03,0.43,1.2891,0
ssoebmizan,1544,8123,157,2682,2225,9,5.261,1.7429,0.0045,5,0.282,0.1051,64,0.28,0.1044,111.162,29.2508,1.5889,0.29,0.23,0.76,0.0314,0
StadriEmblems,3478,2027,154,326,229,15,0.5828,0.7418,0.0138,19,0.421,1.2914,2349,2.754,8.4479,121.805,20.1603,2.1,0.02,0.06,0.54,0.19,0
stagescycling,2163,4120,146,7549,517,137,1.9048,1.4933,0.0902,25,2.537,0.3361,873,12.063,1.598,104.047,22.3545,1.4176,0.34,0.24,0.75,6.2366,0
StarcalledStudi,2150,1471,90,2054,2572,36,0.6842,1.9893,0.0953,50,4.443,2.1631,541,4.983,2.426,123.543,17.5173,3.5742,0.36,0.06,0.68,2.9699,0
startdet,182,347,122,47,94,1,1.9066,0.0055,0.0,8,0.4349,2.9149,4,0.2159,1.4468,124.5365,28.0054,2.566,0.17,0.00,1.00,0.0336,0
startofamoment,1190,8632,60,372,533,8,7.2538,4.7017,0.2286,64,1.378,3.7043,201751,1322.694,3555.629,98.297,13.0987,1.2679,0.06,0.13,0.26,424.5848,0
StarWarsTime,1484,44245,158,2671,1229,54,29.8147,24.5957,0.1712,99,1.247,0.4669,51587,192.599,72.1075,106.425,-10.7245,1.4365,0.18,0.11,0.73,84.1658,0
State_Scoop,2032,26344,127,10529,136,438,12.9646,0.5974,0.0,22,0.652,0.0619,10,0.542,0.0515,134.06,12.4817,2.2821,0.43,0.12,1.00,0.1696,0
StateofShakespe,2414,2819,153,3052,2416,61,1.1678,0.321,0.0108,19,1.227,0.402,22,0.693,0.2271,115.909,24.6004,1.0502,0.68,0.02,0.91,0.2308,0
stats_sl,125,146,65,104,86,0,1.168,0.368,0.28,16,2.2756,2.7788,115,5.8268,7.1154,128.0,17.2598,1.9583,0.19,0.20,0.63,5.5057,1
StealthoInfo,136,10302,84,3667,3848,43,75.75,137.4044,5.4118,3,0.081,0.0221,202,2.145,0.5849,130.676,32.1905,2.4078,0.84,0.04,0.51,1.613,0
steamcrow,3670,24891,74,3808,1436,318,6.7823,0.0883,0.0147,36,3.16,0.8298,81377,178.443,46.86,101.602,18.4213,1.7835,0.39,0.56,0.79,64.2395,0
steamgirlgame,2360,5253,97,850,888,49,2.2258,2.2403,0.1123,191,1.082,1.2729,250899,2594.117,3051.9024,122.209,21.1965,1.68,0.05,0.07,0.51,814.5527,0
stefanocortesi,2922,47187,159,381,104,92,16.1489,0.0277,0.0,5,0.105,0.2756,2,0.018,0.0472,131.638,22.0436,1.0,0.00,0.00,1.00,0.0003,0
stefscribbles,2340,1029,76,7874,397,93,0.4397,1.2462,0.0278,17781,154.143,19.5762,50147,161.688,20.5344,71.654,24.9185,1.3731,0.13,0.22,0.17,46.0811,0
Stella_Korosec,3123,3009,139,817,433,41,0.9635,0.1118,0.049,11,0.378,0.4627,67941,86.044,105.317,98.999,34.4228,3.0678,0.47,0.07,0.65,15.574,0
StellarisGame,1048,15804,34,31266,29,234,15.0802,9.1594,0.0181,760,18.334,0.5864,272,2.485,0.0795,90.804,35.7985,1.08,0.03,0.10,0.29,0.3752,0
stevenaramini,1470,1939,144,1158,836,37,1.319,2.2095,0.0422,79,3.727,3.2185,292,1.173,1.013,90.159,40.5814,1.3158,0.02,0.09,0.24,0.2076,0
StigloDesign,793,42,143,106,832,2,0.053,0.2219,0.0013,6,0.8333,0.3302,175471,4178.2381,1655.5283,124.7381,34.8214,3.0,0.38,0.10,0.88,795.9544,0
StileTeckel,2123,11340,70,323,91,42,5.3415,2.048,0.2219,9,0.354,1.096,134201,958.509,2967.5201,113.438,14.8361,1.1875,0.24,0.15,0.64,574.1469,0
storytimechess,62,138,101,46,203,0,2.2258,0.8387,0.0645,3,0.25,0.6957,4,0.1016,0.2826,127.0,47.6661,1.6,0.04,0.03,0.88,0.0063,0
StrieEyes,3428,1606,150,289,438,10,0.4685,0.4956,0.0499,252,1.595,5.519,268683,1538.604,5323.8893,105.24,34.1011,1.9864,0.29,0.06,0.42,400.037,0
stuartpalley,3296,25997,149,2613,1357,164,7.8874,1.811,0.2367,65,1.077,0.4122,347028,4810.837,1841.1163,123.481,-2.9438,1.4798,0.20,0.09,0.22,4122.8873,1
StudioGiraldez,1897,965,134,3304,95,43,0.5087,0.5561,0.0849,349,10.8934,3.0926,310,3.5864,1.0182,81.3785,17.9863,2.8182,0.20,0.32,0.38,2.4509,0
stupidDOPE,3552,388082,155,109006,30114,1358,109.2573,16.6898,0.0093,207,1.969,0.0181,48889,103.691,0.9512,117.886,12.9604,1.7737,0.46,0.74,0.93,33.0774,0
Sturbapp,3333,18884,124,11869,7867,111,5.6658,4.0885,0.093,32,1.307,0.1101,29983,50.779,4.2783,96.224,16.9214,2.2868,0.27,0.17,0.64,31.1783,0
SuchFunDB,2281,4394,21,839,2731,44,1.9263,1.3661,0.1377,11,1.19,1.4184,1821,10.942,13.0417,119.861,11.2585,1.6431,0.34,0.11,0.54,5.1865,0
SueForMayor,1266,21003,0,160,246,60,16.59,0.3128,0.0,9,0.458,2.8625,13,0.49,3.0625,81.162,-0.9505,3.6282,0.16,0.00,1.00,0.1906,0
SukiCat_Arts,54,99,138,34,26,0,1.8333,2.1111,0.3519,97,5.4337,13.2647,228,4.9277,12.0294,109.5422,30.4417,1.375,0.39,0.41,0.33,2.6718,0
SumiAkt50349403,534,47,0,36,38,0,0.088,1.0112,0.0094,5,0.9118,0.8611,12070,355.3235,335.5833,135.2353,35.5206,3.0,0.85,0.09,0.88,104.5006,0
sumohurd,2298,3935,123,1306,1104,184,1.7124,1.4578,0.0975,34,1.058,0.8101,54555,85.046,65.1194,118.642,7.1515,2.1944,0.18,0.07,0.65,30.2764,0
Sun_Zulu,3480,26710,140,1021,864,40,7.6753,3.8609,0.0991,79,0.223,0.2184,284207,5580.453,5465.6738,92.28,7.1361,1.8772,0.11,0.11,0.49,2176.3767,0
SunRivieraWorks,302,142,77,182,15,7,0.4702,0.0099,0.0033,90,7.1197,5.5549,18,3.0845,2.4066,132.5141,26.4225,2.9863,0.51,0.05,0.82,2.2591,0
SuperegoWorld,2915,55770,101,76533,28828,478,19.1321,53.9441,0.1304,59,4.72,0.0617,308,6.874,0.0898,109.238,15.5015,1.0897,0.68,0.63,0.80,6.6334,1
SurfTraceFree,564,656,86,203,78,2,1.1631,0.0603,0.0567,5,0.1912,0.5961,4595,15.1738,47.3153,119.8752,8.0178,1.8198,0.61,0.06,0.77,2.0849,0
suser_rolfe,390,6140,79,431,437,2,15.7436,13.8179,0.4487,204,2.965,6.8794,70743,1089.173,2527.0835,95.519,-3.1394,1.1364,0.02,0.04,0.27,350.7137,0
suzigodson,2447,3458,31,7526,3727,108,1.4132,0.5787,0.1626,326,1.314,0.1746,431778,857.966,114.0003,117.401,21.0873,1.54,0.15,0.06,0.51,591.1386,0
