screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,retweet_rate,influence_score,Followwonk,,
MonkeyWrenchATX,2680,2321,122,1265,48,65,0.866,0.0687,0.1437,10,0.26,0.2055,64443,277.576,219.4277,105.574,10.0277,1.7679,0.24,0.08,0.73,0.542,150.4462,43,,
DeepDungeonGMZ,406,1003,101,292,459,9,2.4704,0.6724,0.3424,97,1.999,6.5856,356053,377.5613,1243.8836,104.9657,26.3307,3.8439,0.31,0.19,0.53,0.3981,150.3072,32,,
jgreco,4011,17917,152,1488,296,76,4.467,6.629,0.0304,53,1.043,0.7009,211520,882.667,593.1902,82.502,9.0007,1.1429,0.01,0.07,0.41,0.169,149.1707,54,,
andevers,3418,75338,159,12850,4206,477,22.0415,19.1226,0.0708,369,4.3,0.3346,142342,404.888,31.5088,97.265,19.8487,1.1333,0.03,0.07,0.41,0.368,148.9988,67,,
TheUnluckyfrog,323,3172,146,1264,1091,24,9.8204,22.6563,0.8297,35,2.682,2.1218,262299,280.621,222.0103,123.447,26.4677,1.7952,0.25,0.04,0.58,0.527,147.8873,45,,
KrisHans,3496,5918,147,966,583,162,1.6928,0.6911,0.0727,31,1.48,1.5321,217718,305.084,315.8219,122.108,18.0663,1.8536,0.28,0.05,0.75,0.484,147.6607,69,,
radiodrama,3573,7614,154,3174,708,111,2.131,5.759,0.1019,74,2.247,0.7079,112681,303.887,95.7426,115.31,24.6507,1.2308,0.12,0.03,0.48,0.48,145.8658,56,,
gordsellar,3419,7030,72,1044,959,74,2.0562,0.3238,0.0529,15,0.501,0.4799,63810,628.017,601.5489,107.633,7.9996,1.2319,0.07,0.15,0.52,0.23,144.4439,43,,
TesseraGuild,1688,22529,144,3833,3797,331,13.3466,7.6724,0.4953,17,0.315,0.0822,15534,147.622,38.5134,118.834,8.0373,2.583,0.27,0.23,0.6,0.974,143.7838,62,,
ProductHunt,1682,106182,114,354165,27,5297,63.1284,44.1659,0.1231,1348,31.506,0.089,97589,177.303,0.5006,100.385,21.9517,1.0392,0.05,0.51,0.74,0.808,143.2608,82,,
CthulhuBen,3000,2005,0,60,108,1,0.6683,0.1627,0.0373,38,0.721,12.0167,355137,1001.398,16689.9667,109.915,9.2185,1.1509,0.05,0.04,0.44,0.142,142.1985,20,,
Country_Words,2371,56986,117,1038447,803,871,24.0346,0.3134,0.0493,3443,416.666,0.4012,1477,141.879,0.1366,96.468,22.7731,1.2273,0.02,0.07,0.11,0.996,141.3115,85,,
veni_vidi_veni,917,6609,82,283,102,5,7.2072,10.7405,0.4286,81,3.044,10.7562,32626,284.461,1005.1625,85.329,14.9962,2.1961,0.05,0.31,0.18,0.493,140.2393,44,,
The_Coolector,1829,4269,93,2395,189,144,2.3341,0.1996,0.0038,176,1.543,0.6443,380063,515.121,215.0818,131.867,43.2173,1.3743,0.18,0.05,0.98,0.272,140.1129,58,,
KnockerHolly,592,4026,53,1202,1661,21,6.8007,11.3615,1.5051,15,0.252,0.2097,67136,150.054,124.8369,127.42,17.6531,3.1733,0.5,0.21,0.33,0.933,140.0004,53,,
dc3ArtProjects,2491,6055,156,1628,2608,137,2.4308,1.9635,0.2071,19,1.057,0.6493,106964,209.653,128.7795,127.467,31.0895,1.9722,0.4,0.04,0.5,0.665,139.4192,53,,
OpesPopuli,1756,1067,26,540,1506,257,0.6076,0.9032,0.4231,22,0.437,0.8093,17602,167.217,309.6611,122.994,10.515,3.0067,0.75,0.2,0.55,0.82,137.1179,48,,
whatseplaying,819,18333,154,3235,982,106,22.3846,52.0879,0.0647,103,4.058,1.2544,162960,856.54,264.7728,93.468,27.652,1.3571,0.01,0.07,0.36,0.159,136.1899,61,,
juliyeauuh,3386,23505,27,457,203,1,6.9418,3.9386,0.031,36,0.914,2,167574,1084.913,2373.9891,74.95,6.4828,2.3519,0.05,0.16,0.14,0.125,135.6141,44,,
bjepson,4192,11810,126,6769,6633,399,2.8173,0.5988,0.1846,17,0.435,0.0643,37149,164.374,24.2834,117.308,22.6432,1.7598,0.36,0.2,0.29,0.818,134.4579,7,,
HalpernAlex,1783,105695,53,24457,895,321,59.2793,51.9086,0.0477,960,20.753,0.8486,93321,472.547,19.3215,65.783,2.4797,1,0,0.08,0.22,0.284,134.2033,77,,
OandFPodcast,2497,1560,160,1289,1586,72,0.6247,0.1029,0.0777,40,1.49,1.1559,125630,188.033,145.8751,124.905,25.5273,1.6345,0.48,0.06,0.73,0.706,132.7513,50,,
TheQueenSpeaks_,3448,95286,109,2283,609,54,27.6352,2.8425,0.058,377,2.47,1.0819,92080,334.169,146.3728,75.113,4.8092,1.252,0.13,0.07,0.32,0.396,132.3309,56,,
Zapatrax,3094,2403,129,1047,150,20,0.7767,1.4108,0.0356,401,9.126,8.7163,86392,365.332,348.9322,89.057,8.3374,1.4565,0.09,0.33,0.25,0.361,131.8849,57,,
PELightning,3490,40017,141,1159,1624,42,11.4662,4.6673,0.0476,34,1.239,1.069,122063,636.712,549.3632,82.016,11.0351,1.1852,0.05,0.2,0.32,0.207,131.7994,56,,
KimOlson4TxAg,494,1024,125,2793,298,30,2.0729,1.4534,0.334,224,14.8361,4.5045,45074,151.5696,46.019,104.0024,22.2677,1.3357,0.33,0.31,0.39,0.8667,131.3654,43,,
ThirdEyeGames,3478,5394,100,1455,924,94,1.5509,0.3217,0.0877,38,1.817,1.2488,201713,216.767,148.9808,109.269,30.058,1.381,0.13,0.07,0.5,0.603,130.7105,49,,
AVStudioGames,2038,3003,65,1654,920,47,1.4735,0.5697,0.1639,100,4.574,2.7654,230156,249.567,150.8869,102.531,23.2645,2.1667,0.13,0.16,0.29,0.514,128.2774,52,,
nicolbwmc,1378,1185,44,88,35,2,0.8599,0.1959,0.0283,9,0.541,6.1477,194651,620.98,7056.5909,81.066,9.723,1.2027,0.07,0.06,0.68,0.2,124.196,18,,
CryptoCrazyCat,866,1170,0,74,219,0,1.351,1.7771,0.9792,9,0.0964,1.2703,17754,138.4985,1824.8108,116.5026,14.7316,2.4226,0.44,0.13,0.3,0.8903,123.3052,26,,
thediceyreview1,852,1301,137,272,282,11,1.527,1.115,0.3803,54,1.396,5.1324,257999,264.265,971.5625,107.738,36.5058,1.3654,0.3,0.23,0.47,0.466,123.1475,36,,
nurse_nurse,3318,14102,100,6051,350,160,4.2502,3.0148,0.1001,559,18.088,2.9893,63990,194.958,32.2191,89.8,23.5957,1.2456,0.06,0.3,0.23,0.623,121.4588,58,,
SharkeyRex,3327,1476,44,81,243,1,0.4436,0.9732,0.0583,22,0.679,8.3827,66770,436.874,5393.5062,72.346,3.8615,1.9024,0.04,0.05,0.06,0.277,121.0141,13,,
varnished_truth,839,17033,158,2666,3440,75,20.3015,54.4946,0.2431,63,2.718,1.0195,41572,345.443,129.5735,114.279,14.4515,2.0344,0.35,0.14,0.6,0.35,120.9051,59,,
sqiouyilu,1301,90273,123,3366,1252,106,69.3874,59.7963,0.0922,667,7.019,2.0853,80308,486.634,144.5734,94.042,14.2441,1.3,0.03,0.11,0.41,0.248,120.6852,62,,
mrdavidfilm,1076,1902,158,262,1275,19,1.7677,0.3597,0.2082,29,0.415,1.584,138223,195.074,744.5573,113.15,25.847,1.5833,0.24,0.06,0.72,0.618,120.5557,28,,
timeless,4093,3066,160,325,723,20,0.7491,0.3193,0.0213,4,0.097,0.2985,1697333,1789.727,5506.8523,107.925,22.921,2.2765,0.48,0.11,0.69,0.066,118.122,84,,
tomgurg,2951,13554,145,1308,541,58,4.593,6.3029,0.0742,25,0.855,0.6537,332929,467.348,357.2997,80.109,26.3099,1.7561,0.08,0.06,0.23,0.252,117.7717,46,,
biodagar,3553,34521,130,1479,1781,130,9.716,5.8635,0.0498,22,0.6405,0.3252,143158,420.3995,213.4686,101.7776,21.8995,1.5,0.12,0.05,0.38,0.2796,117.5437,57,,
Travis_Fauber,2779,35685,116,913,787,25,12.8409,16.3059,0.3476,54,0.129,0.1413,73567,119.457,130.8401,122.194,17.4373,2.2232,0.47,0.39,0.12,0.971,115.9927,54,,
Monkey7771,3248,7359,23,1181,2437,2,2.2657,3.9609,0.2518,7,0.044,0.0373,6931,139.799,118.3734,112.906,13.1503,1.8902,0.33,0.32,0.34,0.827,115.6138,43,,
leppy83,3033,1157,140,103,241,1,0.3815,0.1602,0.0653,9,0.802,7.7864,33601,394.143,3826.6311,106.812,26.4385,2.0369,0.27,0.04,0.37,0.293,115.4839,13,,
Skinner_Games,1332,2072,159,989,1873,28,1.5556,1.6074,0.0563,13,0.618,0.6249,148197,443.032,447.9596,109.135,11.459,3.8723,0.46,0.08,0.76,0.258,114.3023,42,,
panda_138,2120,11804,123,745,381,20,5.5679,12.1986,0.1132,680,5.325,7.1477,66127,288.951,387.8537,88.719,11.3036,1.3529,0.24,0.12,0.21,0.395,114.1356,43,,
omfgblondie,3141,15272,98,3168,65,27,4.8621,2.68,0.0624,289,2.903,0.9164,97414,419.253,132.34,90.203,11.2835,1.125,0.06,0.11,0.27,0.269,112.7791,56,,
TheMotleyGeek,426,1050,154,362,314,8,2.4648,1.1385,0.1526,41,2.56,7.0718,140523,338.321,934.5884,119.567,27.6523,2.9182,0.7,0.2,0.66,0.332,112.3226,30,,
DeluxeTnT,2012,1464,94,358,136,20,0.7276,0.1347,0.2142,27,1.475,4.1201,82526,163.438,456.5307,109.615,18.871,1.269,0.17,0.23,0.48,0.684,111.7916,33,,
mcdoidge,3362,12698,147,1464,183,107,3.7769,0.5634,0.0345,23,2.528,1.7268,235227,655.547,447.778,103.296,21.1865,1.6234,0.15,0.06,0.64,0.168,110.1319,51,,
Sweeet83,2784,33166,35,1751,1882,86,11.9131,24.3204,0.1257,20,0.394,0.225,19818,288.277,164.6356,82.804,25.4529,2.099,0.29,0.04,0.16,0.38,109.5453,63,,
Caitlin_Akers,2911,1913,112,1306,1447,61,0.6572,1.1333,0.0773,21,1.347,1.0314,144299,266.64,204.1654,99.395,24.1643,1.9737,0.38,0.24,0.39,0.409,109.0558,45,,
gamerati,2334,8846,101,2109,21,83,3.7901,0.003,0.1979,48,0.803,0.3807,111472,146.312,69.3751,111.028,11.8302,1.562,0.35,0.25,0.59,0.742,108.5635,37,,
aaronareed,1853,1992,154,1569,899,79,1.075,1.1802,0.1743,215,3.573,2.2772,148950,183.37,116.8706,116.994,23.1368,1.177,0.3,0.07,0.37,0.582,106.7213,48,,
james3neal,3981,69334,139,9121,9988,712,17.4162,22.1841,0.1025,45,1.408,0.1544,58710,177.16,19.4233,116.415,20.7506,1.4197,0.39,0.09,0.57,0.598,105.9417,60,,
daleyfarr,2685,4569,110,640,1123,12,1.7017,10.2216,0.0622,44,4.31,6.7344,87317,403.489,630.4516,86.721,16.959,1.0476,0.02,0.2,0.3,0.262,105.7141,48,,
R6Patho,2681,1260,97,206,46,4,0.47,0.2562,0.0414,112,0.977,4.7427,340385,583.86,2834.2718,103.903,18.5283,1.4123,0.11,0.05,0.73,0.179,104.5109,25,,
tanguanikia,2078,1588,44,177,458,9,0.7642,0.0929,0.1064,16,0.166,0.9379,219582,421.295,2380.1977,80.6,18.1482,1.405,0.2,0.11,0.56,0.246,103.6386,29,,
IanRLiddle,2958,5383,136,337,489,29,1.8198,0.0409,0.0325,6,0.363,1.0772,299758,427.111,1267.3917,98.49,17.4843,1.5789,0.56,0.16,0.2,0.242,103.3609,30,,
KathleenHarrym1,974,144680,150,19157,4535,549,148.5421,109.4097,0.8008,70,1.533,0.08,10814,102.767,5.3645,137.237,14.5925,3.0997,0.65,0.06,0.56,0.989,101.6366,83,,
18SportsAndy,2570,23651,157,2141,984,24,9.2027,2.6813,0.1105,90,5.716,2.6698,32822,127.303,59.4596,119.684,27.5356,1.34,0.1,0.12,0.66,0.788,100.3148,50,,
kerstyncomley,1481,2244,98,674,998,75,1.5152,0.1519,0.343,19,0.562,0.8338,92231,148.322,220.0623,119.849,33.8274,1.4982,0.28,0.08,0.4,0.675,100.1174,39,,
sbmeunier,1266,22549,144,41697,15274,2114,17.8112,6.9731,0.312,102,3.468,0.0832,24958,111.998,2.686,128.176,13.677,3.3926,0.78,0.14,0.73,0.892,99.9022,72,,
jordan_long95,2283,4637,42,123,409,5,2.0311,0.6798,0.0206,6,0.647,5.2602,677052,1475.364,11994.8293,86.594,16.8401,1.5094,0.53,0.04,0.25,0.067,98.8494,37,,
Karen_Words,1670,1258,45,399,662,17,0.7533,1.9054,0.4533,18,0.388,0.9724,44184,118.014,295.7744,123.642,25.1871,1.2527,0.28,0.05,0.44,0.813,95.9454,39,,
Im_Sylien,3080,5421,135,340,362,13,1.7601,7.6873,0.0302,95,3.949,11.6147,232632,771.652,2269.5647,90.502,18.9208,1.2727,0.03,0.1,0.28,0.124,95.6848,50,,
pgh_gamer,378,1296,100,271,685,5,3.4286,5.955,0.2513,50,2.234,8.2435,217778,625.397,2307.738,102.66,25.0926,1.2886,0.15,0.1,0.4,0.148,92.5588,38,,
DragonsofWales,642,3788,152,3895,873,55,5.9003,4.0981,0.4579,847,16.316,4.189,128904,147.672,37.9132,105.379,36.4573,1.5278,0.14,0.11,0.39,0.625,92.295,57,,
WarsiVOK,180,5842,77,302,89,1,32.4556,67.75,4.3833,32,1.174,3.8874,3387,94.081,311.5265,134.46,1.6289,1.7724,0.51,0.05,0.23,0.979,92.1053,44,,
bk2128,3298,51376,138,3331,1175,61,15.5779,4.3611,0.0443,1484,8.409,2.5245,29093,156.343,46.9358,91.051,8.8192,1.3611,0.14,0.45,0.37,0.589,92.086,61,,
NDShipley,3416,1160,123,420,1354,38,0.3396,0.1701,0.0647,74,1.0507,2.2714,47315,292.2236,631.7595,100.7599,23.6964,1.5941,0.41,0.19,0.51,0.3139,91.729,40,,
joephillipsart,3005,1324,75,1605,98,60,0.4406,0.9095,0.024,151,4.636,2.8885,52296,237.576,148.0224,69.37,26.0882,1.9718,0.07,0.42,0.09,0.386,91.7043,52,,
TheAtariGamer,147,1966,129,1269,973,9,13.3741,14.2245,1.3469,58,2.685,2.1158,149536,200.841,158.2671,106.108,22.6528,2.3438,0.32,0.15,0.37,0.456,91.5835,38,,
eevanikunen,3076,2298,134,644,366,42,0.7471,1.4249,0.0787,71,5.078,7.8851,44249,134.282,208.5124,106.839,33.4415,1.789,0.35,0.26,0.45,0.679,91.1775,49,,
Dave_Fagundes,2879,2097,127,973,717,49,0.7284,2.4165,0.0733,33,1.435,1.4748,122715,205.364,211.0627,115.64,24.3425,1.4144,0.11,0.03,0.58,0.443,90.9763,48,,
AgileFaye,3994,4529,93,2262,1696,114,1.134,1.2439,0.1262,58,0.713,0.3152,65113,156.948,69.3846,110.925,26.0091,1.4326,0.28,0.09,0.28,0.575,90.2451,50,,
CloakedPress,498,2165,152,417,378,18,4.3474,0.7068,0.4639,8,0.616,1.4772,154605,200.386,480.542,104.054,18.3999,2.7946,0.41,0.06,0.73,0.448,89.7729,34,,
lackriver,3855,17060,73,573,188,31,4.4254,0.001,0.0345,331,2.634,4.5969,96941,482.84,842.6527,90.691,18.6478,1.2609,0.02,0.07,0.26,0.185,89.3254,19,,
bobbychiu,3407,13076,79,30099,238,951,3.838,1.4963,0.0731,1684,24.854,0.8257,52518,132.249,4.3938,94.623,32.4856,1.56,0.2,0.29,0.53,0.666,88.0778,61,,
Gwenda,4206,141163,155,12438,945,498,33.5623,21.3376,0.0606,183,4.843,0.3894,45537,235.763,18.9551,86.256,20.0669,1.3462,0.05,0.07,0.3,0.37,87.2323,72,,
dirtybandits,3150,1821,54,996,694,65,0.5781,0.1911,0.0317,23,0.789,0.7922,206724,388.705,390.2661,101.035,28.0151,1.6884,0.43,0.09,0.73,0.224,87.0699,42,,
synoisia,3472,44671,42,971,2456,40,12.8661,19.2284,0.0397,53,1.582,1.6292,146204,504.947,520.0278,80.001,6.7087,1.2143,0.01,0.06,0.2,0.17,85.841,53,,
mikeyburton,3434,10948,19,14150,703,567,3.1881,1.6619,0.03,461,11.518,0.814,159081,301.069,21.277,69.647,17.0235,1.5676,0.04,0.19,0.18,0.282,84.9015,44,,
Maree71439592,1464,336264,148,8442,7012,301,229.6885,40.7862,0.6762,20,0.123,0.0146,8162,84.903,10.0572,132.221,17.7831,1.9712,0.28,0.14,0.2,0.999,84.8181,84,,
AECoker,2428,2193,155,1239,1568,49,0.9032,0.619,0.2615,64,1.373,1.1082,27165,120.29,97.0864,115.896,17.4234,1.453,0.23,0.14,0.29,0.703,84.5639,44,,
JimmyJLess,1625,11976,70,2312,457,20,7.3698,10.3145,0.064,62,6.509,2.8153,67408,171.23,74.0614,78.04,29.155,1.3636,0.03,0.21,0.35,0.493,84.4164,52,,
StarWarsTime,1488,44432,158,2673,1227,56,29.8602,24.6297,0.1707,99,1.247,0.4665,51587,192.599,72.0535,106.425,-10.7245,1.4365,0.18,0.11,0.73,0.437,84.1658,61,,
jonnycraig4L,3376,5195,113,88195,1288,588,1.5388,0.064,0.0252,1449,52.157,0.5914,78144,161.838,1.835,67.589,5.2554,1,0.01,0.02,0.11,0.515,83.3466,93,,
CrowdRanger,876,7470,151,5311,54,335,8.5274,0.0068,0.6495,5,0.073,0.0137,80244,135.708,25.5523,127.376,19.6675,2.5681,0.72,0.05,0.73,0.612,83.0533,46,,
amandarivkin,2831,91006,124,4343,4075,219,32.1462,5.5828,0.0678,237,0.796,0.1833,34802,238.723,54.9673,116.046,-8.244,1,0.02,0.03,0.74,0.347,82.8369,64,,
mattthr,3071,34439,158,1854,628,95,11.2143,2.9977,0.0495,23,1.518,0.8188,43797,386.22,208.3172,98.728,8.8989,1.1304,0.07,0.12,0.43,0.214,82.6511,63,,
richardjwaters,3392,28758,154,767,2046,282,8.4782,0.4287,0.0327,107,0.515,0.6714,177666,471.411,614.6167,113.14,5.7037,3.4085,0.4,0.24,0.67,0.175,82.4969,58,,
FluffyMeeple,493,2764,123,630,667,18,5.6065,23.2698,0.1988,74,2.247,3.5667,195986,608.97,966.619,90.608,30.6843,1.8133,0.07,0.08,0.38,0.133,80.993,44,,
jpalmiotti,3372,74325,146,51751,6577,1633,22.0418,7.1518,0.0421,1981,24.382,0.4711,70721,182.491,3.5263,84.022,18.859,1.5217,0.05,0.1,0.33,0.442,80.661,79,,
tracimoc,2298,1180,143,314,468,11,0.5135,0.1897,0.057,145,0.944,3.0064,110398,341.144,1086.4459,100.492,29.9497,1.8153,0.29,0.2,0.58,0.235,80.1688,24,,
dungeon_doodles,2756,1420,0,525,423,17,0.5152,0.7794,0.1255,67,1.792,3.4133,55201,153.927,293.1943,119.435,13.2871,4.655,0.63,0.17,0.7,0.517,79.5803,33,,
BBCSport,2666,353043,138,7425733,283,19502,132.4242,0.2674,0.1527,2357,118.572,0.016,6235,78.807,0.0106,131.91,9.431,2.0217,0.51,0.15,0.69,0.999,78.7282,91,,
gregmishka,3465,39859,47,11615,1388,199,11.5033,0.5636,0.0225,80,3.295,0.2837,107859,221.314,19.0542,78.583,3.2994,1.1447,0.08,0.03,0.17,0.353,78.1238,48,,
SpritesNDice,1807,1069,129,331,94,11,0.5916,0.4505,0.1074,56,1.494,4.5136,117446,138.456,418.2961,108.04,23.9856,1.2164,0.27,0.33,0.61,0.56,77.5354,35,,
AtriusEndures,1194,2103,110,933,1082,41,1.7613,3.3744,0.4523,73,2.157,2.3119,87599,105.763,113.358,118.83,30.581,2.1725,0.43,0.14,0.25,0.732,77.4185,48,,
HenshinAsset,3221,1664,159,51,205,1,0.5166,1.5846,0.0342,13,0.84,16.4706,232545,598.497,11735.2353,100.603,28.5042,1.3897,0.21,0.06,0.42,0.129,77.2061,25,,
CloudBusiness9,2209,25933,158,5959,806,540,11.7397,14.1408,0.2064,22,1.055,0.177,75683,129.911,21.8008,116.645,40.6559,1.5268,0.35,0.15,0.39,0.589,76.5176,62,,
kevinbparry,3072,6351,61,20449,1787,217,2.0674,6.3913,0.0283,51535,119.477,5.8427,69623,172,8.4112,86.206,17.3084,1.1333,0.03,0.17,0.29,0.439,75.508,73,,
photojack,3434,51704,153,54233,36283,3832,15.0565,0.2804,0.0157,46,2.007,0.037,238713,248.304,4.5785,108.45,28.3152,1.9401,0.22,0,0.75,0.303,75.2361,53,,
PoeticStudio,1620,1374,160,4325,360,60,0.8481,2.1049,0.1611,46,2.892,0.6687,88608,117.169,27.0911,122.248,29.5595,2.4182,0.48,0.1,0.63,0.636,74.5195,50,,
ignoblegnome,3546,2162,118,664,830,27,0.6097,0.5666,0.0127,407,1.651,2.4864,168587,345.833,520.8328,104.135,23.4283,1.3525,0.24,0.23,0.49,0.215,74.3541,43,,
KimMichelleRos1,1928,24469,106,4978,4973,129,12.6914,22.5322,0.4476,6,0.106,0.0213,4516,83.115,16.6965,111.629,21.9627,2.6667,0.41,0.32,0.2,0.893,74.2217,67,,
ebaraf,3371,15433,117,5953,3845,230,4.5782,4.512,0.0703,86,3.455,0.5804,56147,183.291,30.7897,91.19,35.5935,1.5464,0.1,0.12,0.31,0.399,73.1331,56,,
Crowdfund_Promo,1377,16889,152,145379,30769,898,12.2651,19.8497,0.0029,16,1.257,0.0086,157571,158.265,1.0886,136.492,16.8576,6.4718,0.99,0,0.99,0.462,73.1184,49,,
AppUnwrapper,2440,108154,146,3016,991,172,44.3254,1.007,0.0332,110,0.906,0.3004,139293,353.11,117.0789,78.829,5.2311,1.9286,0.03,0.11,0.27,0.207,73.0938,59,,
DavidBaity,1927,15953,27,13425,8805,109,8.2787,0.3212,0.0374,9,0.408,0.0304,121184,128.867,9.599,122.149,4.36,3.1786,0.9,0.1,0.93,0.566,72.9387,41,,
GAAMRyan,3642,39437,124,8982,5670,256,10.8284,1.7037,0.0382,52,1.394,0.1552,166335,251.899,28.0449,94.615,23.7687,1.3904,0.19,0.21,0.44,0.289,72.7988,53,,
jonsamuelson,3425,39158,160,16098,4451,846,11.433,1.3434,0.0336,59,3.324,0.2065,177008,206.899,12.8525,121.13,26.346,1.6339,0.37,0.22,0.66,0.347,71.794,49,,
fran_wilde,4048,75118,160,8690,1914,355,18.5568,30.6265,0.0319,988,10.007,1.1516,149565,228.497,26.2942,77.53,21.6702,1.6949,0.06,0.06,0.31,0.314,71.7481,73,,
K_Kuota,3299,335902,104,2193,937,113,101.8193,0.2337,0.027,37,0.507,0.2312,80584,596.252,271.8887,36.518,0.1553,2.3684,0.02,0.13,0.07,0.12,71.5502,55,,
AutographItNow,1013,4705,120,272,230,39,4.6446,0.3001,0.0592,33,0.208,0.7647,437352,532.361,1957.2096,113.326,24.2269,2.1491,0.74,0.46,0.8,0.129,68.6746,41,,
chelleyreads,3134,18694,110,1240,590,76,5.9649,0.351,0.0268,54,0.925,0.746,107645,436.618,352.1113,95.843,22.9699,1.3664,0.13,0.11,0.52,0.157,68.549,50,,
VorthosMike,1919,72865,120,4002,756,95,37.9703,13.518,0.0891,221,5.438,1.3588,111366,219.629,54.8798,82.813,13.818,1.4242,0.13,0.22,0.27,0.312,68.5242,66,,
Mike_In_Tomago,172,7711,147,632,1487,13,44.8314,45.4709,1.4709,46,0.823,1.3022,33334,171.727,271.7199,92.071,3.6225,1.4195,0.17,0.12,0.41,0.391,67.1453,45,,
MrShortFry,3367,3976,125,294,382,15,1.1809,0.6187,0.0172,18,0.713,2.4252,149956,573.694,1951.3401,110.806,16.6674,1.386,0.21,0.27,0.16,0.116,66.5485,40,,
Empoweredlatin1,850,7490,156,483,469,33,8.8118,8.2435,0.5976,54,1.474,3.0518,58710,103.067,213.3892,103.452,14.1166,2.3686,0.57,0.32,0.33,0.641,66.0659,53,,
bragrman,456,2206,150,692,1432,8,4.8377,8.4978,0.1513,3075,4.857,7.0188,124875,505.901,731.0708,106.491,9.1551,1.1951,0.08,0.07,0.49,0.13,65.7671,34,,
WildCottage,892,7808,157,2567,396,50,8.7534,25.6076,0.1502,449,12.477,4.8605,191923,204.973,79.8492,88.586,37.8285,1.5891,0.13,0.09,0.29,0.317,64.9764,60,,
pride_site,3555,28480,56,92501,824,763,8.0113,0.8132,0.0554,1555,15.39,0.1664,24564,82.519,0.8921,100.675,19.7901,1.1225,0.4,0.04,0.88,0.784,64.6949,73,,
DocDraconis,3248,11472,88,624,798,47,3.532,0.8642,0.0175,19,0.553,0.8862,181314,834.361,1337.117,85.454,9.1479,1.2963,0.11,0.01,0.54,0.077,64.2458,45,,
steamcrow,3674,24895,74,3802,1437,318,6.776,0.0882,0.0147,36,3.16,0.8311,81377,178.443,46.934,101.602,18.4213,1.7835,0.39,0.56,0.79,0.36,64.2395,45,,
tinkerbellsway,2916,104072,145,1435,721,92,35.69,54.0343,0.0466,54,2.824,1.9679,139579,360.569,251.2676,71.882,8.0034,1.4194,0.06,0.12,0.12,0.177,63.8207,71,,
Ketsuki_WoW,1764,53807,160,6624,910,97,30.5028,17.3741,0.0289,610,7.383,1.1146,295524,384.459,58.0403,69.797,17.3951,1.25,0.08,0.17,0.19,0.166,63.8202,60,,
LisSycamoreWood,1144,22293,37,2580,3557,41,19.4869,16.7115,0.8164,39,0.558,0.2163,15984,63.931,24.7795,132.505,22.6776,4.4587,0.46,0.06,0.52,0.992,63.4196,54,,
sofialovesu,3349,5819,168,178,208,11,1.7375,0.8238,0.0609,9,0.197,1.1067,35292,270.37,1518.9326,85.681,22.6132,2.9062,0.22,0.08,0.56,0.233,62.9962,48,,
Wreck_and_Ruin,808,2806,156,1154,684,52,3.4728,7.245,0.4332,52,2.305,1.9974,101955,114.009,98.7946,117.014,20.0975,3.4249,0.23,0.11,0.41,0.548,62.4769,47,,
hudsyhawn,2735,2264,36,3846,306,38,0.8278,1.0146,0.1115,111,5.399,1.4038,23533,75.742,19.6937,113.837,29.5721,1.2527,0.18,0.39,0.54,0.809,61.2753,48,,
WorstDM,2169,10014,145,4214,4048,103,4.6169,5.1194,0.0719,278,2.763,0.6557,65100,248.786,59.038,97.054,8.2064,1.2614,0.09,0.06,0.36,0.246,61.2014,56,,
NotoriousJnX,3150,72938,149,11519,7988,228,23.1549,8.4238,0.0825,38,0.762,0.0662,30360,171.408,14.8805,97.372,9.893,2.5339,0.37,0.16,0.6,0.357,61.1927,62,,
ironicteachings,2682,9003,64,71,85,3,3.3568,0.0034,0.0067,55,0.586,8.2535,644262,819.855,11547.2535,90.486,9.3531,1.0597,0.07,0.1,0.32,0.074,60.6693,9,,
johndumelo1,2666,8816,118,482617,1662,496,3.3068,0.6084,0.1005,5302,286.215,0.593,8505,62.164,0.1288,78.577,19.3322,1.3,0.09,0.12,0.59,0.969,60.2369,79,,
3rdEchelon,2199,6749,158,1146,323,12,3.0691,3.4116,0.121,265,3.059,2.6693,29120,152.101,132.7234,89.908,16.9105,1.3158,0.04,0.08,0.5,0.395,60.0799,54,,
dominictarason,3205,115338,159,2144,1197,98,35.9869,2.3476,0.029,235,3.487,1.6264,128111,227.394,106.0606,123.843,10.1748,2.5,0,0.04,0.71,0.264,60.032,65,,
Joel_Couture,2562,16302,158,2948,609,110,6.363,5.9438,0.1768,147,2.744,0.9308,11861,89.272,30.2822,122.072,17.507,1.9882,0.09,0.24,0.54,0.67,59.8122,69,,
HashtagRadioNZ,2201,9687,107,2532,1615,66,4.4012,0.5607,0.1031,102,1.075,0.4246,62327,95.216,37.6051,96.925,15.7666,1.7588,0.51,0.21,0.61,0.602,57.32,50,,
blakespot,3812,61259,160,7464,454,384,16.07,2.8279,0.0456,39,1.579,0.2115,65064,194.403,26.0454,94.955,13.5668,2.1627,0.21,0.15,0.43,0.29,56.3769,52,,
