screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,influence_score
CyberProsCanada,369,6330,144,181,452,6,17.1545,0.8482,0,2,0.039,0.2155,3,0.014,0.0773,138.171,2.7712,1.1667,0.01,0,1,0.0001
D_B_Green,1189,1206,117,454,500,26,1.0143,0.3011,0.0227,24,1.069,2.3546,18011,34.838,76.7357,128.972,39.1515,2.8165,0.42,0.07,0.75,8.7095
d20pfsrd,3159,3785,154,3168,1823,99,1.1982,0.013,0.0025,6,0.673,0.2124,5,0.116,0.0366,90.023,10.6756,1.5263,0.02,0.01,0.84,0.0108
dabiglulu,1981,1988,138,51,134,12,1.0035,0.84,0.3019,10,0.258,5.0588,190805,1480.983,29038.8824,110.13,10.6218,1.8264,0.29,0.21,0.31,933.0193
Dagreenskins,1411,10307,51,1605,1493,37,7.3047,30.0645,0.0106,96,2.987,1.8611,184,0.816,0.5084,74.706,20.7837,1.8367,0.05,0.14,0.11,0.1036
daizycooperxxx,467,5299,155,18810,1604,93,11.3469,11.8501,0.6253,721,26.187,1.3922,135233,714.965,38.0098,89.983,10.1104,1.7765,0.09,0.29,0.31,413.2498
daleyfarr,2681,4534,110,629,1111,12,1.6912,10.0623,0.0623,44,4.31,6.8521,87317,403.489,641.4769,86.721,16.959,1.0476,0.02,0.2,0.3,105.7141
DALwrites,3096,4450,131,544,400,257,1.4373,0.0362,0.0006,9,0.284,0.5221,5,0.09,0.1654,131.748,22.888,2.7335,0.93,0.25,1,0.0068
Dan_NinjaStar,1401,1818,140,1193,1211,47,1.2976,1.05,0.1078,18,1.462,1.2255,11403,13.138,11.0126,92.534,22.481,1.3506,0.15,0.27,0.32,4.6509
DangerFeedsRage,581,1717,113,1284,477,11,2.9552,0.012,0.6713,33,0.997,0.7765,7024,12.049,9.384,114.897,9.3045,1.427,0.27,0.16,0.4,6.1691
DangerPat,3204,2012,79,346,487,11,0.628,0.1145,0.0212,988,2.315,6.6908,26816,61.424,177.526,86.434,21.7629,1.6372,0.11,0.15,0.1,7.9237
DanielSolis,3720,132177,160,7191,859,475,35.5315,0.7266,0.1546,20181,22.387,3.1132,503314,5106.7,710.1516,102.86,17.5924,1.4375,0.1,0.24,0.19,3201.9009
DAoCvet,1885,1919,74,81,75,2,1.018,1.0403,0.0048,9,0.506,6.2469,331,0.952,11.7531,72.69,30.4335,1.5314,0.24,0,0.08,0.0314
darrenc777,2622,7752,0,81,28,4,2.9565,0.463,0.0908,21,0.373,4.6049,1164172,2262.314,27929.8025,94.663,2.6752,1.3457,0.16,0.08,0.26,622.1364
DasGoblinGames,716,11242,26,156,330,14,15.7011,0.0754,0.0154,8,0.1,0.641,24,0.14,0.8974,88.15,-0.3708,1.2,0.01,0.93,0.99,0.0066
datafaucet,3634,16768,72,5310,2256,173,4.6142,8.6035,0.0988,87,0.821,0.1546,196656,1728.71,325.5574,122.555,25.3382,2.0467,0.15,0.1,0.59,807.3076
datdoofus,1019,1570,103,64,116,0,1.5407,28.9185,0.1914,49,0.709,11.0781,857162,2628.439,41069.3594,95.538,4.794,1.1089,0.35,0.41,0.31,575.6281
Dave_Fagundes,2875,2095,127,970,717,49,0.7287,2.4261,0.0734,33,1.435,1.4794,122715,205.364,211.7155,115.64,24.3425,1.4144,0.11,0.03,0.58,90.9763
DaveTaylor,3887,55556,106,25612,1002,1255,14.2928,0.9341,0.0062,44,0.463,0.0181,1438,1.663,0.0649,132.769,21.4638,1.9615,0.08,0.03,0.94,0.2012
DavidBaity,1923,15951,27,13438,8813,109,8.2949,0.3214,0.0374,9,0.408,0.0304,121184,128.867,9.5897,122.149,4.36,3.1786,0.9,0.1,0.93,72.9387
DavidGallaher,3954,69182,157,13708,8822,622,17.4967,12.849,0.1222,286,3.333,0.2431,138264,1004.086,73.2482,102.46,24.2251,1.3491,0.21,0.2,0.31,650.6477
DawltonBarn,3306,9721,65,3366,3157,182,2.9404,1.654,0.111,67,4.324,1.2846,50723,61.144,18.1652,113.574,37.2626,1.6256,0.4,0.05,0.51,39.1933
DB_Stokes,3255,63774,103,4451,3946,145,19.5926,1.9527,0.1896,23,0.491,0.1103,3178,7.064,1.5871,135.696,25.9736,2.2677,0.79,0.25,0.62,5.7218
dc3ArtProjects,2487,6054,156,1628,2608,137,2.4343,1.963,0.2075,19,1.057,0.6493,106964,209.653,128.7795,127.467,31.0895,1.9722,0.4,0.04,0.5,139.4192
DcanDivaCreates,1801,1699,151,447,437,33,0.9434,0.0922,0.0105,8,0.346,0.774,5428,6.658,14.8949,91.501,24.0741,2.4405,0.78,0.24,0.69,0.8456
dcooneyart,3612,10395,74,1536,728,95,2.8779,1.5833,0.1083,36,1.777,1.1569,450826,1926.45,1254.1992,114.91,22.6194,2.371,0.31,0.2,0.48,1209.8106
DeathByMage,1041,20892,140,3805,1161,95,20.0692,51.781,0.3151,68,2.575,0.6767,9413,44.242,11.6273,112.117,26.2084,1.6031,0.19,0.09,0.39,17.6526
DeccanHerald,2658,129562,118,22345,235,480,48.7442,0.1746,0.0598,1543,4.824,0.2159,2374,5.737,0.2567,128.227,1.3573,1.8495,0.58,0.05,0.75,3.1668
DeepDungeonGMZ,402,1000,101,294,458,8,2.4876,0.6766,0.3458,97,1.999,6.5408,356053,377.5613,1235.4218,104.9657,26.3307,3.8439,0.31,0.19,0.53,150.3072
DeeplyDapper,1900,5994,124,719,778,70,3.1547,1.7905,0.1058,102,1.045,1.4534,197764,1748.427,2431.7483,106.008,16.6134,1.731,0.17,0.18,0.45,514.0375
dehmohnic,75,1375,0,134,88,0,18.3333,5.1333,1.8933,69,0.5707,3.5522,99714,1036.711,6452.3657,49.048,6.242,1,0,0.12,0.18,201.3293
DelaKidd,2949,3330,160,340,959,26,1.1292,0.7603,0.0614,28,0.51,1.5,767943,3335.438,9810.1118,93.286,12.1917,3.0292,0.34,0.05,0.48,787.1634
DeluxeTnT,2008,1462,94,357,136,20,0.7281,0.135,0.2146,27,1.475,4.1317,82526,163.438,457.8095,109.615,18.871,1.269,0.17,0.23,0.48,111.7916
demo_ken,2473,18457,144,2592,985,124,7.4634,0.2924,0.0113,31,2.14,0.8256,26,0.394,0.152,103.333,21.673,2.5305,0.28,0.12,0.43,0.0835
Denis_Loubet,1328,2565,41,825,86,20,1.9315,8.2568,0.0482,126,3.522,4.2691,146699,750.071,909.177,84.239,12.7832,1.2857,0.02,0.08,0.2,163.5155
designmilk,3634,75820,101,2326672,1347,17906,20.8641,0.7922,0.0088,268,41.939,0.018,89,10.727,0.0046,116.446,15.8102,1.0191,0.42,0.73,0.97,9.9868
designtaxi,3761,143522,109,507389,81,12867,38.1606,0.0013,0,167,7.419,0.0146,38,2.315,0.0046,88.673,15.0373,1,0,0.12,1,1.5048
devlin1,3457,32137,142,983,98,74,9.2962,4.4151,0.2117,23,0.472,0.4802,275977,7566.689,7697.5473,119.235,1.0042,1.093,0.04,0.08,0.2,5652.3167
dezeen,3383,89717,62,953635,15218,10273,26.52,0.157,0,381,25.794,0.027,186,7.447,0.0078,98.722,9.1101,1,0.03,0.21,1,6.8066
DianeCapri,2680,125423,158,8973,6568,853,46.7996,0.3164,0,10,0.477,0.0532,7,0.693,0.0772,113.875,17.0015,2.0964,0.17,0.7,0.99,0.3257
dicegeeks,1763,97055,92,5056,5008,142,55.051,0.6029,0.0028,7,0.115,0.0227,8,0.082,0.0162,72.324,1.9037,2,0.01,0,0.99,0.0036
dicetower_news,1437,3226,0,15645,10,327,2.245,0.5456,0.0021,62,8.612,0.5505,30,2.775,0.1774,109.844,2.8887,1.5,0,0.8,0.95,2.0785
DigitalTrends,3697,99858,65,2094033,1173397,12663,27.0105,2.126,0.0376,247,18.093,0.0086,42658,52.766,0.0252,95.028,10.3503,1.2035,0.23,0.06,0.92,52.0273
dirtybandits,3146,1821,54,999,694,65,0.5788,0.1907,0.0318,23,0.789,0.7898,206724,388.705,389.0941,101.035,28.0151,1.6884,0.43,0.09,0.73,87.0699
DiscordiaCS,1885,2013,131,809,1460,24,1.0679,0.2244,0.0424,12,0.392,0.4845,23025,28.299,34.9802,103.95,6.7787,2.856,0.49,0.1,0.96,5.6315
disney_parents,839,11746,52,1270,898,34,14,0.9225,0,4,0.367,0.289,3,0.135,0.1063,98.773,7.6032,1.6449,1,0.6,0.9,0.0154
DistilUnion,2263,5975,131,1863,834,88,2.6403,3.6787,0.0619,100,0.923,0.4954,239007,760.71,408.3253,105.599,29.6468,1.4048,0.21,0.31,0.48,164.3134
DJFrankieee,3324,121088,146,12063,13350,3422,36.4284,4.4675,0.0193,7,0.301,0.025,4785,8.408,0.697,126.682,10.9917,2.1586,0.93,0.45,0.94,1.5723
DNewmanStille,933,5215,136,590,447,19,5.5895,6.6217,0.3387,33,1.597,2.7068,140218,348.186,590.1458,113.806,21.3358,1.2469,0.24,0.1,0.44,190.4577
DocDraconis,3244,11453,88,625,798,49,3.5305,0.8634,0.0176,19,0.553,0.8848,181314,834.361,1334.9776,85.454,9.1479,1.2963,0.11,0.01,0.54,64.2458
docuguy,3296,15041,148,11447,5748,309,4.5634,1.4323,0.0789,363,0.645,0.0563,225719,2327.225,203.3044,99.608,6.4538,1.4395,0.22,0.29,0.71,767.9842
dominictarason,3201,115190,159,2143,1196,98,35.9856,2.3443,0.0291,235,3.487,1.6272,128111,227.394,106.1101,123.843,10.1748,2.5,0,0.04,0.71,60.032
Domotique34,2126,31808,127,4432,3182,212,14.9614,0.1044,0,5,0.122,0.0275,2,0.102,0.023,94.166,4.6652,1.2857,0.04,0.36,1,0.0095
don_anelli,431,3301,121,697,977,6,7.6589,6.7401,0.2181,7,0.132,0.1894,89,0.695,0.9971,52.596,-0.6197,2.5462,0.13,0.01,0.94,0.0917
DonationExperts,794,78658,147,88213,4664,65,99.0655,8.2683,0,4,0.192,0.0022,3,0.213,0.0024,131.375,39.4743,6.611,1,0.23,0.99,0.0409
DOTABUFF,2188,6171,30,27877,131,272,2.8204,0.5014,0.0009,821,65.901,2.364,413,15.192,0.545,102.368,21.3333,1.1053,0.08,0.51,0.42,12.8069
drakegyllenhaal,1518,1092,101,63,168,2,0.7194,1.9941,0.2536,198,1.083,17.1905,321641,4414.814,70076.4127,83.013,5.3645,1.1818,0.07,0.23,0.14,2008.7404
DREVO_US,614,1298,21,8307,2310,18,2.114,16.0456,0.0326,52,2.292,0.2759,1427,2.293,0.276,80.531,31.4284,1.7419,0.09,0.09,0.32,0.415
DrewMcWeeny,3476,131102,138,48612,4126,1331,37.7163,3.4672,0.1128,812,14.959,0.3077,514063,4130.832,84.9756,105.745,8.863,1.3438,0.03,0.11,0.37,2420.6676
DrinkingQuest,2460,35455,156,143461,45938,802,14.4126,12.4171,0.1833,118,3.44,0.024,160725,3471.034,24.195,91.639,12.6655,1.5128,0.04,0.24,0.19,1971.5473
DroneNewsFeed,511,53030,115,2252,2158,115,103.7769,0.2622,0,3,0.181,0.0804,3,0.113,0.0502,102.792,-1.2851,2,0.98,0,1,0.011
DropTheDie,2715,18512,160,4748,976,84,6.8184,10.0114,0.0538,587,12.225,2.5748,175997,719.52,151.5417,102.524,19.875,1.7788,0.1,0.08,0.42,210.8194
druid_cat,2650,10506,148,2604,71,81,3.9645,1.6358,0.1208,56,1.691,0.6494,125896,1036.177,397.9174,110.975,26.4135,1.8256,0.2,0.11,0.39,451.7732
DryadTea,2275,3682,156,588,349,31,1.6185,1.2299,0.0826,39,2.273,3.8656,155958,924.375,1572.0663,95.875,29.6249,1.5443,0.08,0.18,0.37,281.01
DuchyChildcare,3431,1385,146,257,688,9,0.4037,0.3722,0.1769,11,0.505,1.965,20042,78.189,304.2374,115.817,39.2271,1.5275,0.27,0.15,0.25,55.3578
dungeon_doodles,2752,1315,0,516,412,17,0.4778,0.685,0.1257,67,1.792,3.4729,55201,153.927,298.3081,119.435,13.2871,4.655,0.63,0.17,0.7,79.5803
dustinbschwartz,2078,36457,128,1475,524,51,17.5443,5.0303,0.0168,54,2.983,2.0224,127602,263.833,178.8698,99.366,24.5502,1.125,0.05,0.06,0.3,19.5236
dwayne_illo,2240,7848,93,1240,1164,65,3.5036,2.0518,0.0625,164,4.212,3.3968,379925,1443.163,1163.8411,112.929,13.1681,3.5857,0.21,0.12,0.54,522.425
dwspainting,2692,1088,0,72,22,1,0.4042,0.0082,0.0026,37,0.077,1.0694,10,0.048,0.6667,72.664,14.7815,2.5,0,0.01,0.26,0.0008
dyhptg,1999,14337,155,1328,1242,19,7.1721,5.3012,0.0145,28,1.718,1.2937,140145,168.198,126.6551,96.609,17.3631,1.8049,0.04,0.04,0.42,17.1562
DynamiteComics,2771,34729,159,57286,2693,915,12.533,5.8015,0.0985,146,4.654,0.0812,257,2.943,0.0514,130.137,12.3651,1.2147,0.35,0.04,0.76,2.1896
dynastybeautyb,1518,14274,81,1812,1805,33,9.4032,3.3913,0.5962,18,0.265,0.1462,13032,41.217,22.7467,125.931,12.5253,3.5164,0.64,0.03,0.66,40.9697
DywajUK,398,1059,135,562,636,4,2.6608,2.7688,0.1759,7,0.46,0.8185,109858,111.161,197.7954,126.265,27.9762,1.9156,0.49,0.14,0.68,14.1174
ealbishri,2461,1019,157,459,431,5,0.4141,0.2601,0.18,10,0.2648,0.5752,239436,1395.1424,3030.4074,106.5356,14.7594,1.8053,0.23,0.16,0.5,703.8494
ebaraf,3367,15418,117,5948,3845,230,4.5792,4.5117,0.0704,86,3.455,0.5809,56147,183.291,30.8156,91.19,35.5935,1.5464,0.1,0.12,0.31,73.1331
ebaynetflix,3254,7355,128,101561,917,785,2.2603,8.4868,0.1091,353,11.382,0.1121,116002,844.976,8.3199,89.976,13.2502,1.2696,0.12,0.16,0.31,525.5751
eBooksHabit,2178,206850,158,265164,219174,2870,94.9725,0.0216,0,5,0.417,0.0016,5,0.364,0.0014,133.72,19.0116,2.0932,0.35,0.01,1,0.091
eddyfate,4059,1240,146,3720,1118,216,0.3055,4.2626,0.088,45,1.501,0.4035,158950,1657.406,445.5392,95.169,12.0956,1.4157,0.09,0.15,0.3,679.5365
EdGameTec,822,524552,153,15137,333,10491,638.1411,0.601,1.2117,1,0.003,0.0002,339,2.366,0.1563,127.667,20.5497,2.2631,0.8,0.13,0.7,2.366
editaurus,3461,28895,129,4111,430,201,8.3487,8.8541,0.0948,60,2.873,0.6989,201248,2536.63,617.0348,105.394,5.2666,1.875,0.01,0.03,0.45,1275.9249
eevanikunen,3072,2297,134,645,366,42,0.7477,1.4255,0.0788,71,5.078,7.8729,44249,134.282,208.1891,106.839,33.4415,1.789,0.35,0.26,0.45,91.1775
Elecrow1,2042,2968,138,2198,1059,57,1.4535,1.8928,0.2777,465,2.58,1.1738,10589,28.152,12.808,99.459,21.9693,1.6331,0.14,0.36,0.33,19.5093
ElectronicsLab,3928,7665,80,3313,1047,94,1.9514,0.0158,0.0046,16,1.156,0.3489,127,0.827,0.2496,99.084,5.1546,2.1111,0.02,0.88,0.98,0.2795
ellenLupton,3360,2681,25,53447,231,1548,0.7979,0.0494,0.0164,153,11.689,0.2187,2979,6.156,0.1152,117.32,20.9422,1.1102,0.13,0.44,0.92,4.3461
emiliobadilio,2417,5306,27,255,226,2,2.1953,1.0749,0.17,51,1.013,3.9725,322370,8821.787,34595.2431,83.626,1.2404,1.36,0.05,0.19,0.23,5010.775
Empoweredlatin1,846,7442,156,484,470,33,8.7967,8.2139,0.6005,54,1.474,3.0455,58710,103.067,212.9483,103.452,14.1166,2.3686,0.57,0.32,0.33,66.0659
EMULSIVEfilm,1156,46439,155,7679,1479,301,40.1721,58.8538,0.1427,176,3.759,0.4895,85,1.825,0.2377,101.277,16.5968,1.954,0.17,0.04,0.43,0.699
engineeringcom,3348,11250,143,42539,191,1163,3.3602,0.0218,0.0042,178,2.283,0.0537,88,1.447,0.034,127.624,14.9545,1.5343,0.64,0.27,0.98,0.7669
englishkidunya,1881,13515,44,16760,9402,17,7.185,13.588,0.0973,67,1.895,0.1131,1471,11.65,0.6951,111.615,21.0057,3.5806,0.03,0.11,0.82,10.9627
EnigmaticEvents,1096,1294,92,214,250,32,1.1807,0.365,0.0566,15,0.402,1.8785,26436,27.377,127.9299,123.817,15.0312,1.8325,0.38,0.2,0.72,6.3241
ennologic,1417,3447,107,10390,5999,160,2.4326,1.0572,0.0593,5,0.421,0.0405,11,0.251,0.0242,96.957,70.1508,2.7391,0.02,0.1,0.23,0.0402
EoT_Impulse,1432,34874,124,296,1410,18,24.3534,55.2318,0.4323,63,0.264,0.8919,105996,3028.787,10232.3885,101.187,2.4057,1.5,0.03,0.15,0.16,1947.51
epicgamingnight,1219,7894,133,3640,1107,116,6.4758,7.2256,0.0664,104,5.408,1.4857,231,1.211,0.3327,104.405,29.8323,1.3478,0.09,0.16,0.45,0.2894
ericabuist,3186,18467,141,9208,3241,145,5.7963,1.8839,0.0323,235,5.978,0.6492,327287,1450.087,157.4812,103.098,11.3648,1.1176,0.02,0.13,0.42,427.7757
erincasey09,1134,1182,153,1860,3074,30,1.0423,1.9153,0.097,33,1.9357,0.9387,450650,895.2738,434.1597,97.6552,26.8153,1.8436,0.2,0.07,0.41,268.9403
ETBoardGames,2448,8048,37,6658,1994,85,3.2876,25.6074,0.0053,18,2.334,0.3506,438,3.378,0.5074,109.942,38.2429,1.616,0.38,0.2,0.85,1.537
EthanFleischer,3185,10119,73,3080,221,150,3.1771,0.616,0.0421,387,6.548,2.126,156393,621.2,201.6883,94.501,14.3516,1.1844,0.14,0.09,0.29,178.9056
eunicebrownlee,3179,21139,143,1617,1879,154,6.6496,0.4228,0.0874,13,0.389,0.2406,450587,2556.941,1581.287,104.255,20.4593,1.4384,0.33,0.06,0.55,836.1197
EuroGamerGirl,2033,23347,155,4117,2812,191,11.484,16.8854,0.0394,47,2.255,0.5477,68835,89.319,21.6952,107.538,49.0366,1.5789,0.06,0.03,0.47,10.361
EverythingC64,518,10472,146,7141,7213,58,20.2162,27.805,1.7645,47,0.806,0.1129,5086,47.701,6.6799,128.274,17.2254,2.4179,0.59,0.26,0.19,46.7947
EvesTitties,1845,39428,23,902,341,10,21.3702,10.2629,0.4287,20,0.134,0.1486,293608,16519.548,18314.3548,88.775,-4.9506,1.25,0.02,0.26,0.37,13364.3143
EvilHatOfficial,2303,11926,52,9559,78,311,5.1785,1.3148,0.1433,97,6.963,0.7284,2522,11.893,1.2442,117.305,16.4052,1.2211,0.1,0.06,0.65,9.1576
eyre_joe,2605,1160,76,1024,1823,12,0.4453,1.114,0.1873,45,1.835,1.792,194852,418.294,408.4902,116.893,41.4391,1.1675,0.2,0.06,0.34,283.185
fabiojose80,3363,9693,125,576,283,42,2.8822,0.0562,0.1017,3,0.08,0.1389,168369,450.988,782.9653,102.475,2.4786,1.3421,0.19,0.13,0.6,170.9245
FailroadExpress,1986,1053,157,229,384,27,0.5302,0.1208,0.067,32,0.542,2.3668,21866,35.695,155.8734,110.413,16.3213,2.8767,0.74,0.12,0.59,10.1374
fairway3games,1213,13043,154,2974,2244,107,10.7527,9.2218,0.2193,46,1.865,0.6271,30153,31.541,10.6056,102.083,17.1108,1.5514,0.11,0.35,0.47,12.0487
fancifullocales,3267,3483,148,156,0,4,1.0661,0.0024,0,4,0.421,2.6987,4,0.254,1.6282,113.12,-1.7373,2,0.8,0,0.2,0.0584
fanfactories,677,3268,156,836,710,22,4.8272,12.5746,0.1521,62,2.928,3.5024,4508,5.295,6.3337,79.996,18.4375,1.3651,0.06,0.05,0.25,0.9372
FanthaTracks,416,6127,152,2872,3749,34,14.7284,20.2188,0.1731,294,4.545,1.5825,6321,17.856,6.2173,115.702,3.9915,1.7158,0.64,0.22,0.76,10.7136
FastCoDesign,2926,77928,84,558603,523,13214,26.6329,3.1504,0.056,715,16.172,0.029,283,7.763,0.0139,112.205,8.4612,1.2857,0.06,0.6,0.94,7.2274
faundly,722,5855,123,123,178,8,8.1094,0.1288,1.018,30,0.311,2.5285,172090,6723.774,54664.8293,93.468,10.356,1.6848,0.09,0.43,0.07,5103.3445
FeatherFleeks,2514,10619,166,1006,446,14,4.2239,1.8946,0.0338,791,5.751,5.7167,89712,208.539,207.2952,92.842,20.8953,1.381,0.04,0.17,0.35,50.0494
FeathersChapman,3357,3076,83,857,997,60,0.9163,0.6688,0.0241,24,1.581,1.8448,43593,86.235,100.6243,112.112,32.6115,2.687,0.39,0.08,0.5,20.6964
featureshoot,3397,40667,108,145963,2064,2457,11.9714,0.0783,0.0236,75,8.595,0.0589,52770,234.828,1.6088,137.955,10.5556,1.3469,0.27,0.02,0.94,190.4455
FelipeWWoHP,2599,20905,81,1637,667,50,8.0435,25.1705,0.0419,30,1.491,0.9108,101697,157.924,96.4716,86.517,25.4729,1.9583,0.19,0.2,0.24,25.7416
FenrisGames,2143,10421,71,1327,802,29,4.8628,7.336,0.0299,145,4.955,3.734,52277,75.273,56.7242,93.846,14.5278,1.2297,0.15,0.13,0.41,18.6677
FionaLakeAus,2837,75853,160,7272,5094,331,26.737,9.0673,0.1336,56,1.548,0.2129,122976,384.832,52.9197,119.593,15.5597,1.4604,0.14,0.08,0.37,187.0284
Fiori_aus,2635,52790,133,7561,6838,273,20.0342,0.0634,0,7,0.424,0.0561,3,0.132,0.0175,105.463,18.9172,1.5,0.09,0.72,0.89,0.0145
followthelede,3384,37361,114,3789,3353,201,11.0405,1.4637,0.1528,883,1.978,0.522,138770,2043.575,539.3442,109.137,7.5236,1.3143,0.14,0.05,0.38,1369.1953
forestwitch,3328,7511,160,7289,182,158,2.2569,1.0081,0.0448,155,17.669,2.4241,5636,13.287,1.8229,121.131,16.1268,1.3137,0.05,0.18,0.51,8.5568
Forgetful_Bacon,2595,3827,41,571,553,11,1.4748,0.82,0.1753,111,1.408,2.4658,260278,4538.585,7948.4851,113.213,2.0681,1.2297,0.07,0.06,0.32,2518.9147
Formula5Music,2350,2490,51,1057,1118,11,1.0596,0.4719,0.1426,16,1.11,1.0501,7708,9.094,8.6036,110.608,17.0051,1.6778,0.24,0.13,0.66,5.902
fr3quency_,2478,15036,53,1998,1573,8,6.0678,1.9201,0.1372,46,0.899,0.4499,187851,949.956,475.4535,73.11,6.1545,1.5484,0.09,0.04,0.18,549.0746
fran_wilde,4044,74880,160,8654,1911,356,18.5163,30.5067,0.0319,988,10.007,1.1563,149565,228.497,26.4036,77.53,21.6702,1.6949,0.06,0.06,0.31,71.7481
FrederickWolfe_,672,2077,0,16092,8070,38,3.0908,0.9107,0,7,0.621,0.0386,7,0.197,0.0122,130.42,14.0799,3.8672,0.96,0,1,0.0313
FreeGamePlanet,1219,2826,126,2690,1053,120,2.3183,4.6062,0.4258,85,5.041,1.874,5739,24.972,9.2833,132.023,19.8744,1.6596,0.57,0,0.78,21.8505
FrontwingInt,1100,2235,158,5801,34,70,2.0318,1.0845,0.1791,376,16.548,2.8526,491,10.539,1.8168,116.226,23.8991,1.3824,0.17,0.16,0.52,7.4195
FunatticChannel,1520,9771,94,1471,666,77,6.4283,8.8283,0.2658,202,2.312,1.5717,489537,3829.642,2603.4276,96.968,6.5966,1.6894,0.23,0.23,0.34,1792.2725
fyeahmfabello,2565,61393,153,19302,1357,409,23.9349,0.055,0.101,3149,31.405,1.627,339170,1986.803,102.9325,107.947,15.5653,1.2857,0.04,0.06,0.49,1202.0158
GabriellaR613,184,77377,95,8198,8041,11,420.5272,261.6087,4.9457,33,0.415,0.0506,37554,846.809,103.2946,127.412,-2.2555,1.8242,0.17,0.11,0.28,825.6388
GadgetFlow,2090,48541,160,121565,4085,1246,23.2254,3.99,0.1019,31,1.102,0.0091,1764,12.971,0.1067,129.061,25.4124,1.203,0.53,0.13,0.83,12.0111
GadgetRumors,3342,114049,159,3267,3605,132,34.126,0.327,0.0069,3,0.075,0.023,113,0.346,0.1059,105.377,9.8725,6.007,0.14,0.55,0.99,0.0152
GadgetsLiving,325,4374,136,866,5002,4,13.4585,80.6708,0.5692,5,0.167,0.1928,622,5.057,5.8395,107.353,11.4784,1.3093,0.54,0.03,0.94,1.421
galendara,3540,23208,139,2018,192,167,6.5559,0.7958,0.0737,99,1.833,0.9083,36416,87.962,43.5887,90.417,32.4574,1.6379,0.12,0.09,0.38,36.944
game_metrics,919,2295,40,2714,1919,23,2.4973,3.3863,0.1186,26,2.959,1.0903,380,8.274,3.0486,134.31,6.0789,5.0682,0.94,0.07,0.9,6.8426
gamebanshee,3260,20268,47,1120,107,58,6.2172,0,0,7,0.345,0.308,5,0.246,0.2196,77.965,-1.1152,0,0,0.26,1,0.048
Gameplayinginfo,846,7172,70,462,57,49,8.4775,13.6324,0,3,0.033,0.0714,2,0.081,0.1753,135.316,8.3159,1.3214,0.03,0,1,0.0058
GamesShed,2329,45120,165,23794,6489,249,19.3731,6.1378,0.0721,84,2.699,0.1134,861537,1286.848,54.0829,103.066,26.0137,2.0356,0.28,0.16,0.54,639.5635
garvash,3844,10178,134,2262,1417,113,2.6478,1.4953,0.1738,6129,8.626,3.8134,159150,4103.173,1813.958,79.396,7.6213,1.8755,0.27,0.45,0.16,2933.7687
gaslands_game,1011,2319,102,1446,623,19,2.2938,2.633,0.6409,211,2.161,1.4945,4597,7.831,5.4156,105.499,15.6457,1.5119,0.25,0.26,0.19,6.257
GavThorpeCreate,3278,15226,150,9308,872,174,4.6449,5.8203,0.1358,471,7.219,0.7756,94115,828.48,89.0073,103.494,17.9912,1.5,0.11,0.12,0.27,497.9165
gearculture,3385,9270,41,3572,96,43,2.7386,0.0027,0.0003,20,0.181,0.0507,208,0.257,0.0719,72.357,2.9013,1.2727,0.01,0.99,0.99,0.0103
GeekDads,3480,62831,106,27877,712,1410,18.0549,0.196,0.021,57,0.842,0.0302,48,0.561,0.0201,87.529,8.3077,1.8026,0.08,0.02,0.94,0.1374
GeekGirlCon,2888,49933,160,31631,1838,1389,17.2898,0.732,0.0003,1460,8.275,0.2616,371,2.74,0.0866,112.106,15.8329,1.0887,0.25,0.27,0.87,1.781
GeekMomBlog,2925,42270,24,15688,483,597,14.4513,0.441,0.0096,11,0.527,0.0336,23563,29.452,1.8774,86.655,4.8969,1.5714,0.04,0.01,0.98,4.0055
GeekOutSW,1739,5583,158,1732,1758,73,3.2105,1.337,0.1173,27,0.621,0.3585,7565,19.682,11.3637,113.899,23.6487,1.9757,0.49,0.52,0.76,7.2627
Geekthenews,1473,1524,118,18117,2998,50,1.0346,1.4372,0.2729,176,0.992,0.0548,3628757,4331.828,239.1029,102.286,22.1195,1.8074,0.35,0.23,0.49,2326.1916
Geeky_Tim,3051,11946,60,2460,685,112,3.9154,6.0895,0.1223,38,1.134,0.461,141063,1326.046,539.0431,95.512,10.0829,1.2379,0.21,0.07,0.2,562.2435
GeekyGadgets,3383,91317,36,21612,274,978,26.9929,0,0,11,0.618,0.0286,6,0.112,0.0052,96.674,6.7084,1,0,1,1,0.0112
Gelada,3363,14743,160,3956,794,276,4.3839,0.6325,0.1534,240,2.819,0.7126,201743,512.86,129.6411,117.035,19.8784,1.7639,0.23,0.16,0.3,318.9989
generalcrozier,1706,23425,114,163,165,2,13.7309,26.0897,0.2485,15,1.616,9.9141,358418,4783.654,29347.5706,79.622,9.9417,1.5152,0.03,0.36,0.08,2229.1828
GenesisAPS,3008,1194,160,920,936,16,0.3969,0.116,0.0648,203,1.709,1.8576,94,1.512,1.6435,117.716,33.9999,2.0522,0.4,0.29,0.55,0.9964
