screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,influence_score
modaco,3199,2296,92,16520,4,673,0.7177,0.0006,0.0222,12,0.663,0.0401,552,2.732,0.1654,82.779,14.6221,1,0.01,0,0.9,1.7676
Modernvinyl,2545,43645,40,28393,1559,451,17.1493,1.7902,0.1198,146,3.695,0.1301,1204,7.646,0.2693,105.388,10.3579,1.2982,0.06,0.33,0.69,5.0922
MODoutdoor,1730,2079,88,2163,52,28,1.2017,0.0197,0.0584,75,1.129,0.522,307,0.883,0.4082,91.809,22.7064,1.3932,0.12,0.15,0.87,0.2313
Monkey7771,3244,7129,23,1161,2418,2,2.1976,3.8986,0.2522,7,0.044,0.0379,6931,139.799,120.4126,112.906,13.1503,1.8902,0.33,0.32,0.34,115.6138
MonkeyWrenchATX,2676,2320,122,1264,48,65,0.867,0.0688,0.1439,10,0.26,0.2057,64443,277.576,219.6013,105.574,10.0277,1.7679,0.24,0.08,0.73,150.4462
moon_mxtr,3178,2827,110,1617,195,88,0.8896,0.0544,0.0053,149,12.774,7.8998,429,2.909,1.799,91.047,17.5241,2.1313,0.73,0.64,0.58,2.1032
Moosekleenex,1506,3129,62,7506,272,112,2.0777,3.5007,0.1448,7317,66.548,8.866,117368,2047.578,272.7922,73.001,20.1522,1.3929,0.08,0.33,0.13,976.6947
moregamespls,414,6385,93,1866,950,41,15.4227,39.8768,0.5918,122,3.548,1.9014,143698,151.318,81.0922,108.178,23.7302,1.4286,0.07,0.04,0.37,48.5731
Morgannn_Sierra,1430,2520,32,499,461,2,1.7622,5.3846,0.2203,65,2.741,5.493,78550,482.457,966.8477,55.558,26.4188,1.0455,0.02,0.25,0.05,249.9127
Moshology,2520,12081,4,4117,2746,45,4.794,6.3897,0.0012,70009,86.466,21.0022,27459,34.251,8.3194,39.79,2.2592,1.6667,0,0.06,0.05,13.5976
Mosioatunya11,862,16128,101,356,103,9,18.71,41.4478,0.8944,7,0.204,0.573,47313,303.828,853.4494,124.701,-4.5022,1.4904,0.1,0.08,0.23,246.7083
MOWheatley,3292,10889,0,498,152,25,3.3077,0.0249,0.0003,10,0.269,0.5402,10,0.158,0.3173,79.223,9.7828,1,0,0,0.99,0.0163
MPRG_Victoria,2898,1325,63,1682,1453,48,0.4572,0.0117,0.0545,15,0.425,0.2527,46,0.712,0.4233,122.402,32.5405,2.1259,0.41,0.28,0.65,0.2599
mrdavidfilm,1072,1884,158,263,1275,19,1.7575,0.3601,0.209,29,0.415,1.5779,138223,195.074,741.7262,113.15,25.847,1.5833,0.24,0.06,0.72,120.5557
MrDBerger,3251,12151,139,2794,3383,105,3.7376,4.3085,0.1729,31,0.727,0.2602,449500,4308.705,1542.1278,107.626,15.8884,1.89,0.21,0.12,0.33,2779.1147
mrfeelswildride,1399,25113,23,14638,415,168,17.9507,0.2166,0.0972,10205,52.746,3.6034,76523,326.747,22.3218,83.405,1.0419,1.1429,0.01,0.13,0.23,183.9586
mrlindner,3375,19679,17,410,216,65,5.8308,3.4296,0.2756,5,0.038,0.0927,3628688,13171.424,32125.4244,125.303,10.5331,1.7463,0.2,0.1,0.27,12460.1671
MrNHendrix,2721,3420,86,3557,974,43,1.2569,0.3234,0.0739,219,7.281,2.0469,28670,63.523,17.8586,107.264,34.3097,1.9189,0.59,0.14,0.27,32.0791
MrShortFry,3363,3969,125,294,383,15,1.1802,0.6173,0.0172,18,0.713,2.4252,149956,573.694,1951.3401,110.806,16.6674,1.386,0.21,0.27,0.16,66.5485
msraynsford,2711,1477,48,355,104,15,0.5448,0.0834,0.0107,10,0.445,1.2535,39,0.353,0.9944,117.498,10.4544,1.2,0.02,0.2,0.84,0.0515
MTD_Jake,3555,5694,159,885,763,49,1.6017,1.9485,0.0405,166,2.497,2.8215,282918,1051.855,1188.5367,113.066,19.4237,1.463,0.16,0.1,0.59,346.0603
mttstntn,2997,4522,34,11143,194,69,1.5088,0.5105,0.0514,426,11.263,1.0108,3628688,5266.144,472.5966,86.276,18.9917,1.2018,0.11,0.1,0.22,2369.7648
Mumbrellanews,1190,12025,142,9039,1548,193,10.105,0.2294,0.0395,86,0.842,0.0932,18,0.74,0.0819,116.295,8.9467,1.1481,0.05,0.77,0.94,0.293
MurderHoboShow,424,1120,82,168,133,2,2.6415,0.7075,0.1344,14,1.195,7.1131,1603,3.43,20.4167,94.053,12.4502,1.6947,0.1,0.09,0.51,0.6243
muscularpikachu,2822,13988,136,2605,892,64,4.9568,8.9497,0.0436,1264,10.895,4.1823,14937,69.685,26.7505,82.31,28.3044,1.1471,0.03,0.05,0.31,18.8846
MusicTalks_xyz,1165,20396,156,19395,14496,287,17.5073,17.7597,0.1073,35,4.051,0.2089,40583,46.24,2.3841,116.803,23.3733,1.7335,0.32,0.17,0.67,27.2354
muskrat_john,3753,136073,160,18498,983,1182,36.2571,12.0839,0.1167,144,5.014,0.2711,128108,543.569,29.3853,98.812,15.1133,1.3882,0.09,0.15,0.38,323.9671
musosguide,3430,22615,104,3576,2663,118,6.5933,0.137,0.0612,8,0.407,0.1138,7542,14.677,4.1043,111.285,10.9084,1.381,0.21,0.05,0.78,4.7847
muz4now,3312,201018,134,227896,154632,3208,60.6938,0.0018,0.0079,37,2.327,0.0102,39,0.978,0.0043,101.111,21.9498,1.6789,0.38,0.3,0.69,0.3531
mylin1,2759,18954,142,2353,1610,60,6.8699,7.4273,0.0275,34,2.036,0.8653,11969,12.834,5.4543,74.522,32.9783,1.2059,0.03,0.2,0.17,2.0406
mystikka,3736,3231,124,1911,1567,43,0.8648,0.6052,0.0573,6,0.284,0.1486,98516,734.564,384.3872,95.641,16.0783,2.6328,0.46,0.1,0.64,185.1101
MyTopKS,1318,1470,76,1391,1558,26,1.1153,1.3566,0.0053,10,0.814,0.5852,5,0.082,0.059,107.455,27.8687,1.8696,0.02,0.01,0.99,0.0051
NaeKhen,2498,15107,150,163,305,2,6.0476,1.974,0.1926,68,0.474,2.908,514068,9011.721,55286.6319,97.992,4.3088,1.1519,0.08,0.23,0.23,4514.8722
NaijaHitsFM,743,245162,155,3236,0,23,329.9623,1.8264,0,29,0.364,0.1125,7,0.219,0.0677,114.716,7.1096,3.804,1,0,1,0.0364
nametoobasque,919,1123,106,134,365,11,1.222,1.6431,0.5147,16,0.289,2.1567,175684,2276.881,16991.6493,99.85,1.7729,1.5918,0.05,0.2,0.4,1111.1179
nancyjcohen,3097,59668,104,7317,6721,601,19.2664,0.7136,0.0249,6,0.259,0.0354,18,0.562,0.0768,119.345,5.3953,1.6684,0.78,0.31,0.95,0.1635
nashvillesounds,3360,28115,158,31702,764,703,8.3676,2.4012,0.0327,507,6.102,0.1925,115,2.312,0.0729,119.452,19.427,1.196,0.25,0.12,0.61,1.5305
natsecdalton,1378,5117,160,1474,447,48,3.7134,0.3331,0.6814,54,0.261,0.1771,194901,492.327,334.0075,133.47,-2.4188,1.5269,0.17,0.02,0.21,480.5112
NavidGornall,3489,2640,80,1412,1989,35,0.7567,0.0969,0.0576,19,0.278,0.1969,183301,654.861,463.7826,87.576,15.4147,1.4855,0.28,0.13,0.56,186.6354
nbc_net,2542,16171,135,1311,0,72,6.3615,0.0028,0,39,0.546,0.4165,8,0.322,0.2456,108.628,3.7209,0,0,0.88,1,0.0689
ndahlberg,3311,17552,141,10651,3690,515,5.3011,0.1416,0.1728,88,1.25,0.1174,34170,68.459,6.4275,118.585,19.14,1.375,0.21,0.05,0.54,50.9335
NDShipley,3412,1113,123,414,1338,37,0.3262,0.1565,0.0648,74,1.0507,2.3043,47315,292.2236,640.9155,100.7599,23.6964,1.5941,0.41,0.19,0.51,91.729
NeilaK20,3485,131413,147,1550,795,135,37.7082,54.7742,0.0801,181,1.637,1.0561,201212,1010.709,652.0703,112.509,21.1374,1.3553,0.08,0.04,0.44,383.0587
Nelehasia,3022,6138,146,293,225,23,2.0311,1.6277,0.1234,43,0.499,1.7031,853518,4063.231,13867.6826,93.349,14.5265,2.0412,0.24,0.18,0.32,1702.4938
neophobica,3196,3541,52,184,312,15,1.1079,2.4919,0.1214,63,1.04,5.6522,378555,3089.703,16791.8641,95.032,23.3244,2.0765,0.2,0.23,0.25,1297.6753
Nerdarchy,1632,14965,142,6748,2547,118,9.1697,6.2359,0.0012,298,3.889,0.5763,25,0.711,0.1054,97.591,22.4622,1.4778,0.18,0.04,0.49,0.1841
NerdyFace22,1337,1602,49,27,65,1,1.1982,5.5737,0.1698,8,1.136,42.0741,188467,3326.004,123185.3333,83.623,12.0838,1.7027,0.07,0.22,0.13,778.2849
netzvagabund,3413,8882,81,670,1771,63,2.6024,2.4169,0.0539,52,1.59,2.3731,215948,913.03,1362.7313,94.761,-0.2175,1.3937,0.13,0.07,0.21,206.3448
NeverBoredGames,1449,1838,137,643,253,16,1.2685,8.7516,0.0994,27,1.771,2.7543,469,3.065,4.7667,115.631,22.7738,1.8654,0.1,0.16,0.75,0.849
NewsWatchTV,3260,8098,113,30700,1281,313,2.484,0.6531,0.0009,611,3.006,0.0979,413,1.545,0.0503,124.885,30.0859,1.271,0.11,0.29,0.83,0.5995
NextFab_PHL,3205,5021,124,4405,1224,264,1.5666,0.6215,0.0661,17,1.637,0.3716,54,1.461,0.3317,124.715,26.6799,1.3162,0.23,0.17,0.73,0.8474
nfajeff,3309,46840,108,4682,3548,312,14.1553,0.4294,0,39,0.238,0.0508,6,0.173,0.037,91.756,20.378,1.5639,0.83,0.04,0.97,0.022
NicheGame,1337,4373,123,4211,649,95,3.2708,6.0868,0.5273,709,5.93,1.4082,449,4.914,1.1669,112.724,28.9725,2.1575,0.15,0.13,0.37,3.7346
nicolbwmc,1374,1185,44,88,35,2,0.8624,0.1951,0.0284,9,0.541,6.1477,194651,620.98,7056.5909,81.066,9.723,1.2027,0.07,0.06,0.68,124.196
NightSkyGames,2483,11376,154,1820,806,67,4.5816,10.8083,0.0548,48,3.215,1.7665,113472,709.348,389.7516,104.908,21.1137,1.175,0.16,0.07,0.49,202.1642
NoaTugy,986,21546,160,636,1996,17,21.8519,83.0294,0.3844,7,0.306,0.4811,159449,1634.257,2569.5865,89.418,15.4178,1.5094,0.11,0.18,0.17,634.0917
nook_pod,708,1384,111,1350,4792,50,1.9548,3.0014,0.4802,44,1.26,0.9333,20888,25.576,18.9452,118.637,44.7822,1.7214,0.32,0.13,0.62,13.2739
Noomoid,3213,20027,142,1360,2824,22,6.2331,3.8761,0.0087,51,2.553,1.8772,51337,145.488,106.9765,71.227,32.4056,1.0241,0.08,0.31,0.16,5.674
norm,2913,19168,66,759801,720,2201,6.5802,2.7281,0.0611,218499,3219.869,4.2378,100379,1103.309,1.4521,75.69,18.9535,1.2411,0.22,0.35,0.28,1086.7594
NORSKK1,1539,7438,23,385,8,4,4.833,0.063,0.0565,20,0.896,2.3273,5,0.314,0.8156,108.775,-1.8806,1,0,0.27,0.89,0.0757
notesinabook,3131,2899,134,1473,2623,79,0.9259,0.0412,0.0054,15,0.476,0.3232,735,1.227,0.833,95.129,11.9971,2.2016,0.5,0.41,0.98,0.211
NotoriousJnX,3146,72723,149,11443,7539,229,23.116,8.383,0.0826,38,0.762,0.0666,30360,171.408,14.9793,97.372,9.893,2.5339,0.37,0.16,0.6,61.1927
notreble,3703,20405,121,19023,747,374,5.5104,0.6835,0,94,4.924,0.2588,21,0.881,0.0463,71.285,2.9797,2,0,0,1,0.4061
nuancedminutiae,1703,3250,107,616,1727,16,1.9084,9.5279,0.0998,76,1.64,2.6623,282918,1141.537,1853.1445,105.917,31.1686,1.2206,0.07,0.1,0.39,259.1289
nucaica,2485,12718,142,1595,2634,79,5.1179,12.8358,0.138,88,1.84,1.1536,65228,736.114,461.5135,110.75,10.5891,1.6705,0.18,0.13,0.44,320.9457
nurse_nurse,3314,14090,100,6048,350,160,4.2517,3.0428,0.1002,559,18.088,2.9907,63990,194.958,32.2351,89.8,23.5957,1.2456,0.06,0.3,0.23,121.4588
NwiComicCon,1746,9042,155,1097,1259,41,5.1787,1.1117,0,4,0.122,0.1112,3,0.357,0.3254,83.816,8.3177,1.381,0.02,0,1,0.1203
OandFPodcast,2493,1559,160,1288,1582,72,0.6254,0.1027,0.0778,40,1.49,1.1568,125630,188.033,145.9884,124.905,25.5273,1.6345,0.48,0.06,0.73,132.7513
obfuscatingGod,2561,2180,74,181,2036,4,0.8512,10.9774,0.2198,50,0.908,5.0166,277350,5683.135,31398.5359,96.244,12.77,1.375,0.05,0.4,0.19,3392.8316
oceanodejuegos,1458,4962,43,2614,1327,87,3.4033,2.4273,0.2003,48,2.084,0.7972,46778,52.593,20.1197,96.554,6.128,1.5426,0.19,0.3,0.32,23.7194
OdiniaInvictus,2060,25141,159,2922,4967,81,12.2044,3.7204,0.2063,40,2.211,0.7567,13180,34.866,11.9322,115.455,-0.0151,3.7069,0.17,0.37,0.7,28.3809
ofdicendragons,2647,66675,152,1821,338,80,25.1889,0.1677,0,6,0.137,0.0752,3,0.046,0.0253,74.182,2.2683,1.0343,0.99,0,1,0.0018
OkleMiller,3369,1961,156,1163,1030,53,0.5821,0.2704,0.0481,12,0.716,0.6156,20285,25.651,22.0559,96.203,35.5012,1.4839,0.47,0.14,0.27,6.541
oli_woodman,3436,1521,37,329,252,8,0.4427,0.1094,0.0515,55,1.119,3.4012,4457,14.685,44.6353,75.879,12.493,1.3627,0.1,0.19,0.25,4.1999
omfgblondie,3137,15223,98,3170,65,27,4.8527,2.6538,0.0625,289,2.903,0.9158,97414,419.253,132.2565,90.203,11.2835,1.125,0.06,0.11,0.27,112.7791
OmgItsTopher_,1408,6408,58,120,130,19,4.5511,5.0334,0.1293,15,0.311,2.5917,327345,1577.474,13145.6167,79.432,16.2706,1.4133,0.38,0.21,0.26,320.2272
OneCritWonder,3292,1082,38,70,68,2,0.3287,0.0009,0.0036,90,1.418,20.2571,13890,23.152,330.7429,106.634,15.3999,1.7037,0.22,0.04,0.31,2.0142
OneInchPunchInc,2387,17726,126,19642,17219,328,7.4261,51.9242,0,6,1.205,0.0613,3,0.102,0.0052,98.552,24.3129,1.9646,0.23,0.41,0.49,0.009
OneShotRPG,1746,41322,134,8210,1291,197,23.6667,42.4983,0.1598,982,12.982,1.5812,169329,548.974,66.8665,90.203,20.318,1.4932,0.07,0.12,0.29,232.765
OnlyPlayWizards,2200,6262,116,334,560,32,2.8464,1.2023,0.0441,149,1.745,5.2246,380320,536.288,1605.6527,122.186,15.38,2.2448,0.62,0.13,0.77,177.5113
onlythosethings,795,67966,143,429,198,13,85.4918,179.1673,0.4428,91,0.905,2.1096,199426,2481.759,5784.986,80.891,11.2158,1.66,0.05,0.24,0.21,1002.6306
openhousetv,2854,4355,47,13463,1542,173,1.5259,0.1591,0.0116,190,3.831,0.2846,49,1.131,0.084,109.801,23.1084,1.2458,0.12,0.12,0.86,0.5757
OpesPopuli,1752,1040,26,537,1505,257,0.5936,0.8687,0.4241,22,0.437,0.8138,17602,167.217,311.3911,122.994,10.515,3.0067,0.75,0.2,0.55,137.1179
OutOnTheMoors,1432,282785,23,13633,8485,354,197.4756,193.6781,0.6145,195,0.747,0.0548,109858,598.816,43.924,109.564,3.7925,1,0.01,0.03,0.08,541.9285
palettegear,1708,2622,136,3037,2687,109,1.5351,1.5814,0.1598,86,1.251,0.4119,159,2.188,0.7204,121.297,31.8129,1.4695,0.26,0.13,0.48,1.3084
PamelaSamuelson,2264,14861,66,4288,825,193,6.564,18.3335,0.4178,107,0.775,0.1807,201455,848.976,197.9888,133.648,11.8771,1.3294,0.17,0.03,0.26,831.1475
panda_138,2116,11142,100,724,385,21,5.2656,11.7902,0.1134,680,5.325,7.355,66127,288.951,399.1036,88.719,11.3036,1.3529,0.24,0.12,0.21,114.1356
paolodilamio,2276,24040,57,2059,1767,13,10.5624,7.7496,0.0685,739,4.423,2.1481,15391,54.211,26.3288,79.85,19.3906,1.25,0.08,0.22,0.18,14.1491
pdubarry,3283,5583,138,2928,1695,114,1.7006,1.3606,0.0792,55,1.693,0.5782,178945,468.531,160.0174,92.94,26.2153,1.2807,0.17,0.21,0.32,188.818
