screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,retweet_rate,influencial
tanguanikia,2051,1585,44,179,454,9,0.7728,0.0936,0.1078,16,0.166,0.9274,219582,421.295,2353.6034,80.6,18.1482,1.405,0.20,0.11,0.56,0.246,0
ThatCthulhuGuy,2645,2218,135,2326,2190,38,0.8386,2.628,0.1966,18,1.559,0.6702,15767,36.79,15.8169,117.973,14.631,2.4162,0.36,0.18,0.39,0.712,1
TheJapanShop,3358,5227,96,8000,7884,117,1.5566,0.0223,0.0009,8,0.622,0.0777,5,0.176,0.022,98.526,15.7631,1.4803,0.43,0.32,0.64,0.137,0
TheQueenSpeaks_,3421,94914,109,2269,609,51,27.7445,2.8229,0.0585,377,2.47,1.0886,92080,334.169,147.2759,75.113,4.8092,1.252,0.13,0.07,0.32,0.396,0
TLandin,2218,25544,33,698,1032,21,11.5167,6.2367,0.032,31,1.591,2.2794,16775,52.001,74.5,99.998,23.9291,1.776,0.73,0.02,0.29,0.39,0
torilovestoast,2125,25394,142,1317,2319,14,11.9501,26.3421,0.3054,185,1.711,1.2992,307813,15562.733,11816.8056,80.95,5.1964,1.5217,0.02,0.48,0.11,0.696,1
turner_tasha,2434,32866,123,4189,4838,177,13.5029,11.7999,0.3151,93,0.447,0.1067,150488,1958.078,467.4333,123.963,16.4581,1.4898,0.15,0.04,0.24,0.793,1
UKCrowdfundWeek,1716,45051,146,3928,1833,572,26.2535,0.0315,0.0,5,0.323,0.0822,4,0.281,0.0715,101.351,13.3,2.474,1.00,0.00,1.00,0.258,0
VinsightfulKids,231,61,160,376,100,1,0.2641,0.0952,0.0087,2,0.4918,0.0798,117,2.0984,0.3404,127.0164,20.7149,4.0714,0.46,0.08,0.93,0.1475,0
vitamind64,761,5071,126,77,563,0,6.6636,37.1695,0.3351,103,0.984,12.7792,241342,2935.923,38128.8701,59.353,8.0336,1.5455,0.01,0.33,0.07,0.28,0
VizWorld,3419,39977,90,9296,6026,2400,11.6926,0.4215,0.0401,11,0.265,0.0285,51326,56.598,6.0884,129.85,17.5503,3.7552,0.71,0.17,0.90,0.267,0
whichrich,3375,2658,140,593,879,51,0.7876,1.507,0.2142,30,0.526,0.887,241937,2737.879,4616.9966,113.279,14.7892,1.4532,0.14,0.17,0.37,0.778,1
WildCottage,865,7252,157,2464,386,49,8.3838,24.4023,0.1549,449,12.477,5.0637,191923,204.973,83.1871,88.586,37.8285,1.5891,0.13,0.09,0.29,0.317,0
willyconquer,1249,538,44,22,47,3,0.4307,0.4123,0.0184,34,1.7454,42.6818,24417,136.5781,3339.9545,92.381,19.0667,1.5946,0.07,0.15,0.14,0.1468,0
wordhabit,3272,2159,23,247,168,4,0.6598,0.3551,0.0449,12,0.421,1.7045,14639,20.119,81.4534,86.448,19.046,1.6146,0.31,0.08,0.46,0.194,0
WorldAReggae,2748,11358,114,28495,899,133,4.1332,0.0186,0.0007,22,1.497,0.0525,29,0.64,0.0225,110.17,11.9844,1.7936,0.47,0.01,0.99,0.337,0
Wreck_It_Ty,84,255,148,388,419,3,3.0357,7.4405,0.4405,22,1.5804,1.0387,93001,367.3098,241.4021,75.4196,30.7101,2.45,0.16,0.29,0.31,0.4902,0
youraverageq,25,172,0,137,1506,0,6.88,0.0,0.0,3,0.0465,0.0584,1,0.0349,0.0438,54.0349,11.5399,0,0.00,0.00,1.00,0.0349,0
zincronicity,737,5664,26,501,649,4,7.6852,16.0475,0.3582,91,2.155,4.3014,111357,648.299,1294.01,77.675,3.7523,1.225,0.04,0.25,0.24,0.341,0
