screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,retweet_rate,influencial
jaeminIuvr,1389,121261,38,1647,183,79,87.3009,10.0922,0.2181,27,0.879,0.5337,513298,4264.538,2589.2763,63.463,8.343,3.3134,0.07,0.23,0.29,0.371,0
james_irvs,1505,160,155,67,101,6,0.1063,0.0777,0.0558,6,0.2125,0.5075,44072,560.0312,1337.3881,109.2875,21.1158,1.4,0.19,0.09,0.28,0.5563,1
JasonElsom,3332,54901,159,125919,38437,1687,16.4769,5.6909,0.1227,199,3.442,0.0273,176142,1234.626,9.8049,94.403,8.5935,1.5063,0.16,0.24,0.51,0.775,1
jbolognino,3607,28465,145,4390,1879,157,7.8916,14.1697,0.0962,182,0.977,0.2226,273613,4164.142,948.5517,85.718,10.8148,1.3929,0.06,0.10,0.45,0.391,0
jdaman79,2739,1544,157,119,225,3,0.5637,3.1961,0.2125,18,0.385,3.2353,232939,1913.185,16077.1849,105.715,16.2447,1.4174,0.22,0.11,0.35,0.6,1
JFGarrard,2064,10304,159,1154,1809,74,4.9922,0.3803,0.3358,34,0.363,0.3146,312613,2293.668,1987.5806,123.049,13.1875,2.0167,0.36,0.21,0.45,0.766,1
jmawhite,1001,782,41,247,995,4,0.7812,0.6204,0.1339,93,0.6923,2.1862,92277,342.4667,1081.4737,108.8218,16.7333,1.218,0.17,0.11,0.57,0.259,0
jojojeje,3373,9532,85,322,264,12,2.826,0.1758,0.0213,23,0.835,2.5932,33510,145.746,452.6273,117.475,28.9997,1.3788,0.26,0.34,0.51,0.151,0
jordan_long95,2256,4633,42,125,409,5,2.0536,0.6871,0.0208,6,0.647,5.176,677052,1475.364,11802.912,86.594,16.8401,1.5094,0.53,0.04,0.25,0.067,0
JorgeBucaran,637,2242,150,1071,65,27,3.5196,0.0848,0.6593,177,1.741,1.6256,126550,506.475,472.8992,102.677,20.2411,1.7266,0.13,0.09,0.38,0.526,1
joygraceharmony,2050,21013,157,478,1647,16,10.2502,0.5341,0.1039,7,0.104,0.2176,59346,107.882,225.6946,65.169,12.2557,1.9412,0.10,0.02,0.90,0.276,0
justplainloco,602,1022,94,189,160,1,1.6977,9.5731,0.0282,163,1.837,9.7196,26122,58.247,308.1852,91.767,11.6437,1.0,0.00,0.01,0.34,0.133,0
KAtBlasingame,2259,6679,156,1459,1938,32,2.9566,0.2926,0.2882,14,0.218,0.1494,110916,731.861,501.6182,113.082,7.1002,1.9511,0.23,0.18,0.33,0.706,1
KathleenHarrym1,947,139341,150,18071,4546,537,147.1394,108.0919,0.8237,70,1.533,0.0848,10814,102.767,5.6868,137.237,14.5925,3.0997,0.65,0.06,0.56,0.989,1
KathyHolzapfel,2199,12055,157,9709,8800,395,5.482,0.9914,0.0045,14,0.573,0.059,2317,2.768,0.2851,99.518,15.7452,2.4353,0.94,0.02,0.94,0.204,0
KatrinaHaffner,1907,33,132,78,144,1,0.0173,0.001,0.0021,4,0.7576,0.3205,8326,284.3333,120.2949,123.4242,7.0318,1.6,0.15,0.03,0.85,0.8182,1
KAy_TIEmyshoes,2543,30287,75,3157,1422,5,11.9099,13.3795,0.2666,4654,14.854,4.7051,357179,29820.749,9445.9135,83.405,9.2927,1.2857,0.01,0.36,0.14,0.771,1
KerryJDonovan,1842,55817,115,11732,6625,812,30.3024,1.7796,0.4712,8,0.18,0.0153,545,23.03,1.963,138.27,14.1601,2.6065,0.34,0.08,0.51,0.979,1
kerstyncomley,1454,2192,98,663,983,75,1.5076,0.1541,0.3494,19,0.562,0.8477,92231,148.322,223.7134,119.849,33.8274,1.4982,0.28,0.08,0.40,0.675,1
KindaHibrawi,3316,4117,27,1348,666,70,1.2416,1.2198,0.2476,15,0.347,0.2574,644988,8232.091,6106.8924,123.213,-0.3165,1.3566,0.29,0.14,0.26,0.889,1
kirileonard,3057,8239,124,2259,576,139,2.6951,1.6889,0.0622,431,6.039,2.6733,235256,708.38,313.5812,96.904,36.8174,1.6854,0.27,0.08,0.49,0.377,0
KRADeC,3013,29809,156,2943,524,267,9.8935,0.0339,0.241,32,0.62,0.2107,143693,2594.014,881.4183,116.992,13.3567,1.3186,0.11,0.04,0.20,0.772,1
kzbcresiliency,101,95,155,37,126,6,0.9406,0.3465,0.0099,7,0.8526,2.1892,4,0.1579,0.4054,119.0316,7.8841,2.8378,0.78,0.34,0.72,0.0947,0
labwam,3391,13236,65,343,91,9,3.9033,0.0065,0.0852,444,1.124,3.277,311861,2296.254,6694.6181,113.919,8.0373,1.24,0.05,0.08,0.31,0.323,0
leebrown_photo,3104,5093,21,485,1207,11,1.6408,1.0303,0.0255,24,0.553,1.1402,88498,395.013,814.4598,80.933,17.6162,2.7027,0.11,0.08,0.39,0.133,0
looseuterus,2636,14579,134,715,282,28,5.5307,6.5797,0.1286,26,1.007,1.4084,284566,1428.608,1998.0531,89.354,10.6404,1.5375,0.08,0.05,0.23,0.365,0
LosingLara,3038,11387,144,314,530,24,3.7482,1.918,0.0257,17,0.983,3.1306,373399,1360.508,4332.828,94.746,24.5339,1.875,0.22,0.07,0.64,0.199,0
LovelyStarMaker,248,24781,91,1516,960,26,99.9234,136.8589,1.7016,64,4.112,2.7124,1400,11.677,7.7025,96.222,25.9865,1.5238,0.04,0.07,0.24,0.695,1
LynnWorton,3052,46757,133,2954,2636,242,15.3201,0.5632,0.0803,5,0.245,0.0829,45,1.654,0.5599,109.425,13.3189,2.5694,0.42,0.01,0.87,0.46,0
mactavish,3967,153235,150,3839,5002,322,38.6274,1.9763,0.1868,9,0.222,0.0578,143693,2100.304,547.0966,116.773,1.5153,1.3908,0.09,0.06,0.32,0.764,1
mashup_coub,379,2542,48,64,13,1,6.7071,0.0026,0.0,5,2.146,33.5312,3,1.991,31.1094,49.449,0.0877,1.0,0.04,0.00,1.00,0.994,1
mattfaulisi,3694,10193,108,541,629,16,2.7593,1.3132,0.0311,104,1.351,2.4972,379938,1298.711,2400.5749,82.876,26.2265,1.266,0.09,0.19,0.26,0.178,0
MiaLiljeberg,1802,4148,150,1439,2112,73,2.3019,0.2386,0.2497,7,0.17,0.1181,350551,1303.244,905.6595,115.978,10.7746,1.7078,0.69,0.28,0.58,0.54,1
mmbilal,3455,33706,129,54955,1661,809,9.7557,6.2744,0.1262,96,6.086,0.1107,347092,1911.329,34.7799,122.844,13.011,1.1925,0.16,0.14,0.52,0.822,1
mmockingbird,3352,4970,35,5861,1246,141,1.4827,3.7061,0.2757,1931,5.118,0.8732,492781,16835.933,2872.5359,110.632,1.8336,1.16,0.03,0.19,0.12,0.96,1
Mocha_Soul,2735,14906,143,1316,2280,5,5.4501,5.1525,0.1762,86,2.403,1.826,42370,284.654,216.3024,124.827,0.5218,1.37,0.10,0.04,0.44,0.596,1
mollysvh,2536,280,114,931,810,42,0.1104,0.2259,0.0213,94,4.5214,1.3598,166,4.9964,1.5027,111.9679,33.1489,1.1553,0.37,0.20,0.47,0.625,1
MOWheatley,3269,10849,0,494,152,25,3.3188,0.0251,0.0003,10,0.269,0.5445,10,0.158,0.3198,79.223,9.7828,1.0,0.00,0.00,0.99,0.103,0
MrsAshburysWorl,208,585,71,74,241,1,2.8125,1.7019,0.9375,15,0.841,6.6486,2533,11.3675,89.8649,125.0889,42.7764,2.835,0.35,0.12,0.71,0.7829,1
notesinabook,3108,2801,134,1457,2619,78,0.9012,0.0412,0.0055,15,0.476,0.3267,735,1.227,0.8421,95.129,11.9971,2.2016,0.50,0.41,0.98,0.172,0
NPHNicholas,490,237,0,7,79,0,0.4837,0.9959,0.0224,63,1.7764,60.1429,74317,557.3671,18870.8571,121.7468,-0.0142,1.0,0.01,0.02,0.53,0.0928,0
openhousetv,2831,4267,47,13402,1542,172,1.5072,0.16,0.0117,190,3.831,0.2859,49,1.131,0.0844,109.801,23.1084,1.2458,0.12,0.12,0.86,0.509,1
OutOnTheMoors,1409,278191,23,13351,8349,345,197.4386,193.2271,0.6246,195,0.747,0.056,109858,598.816,44.8518,109.564,3.7925,1.0,0.01,0.03,0.08,0.905,1
paolodilamio,2253,23736,57,2032,1757,13,10.5353,7.6991,0.0692,739,4.423,2.1767,15391,54.211,26.6786,79.85,19.3906,1.25,0.08,0.22,0.18,0.261,0
PHISHpointO,1866,26896,143,1320,1007,38,14.4137,19.022,0.0413,84,1.411,1.0689,414987,1563.583,1184.5326,81.613,11.7579,1.1176,0.05,0.10,0.28,0.101,0
PlanBstudio,3638,42491,128,2431,73,139,11.6798,0.047,0.0146,65,0.261,0.1074,1701394,2497.029,1027.1613,93.331,24.5987,1.1316,0.04,0.02,0.70,0.086,0
praguemicrofest,1601,500,136,603,1353,8,0.3123,0.7389,0.1793,21,1.9779,1.6335,207,6.7189,5.5489,123.4116,13.9364,2.2732,0.37,0.24,0.50,0.8454,1
PrinceGrimdark,3299,689,93,791,1674,21,0.2089,0.3143,0.1109,32,1.5675,1.3654,84451,165.7504,144.3767,116.0639,23.7761,2.1376,0.16,0.06,0.49,0.7271,1
PrintNinja,2830,4820,128,2641,1566,103,1.7032,0.6346,0.0155,15,0.971,0.3677,9150,9.62,3.6426,121.56,43.2164,1.7137,0.24,0.04,0.84,0.224,0
pvcrowdworks,1217,192,144,101,154,10,0.1578,0.0008,0.0099,6,0.6302,1.198,33,0.5156,0.9802,130.8385,16.8521,1.6448,0.95,0.02,0.94,0.2344,0
QUTfoundry,645,4165,154,1935,2166,116,6.4574,8.0915,1.0109,25,1.418,0.7328,1038,7.51,3.8811,137.482,36.7015,2.5259,0.68,0.04,0.40,0.876,1
radiodrama,3546,7435,154,3103,674,108,2.0967,5.6469,0.1027,74,2.247,0.7241,112681,303.887,97.9333,115.31,24.6507,1.2308,0.12,0.03,0.48,0.48,0
RedPlatePress,1264,1148,28,614,711,15,0.9082,1.0111,0.2484,26,2.464,4.013,1760,9.511,15.4902,119.038,25.8813,1.4091,0.29,0.36,0.39,0.757,1
respect4all,1283,24444,160,975,1574,38,19.0522,43.4373,0.0008,227,2.004,2.0554,48,0.41,0.4205,91.792,0.625,1.44,0.10,0.07,0.61,0.141,0
RicksterRicks,2798,178060,71,965,755,75,63.6383,1.8492,0.0054,13,0.232,0.2404,26353,42.242,43.7741,100.497,-4.0909,2.7538,0.07,0.12,0.67,0.05,0
RonCNieto,2454,2580,149,1034,86,23,1.0513,0.0269,0.0566,10,0.186,0.1799,14839,137.132,132.6228,105.71,19.3065,1.61,0.24,0.03,0.41,0.181,0
rosespringvale,3350,2100,142,1138,1814,46,0.6269,0.6307,0.1481,42,0.63,0.5536,380511,5028.663,4418.8603,104.124,22.7404,1.6387,0.27,0.07,0.28,0.535,1
RossRintala,3027,30907,119,6638,1100,16,10.2104,9.635,0.0231,943,40.069,6.0363,253281,649.209,97.8019,86.302,33.368,1.2481,0.13,0.10,0.30,0.489,0
rudytheelder,2922,5381,160,7465,114,518,1.8415,0.0828,0.0311,857,11.417,1.5294,399545,669.946,89.7449,109.064,18.2175,1.35,0.02,0.25,0.66,0.71,1
s_r_algernon,168,853,152,99,98,4,5.0774,1.3452,1.5357,16,0.4936,4.2525,263157,1431.3388,12332.6465,110.6225,23.2178,1.9744,0.23,0.07,0.63,0.5006,1
ScotlandsPeople,3198,4542,133,7266,2778,226,1.4203,0.1692,0.0478,161,3.528,0.4855,2578,7.219,0.9935,131.539,11.0895,2.1015,0.54,0.05,0.64,0.721,1
Segregates_band,479,370,152,118,230,2,0.7724,0.643,0.0668,44,1.231,3.839,24,0.6332,1.9746,93.9321,3.5857,3.4414,0.30,0.12,0.62,0.3288,0
ShadowMythsArt,2192,262,122,214,334,21,0.1195,0.0082,0.0091,15,1.4847,1.8178,3765,15.3588,18.8037,121.6412,9.0879,7.1364,0.76,0.31,0.66,0.2634,0
soitistoldcast,841,3930,156,773,1051,11,4.673,6.2045,0.6778,87,1.409,1.8228,156866,458.539,593.194,114.048,14.8067,1.8282,0.29,0.10,0.32,0.697,1
SomebodysChlsea,3330,111183,148,1279,272,36,33.3883,6.9096,0.1568,100,2.828,2.2111,48342,64.848,50.7021,104.762,17.9675,1.7847,0.21,0.20,0.31,0.705,1
SothebysFr,2897,7578,33,10841,665,302,2.6158,0.368,0.1816,40,2.313,0.2134,551,8.074,0.7448,132.288,9.7717,1.5712,0.64,0.12,0.54,0.877,1
springintobooks,477,138,105,127,268,1,0.2893,0.5388,0.0587,16,2.5,2.7165,20,1.1522,1.252,129.1377,22.7883,1.75,0.23,0.10,0.73,0.5435,1
startofamoment,1167,8172,60,361,490,8,7.0026,4.0848,0.2331,64,1.378,3.8172,201751,1322.694,3663.9723,98.297,13.0987,1.2679,0.06,0.13,0.26,0.321,0
StateofShakespe,2391,2790,153,3039,2418,60,1.1669,0.2923,0.0109,19,1.227,0.4038,22,0.693,0.228,115.909,24.6004,1.0502,0.68,0.02,0.91,0.333,0
SuchFunDB,2258,4296,21,840,2701,44,1.9026,1.3131,0.1391,11,1.19,1.4167,1821,10.942,13.0262,119.861,11.2585,1.6431,0.34,0.11,0.54,0.474,0
suzigodson,2424,3399,31,7499,3703,108,1.4022,0.5396,0.1642,326,1.314,0.1752,431778,857.966,114.4107,117.401,21.0873,1.54,0.15,0.06,0.51,0.689,1
SweetnSpicyBook,310,1473,147,557,1162,8,4.7516,0.3581,2.4387,11,0.083,0.149,1262,24.335,43.6894,125.627,32.8985,2.719,0.61,0.12,0.46,0.832,1
ta_hernandez5,1081,6323,160,1609,1293,52,5.8492,11.5347,0.0315,24,3.291,2.0454,5926,12.277,7.6302,120.772,27.8279,1.1099,0.18,0.06,0.69,0.123,0
