screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,influence_score,influencial
Modernvinyl,2524,43495,40,28334,1551,450,17.2326,1.8047,0.1208,146,3.695,0.1304,1204,7.646,0.2699,105.388,10.3579,1.2982,0.06,0.33,0.69,5.0922,0
SeanIzaakse,2668,44519,104,2609,1703,137,16.6863,11.2466,0.1919,87,1.941,0.744,172717,1071.008,410.5052,103.856,20.8213,2.0705,0.16,0.33,0.24,619.0426,0
GamesShed,2308,45065,165,23802,6433,245,19.5256,6.2448,0.0728,84,2.699,0.1134,861537,1286.848,54.0647,103.066,26.0137,2.0356,0.28,0.16,0.54,639.5635,0
UKCrowdfundWeek,1718,45155,146,3936,1834,571,26.2835,0.0314,0,5,0.323,0.0821,4,0.281,0.0714,101.351,13.3,2.474,1,0,1,0.0725,0
alissakmclean,1829,45562,125,1336,3022,10,24.9109,65.6085,0.2592,62,0.931,0.6969,115939,1535.965,1149.6744,120.774,3.1149,1.4878,0.08,0.04,0.44,849.3886,0
Xristfer,3065,45988,145,19253,16898,247,15.0042,0.5116,0.0277,128,4.674,0.2428,15197,25.5,1.3245,106.687,13.7883,2.0091,0.66,0.63,0.75,17.085,0
LynnWorton,3054,46780,133,2952,2637,242,15.3176,0.5639,0.0802,5,0.245,0.083,45,1.654,0.5603,109.425,13.3189,2.5694,0.42,0.01,0.87,0.7608,0
mabelhood,3540,47685,57,37243,24209,830,13.4703,6.5816,0.0486,49,2.954,0.0793,1092,4.039,0.1084,113.061,45.0168,1.5026,0.38,0.08,0.59,2.1851,0
GadgetFlow,2069,48262,160,121435,4069,1245,23.3262,3.9952,0.1029,31,1.102,0.0091,1764,12.971,0.1068,129.061,25.4124,1.203,0.53,0.13,0.83,12.0111,1
shions_heart,994,48440,115,744,110,10,48.7324,58.2837,0.7435,33,0.449,0.6035,514070,5687.208,7644.0968,85.598,20.5542,1.602,0.1,0.5,0.07,4248.3444,0
BackerClub,1347,49150,160,8066,5502,1531,36.4885,25.9206,0.0913,6,0.337,0.0418,6,0.356,0.0441,116.19,27.4473,2.5191,0.18,0.01,0.98,0.0915,0
MobileSyrup,3682,49655,144,92176,454,1865,13.4859,0.23,0.0011,66,4.274,0.0464,32,1.448,0.0157,112.275,10.7047,2,0,0.94,0.99,0.821,0
GeekGirlCon,2867,49837,160,31559,1842,1389,17.383,0.7335,0.0003,1460,8.275,0.2622,371,2.74,0.0868,112.106,15.8329,1.0887,0.25,0.27,0.87,1.781,0
A1GOY,3410,50966,152,12201,1113,216,14.946,0.063,0.0437,303,5.384,0.4413,182534,730.023,59.833,86.094,9.3548,1.2,0.03,0.13,0.26,195.6462,0
chellenator,3920,51141,158,402,142,30,13.0462,3.9982,0.0946,146,1.722,4.2836,418355,3287.549,8177.9826,113.441,11.6709,1.6341,0.04,0.09,0.42,1469.5344,0
Fiori_aus,2614,51747,133,7573,6858,273,19.7961,0.0314,0,7,0.424,0.056,3,0.132,0.0174,105.463,18.9172,1.5,0.09,0.72,0.89,0.0145,0
hobonora,3382,53106,120,17507,14617,1140,15.7025,0.3468,0.0056,14,1.023,0.0584,8,0.296,0.0169,114.114,22.5022,1.3913,0.12,0.62,0.97,0.0648,0
JoeGKushner,3424,53216,92,6017,5809,122,15.5421,0.4626,0.1893,10,0.228,0.0379,71542,629.262,104.5807,115.98,12.6909,2.0369,0.22,0.2,0.38,424.7519,0
rtehrani,4055,53516,159,17621,18661,678,13.1975,1.9455,0.036,13,0.733,0.0416,760,4.068,0.2309,104.101,6.0807,2.7832,0.23,0.03,0.89,1.676,0
gizmag,3414,53919,20,53798,17,2142,15.7935,0.0123,0,321,1.6,0.0297,132,0.824,0.0153,111.793,9.3345,0,0,0.98,1,0.3304,0
AllArduino,1452,54651,31,2470,50,125,37.6384,0,0,5,0.358,0.1449,2,0.088,0.0356,86.508,7.1305,1,1,0,1,0.007,0
JasonElsom,3334,54917,159,125883,38438,1687,16.4718,5.6881,0.1227,199,3.442,0.0273,176142,1234.626,9.8077,94.403,8.5935,1.5063,0.16,0.24,0.51,956.8352,0
DaveTaylor,3866,55223,106,25646,1003,1254,14.2843,0.9338,0.0062,44,0.463,0.0181,1438,1.663,0.0648,132.769,21.4638,1.9615,0.08,0.03,0.94,0.2012,0
SuperegoWorld,2894,55675,101,76724,28758,480,19.2381,54.3829,0.1313,59,4.72,0.0615,308,6.874,0.0896,109.238,15.5015,1.0897,0.68,0.63,0.8,6.6334,1
KerryJDonovan,1844,55818,115,11724,6624,810,30.2701,1.7777,0.4707,8,0.18,0.0154,545,23.03,1.9643,138.27,14.1601,2.6065,0.34,0.08,0.51,22.5464,1
katyfaise,2222,56816,149,850,544,18,25.5698,14.7912,0.1517,169,3.58,4.2118,503228,3641.057,4283.5965,95.227,12.4604,1.5826,0.12,0.18,0.28,1514.6797,0
malpertuis,3987,57678,14,423,1074,32,14.4665,7.0404,0.0737,10,0.68,1.6076,128649,1552.612,3670.4775,92.577,6.4973,1.8367,0.05,0.2,0.33,487.5202,0
JaxOfBo,1714,57896,106,1510,1134,31,33.7783,35.3658,0.2322,49,1.18,0.7815,184172,2666.618,1765.9722,81.176,19.7458,1.2883,0.11,0.21,0.17,1178.6452,0
nancyjcohen,3076,58734,104,7285,6696,600,19.0943,0.7029,0.025,6,0.259,0.0356,18,0.562,0.0771,119.345,5.3953,1.6684,0.78,0.31,0.95,0.1635,0
residentadvisor,3568,60377,21,309752,2192,4378,16.9218,0.8136,0.0045,1434,18.903,0.061,627,6.096,0.0197,96.504,9.5597,1.0343,0.17,0.22,0.95,5.6693,1
fyeahmfabello,2544,61041,153,18423,1343,408,23.9941,0.0515,0.1018,3149,31.405,1.7047,339170,1986.803,107.8436,107.947,15.5653,1.2857,0.04,0.06,0.49,1202.0158,0
blasianFMA,3697,61385,86,1372,237,64,16.604,3.3849,0.0346,112,1.508,1.0991,169983,851.314,620.4913,95.061,10.6408,1.2524,0.21,0.13,0.43,181.3299,0
theawesomer,3544,62194,88,14949,2098,636,17.5491,0.3143,0,89,0.613,0.041,15,0.237,0.0159,124.088,14.5266,1.8765,0.51,0.02,0.98,0.0441,0
MeaKitty,3374,63056,133,405,139,32,18.6888,0.5848,0.0815,13,0.411,1.0148,399544,840.721,2075.8543,120.121,27.2966,1.5263,0.23,0.09,0.6,345.5363,0
DB_Stokes,3234,63738,71,4452,4064,145,19.7087,1.9536,0.1908,23,0.491,0.1103,3178,7.064,1.5867,135.696,25.9736,2.2677,0.79,0.25,0.62,5.7218,1
ofdicendragons,2626,65867,152,1805,339,79,25.0826,0.1672,0,6,0.137,0.0759,3,0.046,0.0255,74.182,2.2683,1.0343,0.99,0,1,0.0018,0
Hellsfire,3372,66060,52,610,312,45,19.5907,0,0,8,0.232,0.3803,2,0.045,0.0738,105.838,6.5923,1.158,0.44,0.12,0.27,0.0018,0
goldenpolaroid,2656,68807,143,12860,861,236,25.9062,6.9462,0.1269,4846,30.399,2.3638,109130,806.076,62.6809,68.685,5.6334,1,0.01,0.14,0.3,421.5777,0
CoffeeGeek,3762,68851,115,27319,178,1154,18.3017,1.756,0.021,82,2.845,0.1041,450858,1259.818,46.1151,118.67,17.8332,1.2927,0.08,0.04,0.57,355.2687,0
james3neal,3956,68982,139,9073,9943,711,17.4373,22.0465,0.1031,45,1.408,0.1552,58710,177.16,19.5261,116.415,20.7506,1.4197,0.39,0.09,0.57,105.9417,0
DavidGallaher,3933,69066,157,13690,8786,623,17.5606,12.8113,0.1228,286,3.333,0.2435,138264,1004.086,73.3445,102.46,24.2251,1.3491,0.21,0.2,0.31,650.6477,0
IndieGameLover,1477,69413,132,39778,19647,1158,46.9959,5.8429,0.6506,37,0.444,0.0112,12783,38.417,0.9658,135.679,15.2483,3.5736,0.72,0.1,0.36,38.0328,1
malaneuh,1682,71293,0,590,980,270,42.3859,50.6998,0.0707,6,0.136,0.2305,15285,24.041,40.7475,85.094,13.8718,2.8507,0.07,0.01,0.95,6.1785,0
NotoriousJnX,3125,71419,149,11190,7778,230,22.8541,8.1706,0.0832,38,0.762,0.0681,30360,171.408,15.318,97.372,9.893,2.5339,0.37,0.16,0.6,61.1927,0
VorthosMike,1894,71800,120,3896,766,95,37.9092,13.3062,0.0903,221,5.438,1.3958,111366,219.629,56.3729,82.813,13.818,1.4242,0.13,0.22,0.27,68.5242,0
IMAO_,3438,72335,154,19603,1360,1028,21.0398,8.667,0.0809,13735,60.327,3.0774,161748,1835.516,93.6344,110.772,2.8999,1.5,0.01,0.1,0.49,1283.0257,0
KirstenAlana,3523,72360,154,24032,6724,1197,20.5393,6.6767,0.0386,1334,3.686,0.1534,59104,157.553,6.556,98.563,36.5493,1.372,0.16,0.08,0.43,48.6839,0
virtadpt,3004,73529,139,1648,1497,262,24.477,2.534,0.2563,554,0.791,0.48,133660,2112.773,1282.0225,113.247,-0.4421,1.5227,0.09,0.09,0.26,1700.7823,1
fran_wilde,4023,73902,160,8443,1891,352,18.3699,29.9913,0.0321,988,10.007,1.1852,149565,228.497,27.0635,77.53,21.6702,1.6949,0.06,0.06,0.31,71.7481,0
andevers,3393,73925,160,12682,7445,478,21.7875,18.7878,0.0713,369,4.3,0.3391,142342,404.888,31.9262,97.265,19.8487,1.1333,0.03,0.07,0.41,148.9988,0
AnotherIdolBot,1175,73970,18,6710,735,97,62.9532,2.3472,0.0264,69,7.467,1.1128,7921,62.207,9.2708,135.063,-2.6152,1.5,0.01,0.04,0.97,45.5977,0
designmilk,3613,75571,101,2327999,1349,17913,20.9164,0.7908,0.0089,268,41.939,0.018,89,10.727,0.0046,116.446,15.8102,1.0191,0.42,0.73,0.97,9.9868,1
Brandon_Nocaute,1100,76049,101,2889,863,84,69.1355,53.8636,0.1618,259,2.63,0.9103,110482,642.351,222.3437,88.879,12.4313,1.1026,0.16,0.08,0.3,197.2018,0
DonationExperts,773,76727,147,88244,3719,63,99.2587,1.2445,0,4,0.192,0.0022,3,0.213,0.0024,131.375,39.4743,6.611,1,0.23,0.99,0.0409,0
ceciliatan,3970,77831,118,5385,971,414,19.6048,2.2622,0.1204,8547,9.796,1.8191,115781,1245.053,231.2076,110.937,14.5498,1.1667,0.13,0.07,0.31,718.3956,0
BadAstronomer,4071,78499,128,628924,539,12944,19.2825,0.2316,0.0113,3937,111.901,0.1779,16310,80.75,0.1284,94.229,21.1864,1.2941,0.03,0.09,0.51,45.9468,0
SnagletoothWars,1851,80485,159,664,523,38,43.4819,27.3452,0.268,47,0.808,1.2169,201457,2868.926,4320.6717,87.026,-1.975,1.2083,0.05,0.38,0.25,1707.011,0
manabrownies,2719,83084,73,3634,1884,91,30.5568,56.2446,0.1155,50,1.616,0.4447,150872,3081.532,847.9725,66.506,16.4206,1.2911,0.08,0.23,0.12,1130.9222,0
sqiouyilu,1276,84092,153,3282,1171,97,65.9028,56.6418,0.094,667,7.019,2.1386,80308,486.634,148.2736,94.042,14.2441,1.3,0.03,0.11,0.41,120.6852,0
amandarivkin,2806,86747,124,4320,4021,218,30.9148,5.2983,0.0684,237,0.796,0.1843,34802,238.723,55.26,116.046,-8.244,1,0.02,0.03,0.74,82.8369,0
_WickedHeart,2361,87979,83,3166,2126,8,37.2634,3.745,0.1012,85,0.651,0.2056,254713,2392.817,755.7855,58.932,3.5634,1.2,0.03,0.06,0.22,981.055,0
afterallmylove,1615,89629,148,18558,18530,364,55.4978,199.2551,0.4087,106,4.51,0.243,148673,552.928,29.7946,100.281,24.5368,2.0225,0.09,0.29,0.21,513.1172,1
UltClassicRock,2598,90711,86,192838,59,1531,34.9157,0.9554,0.0189,502,25.881,0.1342,1605,19.558,0.1014,93.041,8.9294,1,0.01,0.02,0.96,19.1668,1
JhedronLuckspar,1441,91275,138,10008,9483,717,63.3414,1.9417,0.1645,2,0.074,0.0074,8389,30.573,3.0549,111.279,1.7597,4.2137,0.77,0.14,0.81,12.2903,0
markpopham,3215,92858,128,9638,870,137,28.8827,22.0019,0.1086,17610,58.199,6.0385,92966,710.879,73.7579,105.789,7.2022,1.1176,0.02,0.12,0.33,408.0445,0
BruceLevenstein,3533,94584,44,1519,1019,101,26.7716,0.1166,0.0314,52,2.11,1.3891,32901,56.367,37.108,83.656,10.5616,1.2812,0.03,0.17,0.32,12.5698,0
TheQueenSpeaks_,3423,94926,109,2269,610,51,27.7318,2.8233,0.0584,377,2.47,1.0886,92080,334.169,147.2759,75.113,4.8092,1.252,0.13,0.07,0.32,132.3309,0
DigitalTrends,3676,98487,65,2094089,1207641,12675,26.7919,2.0626,0.0378,247,18.093,0.0086,42658,52.766,0.0252,95.028,10.3503,1.2035,0.23,0.06,0.92,52.0273,1
cleebration,4048,99314,148,7465,5809,702,24.5341,0.832,0.0094,75,1.462,0.1958,131,0.477,0.0639,118.411,23.2448,1.3647,0.34,0.01,0.87,0.0363,0
glamourmag,3424,101917,39,1401439,1060,7668,29.7655,1.1773,0.0202,3558,39.948,0.0285,10551,29.52,0.0211,91.616,14.7036,1.199,0.4,0.12,0.9,26.3318,1
tinkerbellsway,2891,102140,155,1421,768,90,35.3303,53.0619,0.047,54,2.824,1.9873,139579,360.569,253.7431,71.882,8.0034,1.4194,0.06,0.12,0.12,63.8207,0
HalpernAlex,1758,104686,53,24361,888,319,59.5484,52.9135,0.0484,960,20.753,0.8519,93321,472.547,19.3977,65.783,2.4797,1,0,0.08,0.22,134.2033,0
ProductHunt,1657,105320,114,347450,27,5253,63.5607,44.7677,0.1249,1348,31.506,0.0907,97589,177.303,0.5103,100.385,21.9517,1.0392,0.05,0.51,0.74,143.2608,1
AppUnwrapper,2415,107014,146,3007,989,171,44.3122,0.9967,0.0335,110,0.906,0.3013,139293,353.11,117.4293,78.829,5.2311,1.9286,0.03,0.11,0.27,73.0938,0
glassbottommeg,2702,107034,150,7367,510,329,39.6129,20.9697,0.0363,364,4.24,0.5755,40014,109.193,14.8219,111.113,18.4579,1.3125,0.03,0.11,0.53,23.8041,0
SpiidiOnNoita,1527,107188,130,2182,1361,53,70.1952,39.4152,0.2423,59,0.836,0.3831,256821,818.852,375.2759,64.118,8.3646,1.4811,0.11,0.33,0.13,339.8236,0
iMoGalore,2391,108676,152,3038,2926,406,45.4521,0.0004,0,5,0.176,0.0579,6,0.215,0.0708,134.88,23.3259,2.805,0.59,0.09,1,0.0329,0
rajupp,3530,110615,157,24125,1490,721,31.3357,1.1031,0.0408,81,4.023,0.1668,201708,479.795,19.8879,86.4,10.3817,1.2148,0.14,0.07,0.33,202.9533,0
SomebodysChlsea,3332,111301,148,1278,272,36,33.4037,6.9355,0.1567,100,2.828,2.2128,48342,64.848,50.7418,104.762,17.9675,1.7847,0.21,0.2,0.31,45.7178,0
dominictarason,3180,114349,154,2128,1185,97,35.9588,2.3343,0.0292,235,3.487,1.6386,128111,227.394,106.8581,123.843,10.1748,2.5,0,0.04,0.71,60.032,0
trendhunter,3941,119704,153,258040,3638,7699,30.374,1.1766,0.0005,13,0.845,0.0033,18,0.438,0.0017,95.74,8.0871,1.0293,0.92,0.9,0.98,0.1402,0
DJFrankieee,3303,120725,146,12084,13370,3426,36.5501,4.4823,0.0194,7,0.301,0.0249,4785,8.408,0.6958,126.682,10.9917,2.1586,0.93,0.45,0.94,1.5723,0
jaeminIuvr,1391,121430,38,1653,187,79,87.2969,10.1215,0.2178,27,0.879,0.5318,513298,4264.538,2579.8778,63.463,8.343,3.3134,0.07,0.23,0.29,1582.1436,0
crowdfundcash,1091,122115,158,304870,315899,228,111.9294,1.9615,0,5,0.326,0.0011,4,0.282,0.0009,130.828,39.8569,6.552,1,0.24,0.98,0.066,0
GreenwichHour,1603,123393,160,7293,5125,537,76.9763,27.6032,0.5016,15,0.468,0.0642,315,4.397,0.6029,130.388,33.6015,1.7047,0.39,0.08,0.23,3.9353,1
DianeCapri,2659,124515,158,8968,6575,856,46.8278,0.3189,0,10,0.477,0.0532,7,0.693,0.0773,113.875,17.0015,2.0964,0.17,0.7,0.99,0.3257,0
DeccanHerald,2637,127784,118,21949,231,478,48.4581,0.1555,0.0603,1543,4.824,0.2198,2374,5.737,0.2614,128.227,1.3573,1.8495,0.58,0.05,0.75,3.1668,0
x_walter,3285,129938,159,7728,5885,373,39.5549,14.1918,0.1467,12,0.121,0.0157,6908,355.994,46.0655,102.419,54.8667,2.029,0.48,0.03,0.17,182.6249,0
DrewMcWeeny,3455,130036,138,48459,4085,1334,37.637,3.3719,0.1135,812,14.959,0.3087,514063,4130.832,85.2439,105.745,8.863,1.3438,0.03,0.11,0.37,2420.6676,0
NeilaK20,3464,131100,153,1546,793,135,37.8464,54.8952,0.0805,181,1.637,1.0589,201212,1010.709,653.7574,112.509,21.1374,1.3553,0.08,0.04,0.44,383.0587,0
harryallen,3557,131320,85,21649,7256,713,36.9188,3.0292,0.097,299,2.665,0.1231,228368,2657.084,122.7347,105.27,5.1173,1.7115,0.05,0.16,0.7,1636.7637,0
DanielSolis,3699,131620,160,7163,854,477,35.5826,0.7264,0.1554,20181,22.387,3.1254,503314,5106.7,712.9275,102.86,17.5924,1.4375,0.1,0.24,0.19,3201.9009,0
muskrat_john,3732,135540,160,18450,980,1185,36.3183,11.9823,0.1174,144,5.014,0.2718,128108,543.569,29.4617,98.812,15.1133,1.3882,0.09,0.15,0.38,323.9671,0
KathleenHarrym1,949,139704,150,18155,4545,538,147.2118,108.1686,0.8219,70,1.533,0.0844,10814,102.767,5.6605,137.237,14.5925,3.0997,0.65,0.06,0.56,101.6366,1
Gwenda,4181,140012,150,11627,929,497,33.4877,21.1019,0.061,183,4.843,0.4165,45537,235.763,20.2772,86.256,20.0669,1.3462,0.05,0.07,0.3,87.2323,0
lgbtkenobi,2457,141314,67,6930,166,319,57.5149,23.5295,0.0606,62333,74.021,10.6812,139955,555.878,80.2133,74.625,7.0013,1.3636,0.01,0.3,0.3,198.4484,0
designtaxi,3740,141742,109,508087,89,12886,37.8989,0.0013,0,167,7.419,0.0146,38,2.315,0.0046,88.673,15.0373,1,0,0.12,1,1.5048,0
cw1985,3382,144098,141,14115,7296,713,42.6073,0.0027,0.0458,8,0.426,0.0302,1022,14.094,0.9985,124.519,19.4599,2.3849,0.52,0.15,0.88,6.4551,0
jam_hirons,2679,145726,155,2725,2086,1244,54.3957,1.0231,0.3695,1,0.005,0.0018,537,3.128,1.1479,128.431,21.3991,2.2381,0.84,0.09,0.57,3.0936,1
mactavish,3969,153744,150,3849,5002,322,38.7362,2.0811,0.1867,9,0.222,0.0577,143693,2100.304,545.6752,116.773,1.5153,1.3908,0.09,0.06,0.32,1604.6323,0
Guyism,3189,154477,112,29415,213,664,48.4406,1.9458,0.0586,5,0.231,0.0079,97653,107.816,3.6653,110.199,11.9954,1.2,0.01,0.05,0.96,30.0807,0
TheNextWeb,3836,155033,70,1849533,219,33162,40.4153,1.3704,0.0138,156,8.012,0.0043,30262,38.226,0.0207,91.805,5.4129,1.0131,0.15,0.03,0.93,36.2382,1
WilliamJKenney,3281,162409,159,18298,19888,950,49.4998,0.3295,0.0091,7,0.528,0.0289,18377,20.085,1.0977,134.332,15.4429,4.0173,0.92,0.02,0.99,8.0541,0
IFMU_Gaming,263,165784,142,3307,306,40,630.3574,3.5703,3.7947,2,0.003,0.0009,161,4.19,1.267,135.838,16.1629,3.1581,0.64,0.04,0.4,4.1858,1
RicksterRicks,2800,178135,71,964,755,75,63.6196,1.8486,0.0054,13,0.232,0.2407,26353,42.242,43.8195,100.497,-4.0909,2.7538,0.07,0.12,0.67,2.1121,0
highway_62,3366,180445,30,1750,1730,102,53.6081,12.1985,0.0211,243,2.014,1.1509,120116,278.806,159.3177,88.158,1.7645,1.0714,0.01,0.05,0.27,46.8394,0
HealthyWrld,2038,186543,79,23115,5423,158,91.5324,0.1781,0.0098,3,0.101,0.0044,30,0.5,0.0216,106.317,4.2548,1.0909,0.14,0.6,1,0.026,0
jwisser,4156,188414,55,1197,139,92,45.3354,31.3544,0.0067,14,1.245,1.0401,25568,84.018,70.1905,83.978,11.7765,1.1429,0.01,0.09,0.33,5.2091,0
madil80,3414,190096,143,39429,174,1485,55.6813,2.2361,0.2636,105,0.149,0.0038,100214,605.878,15.3663,125.114,3.9924,1.7229,0.25,0.1,0.19,567.1018,1
CrowdfundCentre,1866,196256,158,26622,17994,1202,105.1747,0.3532,0,5,0.222,0.0083,4,0.202,0.0076,116.335,12.4621,1.928,0.96,0.1,0.99,0.0362,0
ginavergel7,3613,214485,134,3345,2182,341,59.3648,7.3429,0.1564,10,0.3,0.0897,256296,1735.269,518.765,102.922,4.3815,1.2647,0.1,0.09,0.48,1029.0145,0
BoingBoing,4044,221816,34,235648,2166,13191,54.8506,3.5576,0.0576,1508,10.195,0.0433,66381,240.827,1.022,118.036,3.017,1.0484,0.06,0.48,0.89,208.0745,1
Androidheadline,3268,231035,94,571292,483,3821,70.6961,0.1738,0.1059,77,6.03,0.0106,19,1.929,0.0034,117.488,8.5118,3.9205,0.15,0.85,1,1.5741,1
NaijaHitsFM,722,238461,155,3178,1037,23,330.2784,1.8726,0,29,0.364,0.1145,7,0.219,0.0689,114.716,7.1096,3.804,1,0,1,0.0364,0
krowdster,1537,245067,154,58347,17737,1924,159.445,56.1034,0,29,1.644,0.0282,24,1.387,0.0238,108.781,17.304,2.8095,0.02,0,1,0.2094,0
USATODAY,3591,253758,92,3643630,477,32536,70.665,0.4954,0.0613,1249,63.161,0.0173,699,34.842,0.0096,121.531,-2.745,1.2462,0.13,0.08,0.81,34.842,1
CAFalk,3272,264393,148,27161,23030,762,80.8047,1.5654,0.1601,38,0.534,0.0197,54645,2096.811,77.1993,118.261,6.951,2.8109,0.42,0.03,0.55,1702.6105,1
OutOnTheMoors,1411,278592,23,13357,8365,343,197.4429,193.2374,0.6237,195,0.747,0.0559,109858,598.816,44.8316,109.564,3.7925,1,0.01,0.03,0.08,541.9285,1
Maree71439592,1439,331264,143,8375,6949,302,230.2043,41.0111,0.688,20,0.123,0.0147,8162,84.903,10.1377,132.221,17.7831,1.9712,0.28,0.14,0.2,84.8181,1
K_Kuota,3274,335038,104,2191,932,114,102.3329,0.2358,0.0272,37,0.507,0.2314,80584,596.252,272.1369,36.518,0.1553,2.3684,0.02,0.13,0.07,71.5502,0
CrowdCBoost,3373,375286,110,6299,5,1096,111.2618,0.2452,0,3,0.075,0.0119,2,0.02,0.0032,92.403,8.0168,1.5476,0.92,0,1,0.0003,0
18dMedia,2431,430948,106,11406,4083,42,177.2719,0.0103,0.1617,2,0.014,0.0012,2,0.634,0.0556,111.923,1.3362,1,0,0.6,0.99,0.3956,0
EdGameTec,801,511574,153,14949,333,10500,638.6692,0.6155,1.2434,1,0.003,0.0002,339,2.366,0.1583,127.667,20.5497,2.2631,0.8,0.13,0.7,2.366,1
CircleofBooks,1820,736692,129,41132,29241,1351,404.7758,6.9929,0.0104,14,0.458,0.0111,28,2.353,0.0572,107.406,-2.8763,3.3102,1,0.66,0.99,1.6353,0
