screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,retweet_rate,influencial
pgh_gamer,345,1126,100,231,631,4,3.2638,5.4986,0.2754,50,2.234,9.671,217778,625.397,2707.3463,102.66,25.0926,1.2886,0.15,0.1,0.4,0.148,0
kncklsndwch,1708,1127,127,5556,9,68,0.6598,0.3004,0.1739,4813,32.67,5.8801,2557,16.641,2.9951,83.968,18.8986,1.321,0.08,0.34,0.3,0.718,1
boardgamerev,668,1142,148,6416,4524,48,1.7096,0.3683,0.1512,88,1.816,0.283,661,9.747,1.5192,104.275,27.2575,1.98,0.35,0.16,0.82,0.309,0
Kasmingallery,2691,1186,108,10905,1011,216,0.4407,0.1709,0.1026,35,1.381,0.1266,37,2.02,0.1852,121.976,14.728,1.6754,0.38,0.2,0.7,0.631,1
maxplayingcards,2597,1227,44,1115,38,16,0.4725,0.0008,0.0023,27,0.613,0.5498,7,0.688,0.617,130.743,15.2812,2.3716,0.88,0.54,0.99,0.566,1
JustinSirois,3270,1233,125,815,1193,23,0.3771,0.1404,0.0407,28,0.493,0.6049,44665,203.292,249.438,101.749,20.7998,2.0533,0.23,0.08,0.4,0.265,0
thediceyreview1,819,1235,137,262,276,11,1.5079,1.0965,0.3956,54,1.396,5.3282,257999,264.265,1008.645,107.738,36.5058,1.3654,0.3,0.23,0.47,0.466,0
TheSpellCast,346,1238,153,959,876,24,3.578,8.7457,0.9769,68,2.267,2.3639,122453,298.256,311.0073,120.899,23.0499,2.5242,0.45,0.1,0.5,0.523,1
EnigmaticEvents,1067,1242,92,208,246,32,1.164,0.3636,0.0581,15,0.402,1.9327,26436,27.377,131.6202,123.817,15.0312,1.8325,0.38,0.2,0.72,0.231,0
AreaGamesFC,1533,1299,75,266,687,5,0.8474,0.0639,0.0437,8,0.278,1.0451,251,0.579,2.1767,81.873,1.6785,2.1429,0.28,0.55,0.46,0.173,0
The_Crowds,1490,1317,0,11952,37,25,0.8839,0,0,66,2.217,0.1855,44,1.202,0.1006,138.37,32.3028,1.7029,0.14,0.01,1,0.207,0
IndieDiscoverer,419,1322,120,1099,829,13,3.1551,5.8401,0.3461,13,1.395,1.2693,210,5.194,4.7261,121.4,18.7845,4.7812,0.95,0.08,0.82,0.823,1
BushidoGCT,2537,1332,35,1077,704,22,0.525,0.3697,0.084,24,1.328,1.2331,314,1.978,1.8366,86.949,31.9914,2.0559,0.14,0.21,0.49,0.539,1
Russell_Brower,2927,1384,103,19475,623,395,0.4728,0.8063,0.1664,407,7.077,0.3634,263338,304.504,15.6356,109.995,39.6121,1.5433,0.34,0.19,0.18,0.728,1
rpg_crunch,533,1518,160,398,783,17,2.848,2.3039,1.1857,9,0.501,1.2588,90269,258.34,649.0955,118.187,26.5514,1.9731,0.34,0.08,0.34,0.705,1
IrregularMag,3050,1538,108,1180,389,31,0.5043,0.0157,0.0049,5,0.257,0.2178,49,0.269,0.228,76.663,13.1183,1.25,0.01,0.01,0.93,0.133,0
kolossalgames,332,1541,163,2241,878,26,4.6416,15.997,0.6596,85,6.289,2.8063,283,1.866,0.8327,108.47,38.3483,1.3068,0.35,0.09,0.54,0.555,1
GeorgeSocially,1902,1562,114,214,290,6,0.8212,0.7545,0.2045,2644,3.508,16.3925,1143292,1894.346,8852.0841,95.444,15.9951,1.5805,0.35,0.32,0.27,0.508,1
BeVeryLucky,303,1570,99,11005,11096,19,5.1815,3.8713,0,64,3.407,0.3096,51,1.753,0.1593,95.383,50.972,4.2467,0.84,0.5,0.48,0.398,0
TheAtariGamer,114,1623,129,1191,988,8,14.2368,15.7105,1.7368,58,2.685,2.2544,149536,200.841,168.6322,106.108,22.6528,2.3438,0.32,0.15,0.37,0.456,0
sprandell,3027,1723,0,156,185,3,0.5692,0.8662,0.0063,27,1.255,8.0449,74111,104.103,667.3269,87.979,16.1559,1.3889,0.07,0.08,0.23,0.062,0
CASPCA,3356,1732,101,2780,79,99,0.5161,0.0352,0.0361,55,1.672,0.6014,77,1.049,0.3773,124.166,43.5683,1.6026,0.15,0.24,0.85,0.518,1
ZatuGames,796,1733,82,972,1208,30,2.1771,0.5804,0.0364,18,2.044,2.1029,12611,13.627,14.0195,119.394,21.4962,1.5021,0.48,0.16,0.88,0.445,0
breaking_games,1189,1813,81,1574,1688,52,1.5248,4.3995,0.5433,53,1.533,0.974,29601,32.699,20.7745,125.518,38.4783,1.5,0.32,0.15,0.41,0.801,1
WorldAnvil,284,1822,161,1416,443,20,6.4155,5.0423,1.0211,40,2.702,1.9082,9183,23.486,16.5862,117.845,33.7268,1.9487,0.2,0.02,0.52,0.665,1
TitanInKorp,1892,1831,138,71461,54026,189,0.9678,0.5904,0.2717,88,1.456,0.0204,195,4.994,0.0699,123.034,20.5984,5.1934,0.64,0.11,0.61,0.848,1
realaronwicz,223,1897,29,109,10,0,8.5067,4.583,0.9193,135,0.951,8.7248,133252,704.978,6467.6881,115.287,10.673,1.3387,0.19,0.06,0.49,0.26,0
stevenaramini,1441,1916,144,1114,814,37,1.3296,2.2158,0.043,79,3.727,3.3456,292,1.173,1.053,90.159,40.5814,1.3158,0.02,0.09,0.24,0.177,0
BoardGames_TT,375,1921,53,33,12,4,5.1227,0,0,4,0.251,7.6061,4,0.28,8.4848,83.027,4.9526,1,1,0,1,0.251,0
curiopuppeteer,290,1934,157,149,327,0,6.669,0.4897,0.0414,5,0.142,0.953,117,0.406,2.7248,97.927,5.3449,1,0,0.08,0.21,0.036,0
bestplayco,800,1976,35,1953,352,21,2.47,0.7937,0.1175,30,0.692,0.3543,326,2.007,1.0276,107.852,30.478,1.3077,0.05,0.28,0.81,0.266,0
Orcanintell,1805,2034,138,4264,4725,80,1.1269,0.5357,0.0548,325,7.305,1.7132,2937,12.967,3.041,114.772,27.117,4.7815,0.68,0.02,0.69,0.567,1
Skinner_Games,1299,2048,159,987,1866,28,1.5766,1.6382,0.0577,13,0.618,0.6261,148197,443.032,448.8673,109.135,11.459,3.8723,0.46,0.08,0.76,0.258,0
alhafizkuwait,1846,2062,0,620,258,2,1.117,0.0666,0.0228,5,0.458,0.7387,1965,3.792,6.1161,120.337,29.1309,3.2874,0.59,0.05,0.96,0.145,0
obfuscatingGod,2532,2071,74,181,1989,4,0.8179,10.1939,0.2224,50,0.908,5.0166,277350,5683.135,31398.5359,96.244,12.77,1.375,0.05,0.4,0.19,0.597,1
LBeagle1,2329,2270,133,677,720,11,0.9747,1.1924,0.225,64,3.87,5.7164,53604,270.239,399.1713,112.938,30.571,1.3373,0.41,0.17,0.18,0.791,1
t_david_lee,1064,2299,159,218,630,14,2.1607,3.5301,0.0526,185,1.911,8.7661,97880,296.582,1360.4679,113.215,11.9175,1.1754,0.06,0.07,0.47,0.156,0
RemedyzPwnCast,2506,2364,95,459,369,7,0.9433,1.6057,0.1014,20,1.128,2.4575,496929,1974.698,4302.1743,83.571,12.0269,1.3469,0.1,0.41,0.15,0.281,0
PEG_Games,1762,2383,94,2220,186,79,1.3524,0.9166,0.0267,67,5.212,2.3477,82,2.832,1.2757,125.1,17.0283,1.3735,0.32,0.1,0.83,0.674,1
seattle48hfp,3017,2405,105,1062,1098,58,0.7971,0.5658,0.2582,11,0.307,0.2891,13029,25.423,23.9388,123.502,25.9934,2.2634,0.52,0.07,0.45,0.855,1
manvsmeeple,839,2437,87,4313,390,118,2.9046,11.621,0.0072,205,11.438,2.652,383,2.36,0.5472,102.241,38.641,1.2472,0.09,0.07,0.47,0.341,0
Morgannn_Sierra,1401,2519,32,503,462,2,1.798,5.4918,0.2248,65,2.741,5.4493,78550,482.457,959.159,55.558,26.4188,1.0455,0.02,0.25,0.05,0.518,1
haloovfire,3841,2528,92,295,345,25,0.6582,0.611,0.02,10,0.84,2.8475,105949,142.594,483.3695,77.367,17.3336,1.7581,0.19,0.12,0.37,0.179,0
SMG_Play,2576,2631,144,638,1064,33,1.0214,0.0617,0.1246,26,0.422,0.6614,13754,36.566,57.3135,107.864,23.0497,2.1017,0.42,0.14,0.34,0.452,0
Kardify,1724,2658,0,1441,155,13,1.5418,1.2181,0.0394,27,2.71,1.8806,65,0.788,0.5468,116.55,26.291,1.2286,0.39,0.67,0.8,0.437,0
haydnroff,2625,2687,90,62,80,0,1.0236,2.7817,0.0518,6,0.265,4.2742,410530,1254.599,20235.4677,64.877,10.3091,1.1698,0.05,0.04,0.07,0.175,0
Sephi_Toderas,3508,2702,86,254,168,19,0.7702,0.1283,0.0308,19,0.38,1.4961,39792,138.368,544.7559,85.467,12.1731,1.4683,0.52,0.2,0.31,0.156,0
fanfactories,648,2861,144,719,636,19,4.4151,10.7299,0.159,62,2.928,4.0723,4508,5.295,7.3644,79.996,18.4375,1.3651,0.06,0.05,0.25,0.177,0
IDWGames,1697,3031,14,5673,144,165,1.7861,0.7095,0.3942,483,5.603,0.9877,720,7.368,1.2988,130.989,20.6906,1.7447,0.38,0.2,0.48,0.89,1
WoodsEdward,2233,3054,140,613,1190,20,1.3677,5.4769,0.2199,45,0.552,0.9005,613564,3764.539,6141.1729,109.189,23.7309,1.3769,0.2,0.21,0.29,0.514,1
Moosekleenex,1477,3067,62,7168,272,110,2.0765,3.4563,0.1476,7317,66.548,9.284,117368,2047.578,285.6554,73.001,20.1522,1.3929,0.08,0.33,0.13,0.477,0
tdhlifeingames,2167,3108,149,819,685,62,1.4342,1.0531,0.0595,13,1.193,1.4567,124269,124.843,152.4335,109.398,40.2144,1.9828,0.35,0.08,0.46,0.272,0
dogmight,1946,3117,68,2341,1892,86,1.6017,1.0699,0.2878,65,1.574,0.6724,68820,78.588,33.5703,114.637,35.5914,1.8714,0.24,0.15,0.46,0.73,1
crit4brains,1292,3175,90,443,281,26,2.4574,2.3769,0.0844,149,1.869,4.219,136956,153.307,346.0655,88.864,21.33,1.5337,0.19,0.12,0.33,0.251,0
Bigdoglove630,1740,3189,143,706,977,15,1.8328,2.6195,0.2828,24,0.995,1.4093,5796,33.662,47.6799,114.503,31.0778,2.4828,0.58,0.11,0.44,0.67,1
dicetower_news,1408,3201,0,15549,10,327,2.2734,0.5547,0.0021,62,8.612,0.5539,30,2.775,0.1785,109.844,2.8887,1.5,0,0.8,0.95,0.749,1
PROleary,2906,3219,82,237,778,4,1.1077,0.0286,0.02,7,0.429,1.8101,54378,151.223,638.0717,85.376,14.4224,1.1648,0.09,0.36,0.55,0.092,0
nuancedminutiae,1674,3249,107,611,1708,16,1.9409,9.6852,0.1016,76,1.64,2.6841,282918,1141.537,1868.3093,105.917,31.1686,1.2206,0.07,0.1,0.39,0.227,0
Boardgame_girl1,366,3254,158,1886,399,37,8.8907,22.7568,0.0273,135,5.148,2.7296,23683,23.856,12.649,106.831,34.7261,1.7435,0.35,0.07,0.42,0.111,0
TabletopPolish,2300,3415,117,134,106,5,1.4848,0.8335,0.0252,24,1.232,9.194,1807,4.852,36.209,98.886,20.5219,1.1429,0.03,0.07,0.43,0.099,0
SakumziAdam,1126,3455,75,7795,8306,4,3.0684,3.8917,0.4183,2463,12.341,1.5832,157865,798.733,102.4674,96.157,9.2179,1.1069,0.13,0.29,0.22,0.723,1
MICA_CD,1948,3530,52,856,346,20,1.8121,0.4605,0.018,11,0.582,0.6799,65,0.448,0.5234,119.236,21.2001,1.9012,0.58,0.08,0.91,0.201,0
cyanworlds,3310,3556,76,10110,212,269,1.0743,0.3619,0.094,962,10.263,1.0151,7034,15.514,1.5345,81.289,32.4704,1.5469,0.32,0.11,0.27,0.514,1
RoryJSomers,541,3568,119,1195,1542,23,6.5952,11.3235,0.0684,84,2.525,2.113,110,0.464,0.3883,102.799,26.4832,1.2414,0.03,0.03,0.47,0.13,0
MakerFaireRoc,1426,3637,128,1656,2465,94,2.5505,1.6662,0.209,72,2.045,1.2349,3459,7.307,4.4124,119.43,29.0532,1.5057,0.35,0.14,0.46,0.625,1
robxctz,447,3648,0,458,426,1,8.1611,4.9306,0.6174,61,1.423,3.107,101298,1455.145,3177.1725,47.789,3.8682,1,0.01,0.07,0.15,0.588,1
margiesmith2011,2221,3648,29,98,166,11,1.6425,0.3305,0.0005,5,0.362,3.6939,2,0.052,0.5306,101.578,39.7192,1.0936,0.5,0.04,0.8,0.045,0
d20pfsrd,3130,3692,154,3152,1825,99,1.1796,0.0131,0.0026,6,0.673,0.2135,5,0.116,0.0368,90.023,10.6756,1.5263,0.02,0.01,0.84,0.093,0
EiffelArt,3373,3694,144,43405,510,477,1.0952,64.8897,0.0329,13747,157.613,3.6312,100921,531.442,12.2438,65.903,19.455,1,0,0.18,0.12,0.352,0
rotorxracing,1341,3724,156,4300,4856,112,2.777,1.1976,0.3043,16,1.011,0.2351,2837,4.899,1.1393,122.85,18.0551,2.969,0.29,0.03,0.83,0.691,1
AlexisJanson,3248,3820,153,1118,226,89,1.1761,0.911,0.0049,109,2.39,2.1377,3624,3.905,3.4928,108.169,16.1899,1.1321,0.05,0.03,0.46,0.058,0
CrazyCactusEnt,2452,3889,88,576,1416,49,1.5861,1.9821,0.1558,75,0.464,0.8056,506096,3513.453,6099.7448,105.325,14.4892,1.7565,0.19,0.17,0.49,0.426,0
tapirtales,1039,4188,159,10573,9823,169,4.0308,5.9124,0.2069,41,1.501,0.142,1180,4.189,0.3962,103.195,18.7412,3.2504,0.68,0.47,0.35,0.439,0
ladygra_gra,2535,4570,29,298,631,3,1.8028,9.3858,0.1361,30,0.689,2.3121,862184,6832.055,22926.3591,94.875,9.494,1.345,0.37,0.17,0.14,0.378,0
propsofprophecy,3316,4613,156,336,616,12,1.3911,0.4729,0.1065,140,0.927,2.7589,225013,1913.71,5695.5655,100.989,20.6222,1.4058,0.14,0.14,0.33,0.392,0
thedicebear,1020,4645,127,1919,1475,87,4.5539,3.2098,0.0284,19,2.499,1.3022,1053,2.471,1.2876,122.835,25.1183,2.6746,0.67,0.08,0.76,0.308,0
aboardgamelife,3246,4743,164,567,665,21,1.4612,4.2994,0.0752,23,1.732,3.0547,2261,5.938,10.4727,106.577,33.9595,1.4205,0.18,0.17,0.42,0.317,0
MagicOrthodoxy,2321,4941,33,1689,625,22,2.1288,2.0888,0.0039,30,2.024,1.1983,4,0.326,0.193,98.27,23.3849,1.433,0.45,0.06,0.81,0.253,0
RogueZionist7,3264,5033,137,2767,3315,10,1.542,0.4335,0.0251,10,0.342,0.1236,33642,511.859,184.987,109.604,-9.1281,1.52,0.03,0.01,0.81,0.189,0
steamgirlgame,2331,5126,144,837,882,49,2.1991,2.187,0.1137,191,1.082,1.2927,250899,2594.117,3099.3035,122.209,21.1965,1.68,0.05,0.07,0.51,0.314,0
ASBK,3260,5293,78,2538,473,60,1.6236,0.0015,0.0015,53,1.072,0.4224,15,0.373,0.147,113.862,21.1622,2.2095,0.1,0,0.96,0.262,0
IanRLiddle,2925,5374,136,337,488,29,1.8373,0.0417,0.0328,6,0.363,1.0772,299758,427.111,1267.3917,98.49,17.4843,1.5789,0.56,0.16,0.2,0.242,0
MTD_Jake,3526,5400,148,853,703,46,1.5315,1.5998,0.0408,166,2.497,2.9273,282918,1051.855,1233.1243,113.066,19.4237,1.463,0.16,0.1,0.59,0.329,0
beziergames,1889,5507,159,12365,190,338,2.9153,4.2779,0.1345,175,4.6,0.372,303,2.025,0.1638,112.833,39.5785,1.5919,0.47,0.12,0.47,0.568,1
sockmerchant,3975,5569,27,204,141,11,1.401,0.3288,0.0201,211,1.631,7.9951,240110,1100.46,5394.4118,76.441,18.0573,3.2247,0.09,0.13,0.17,0.143,0
OnlyPlayWizards,2171,6059,116,329,543,33,2.7909,1.1023,0.0447,149,1.745,5.304,380320,536.288,1630.0547,122.186,15.38,2.2448,0.62,0.13,0.77,0.331,0
tommmoore,3326,6222,9,12670,2066,230,1.8707,4.1987,0.2511,445,3.438,0.2713,181247,1064.554,84.0216,116.108,32.3866,1.4468,0.19,0.19,0.19,0.887,1
AdeTurner2,2163,6322,148,5272,1599,152,2.9228,6.3375,0.1863,124,3.205,0.6079,7327,41.574,7.8858,112.836,31.1648,3.0731,0.47,0.34,0.2,0.621,1
Gameplayinginfo,817,6354,70,476,57,49,7.7772,14.1628,0,3,0.033,0.0693,2,0.081,0.1702,135.316,8.3159,1.3214,0.03,0,1,0.072,0
WrenKing,1472,6539,134,1017,220,8,4.4423,18.6535,0.1848,553,3.853,3.7886,95997,1143.141,1124.0324,80.835,18.459,1.3913,0.05,0.24,0.15,0.337,0
MichaelRoddan,2051,6829,112,5142,3053,144,3.3296,6.5831,0.0946,271,4.913,0.9555,5739,16.675,3.2429,91.706,9.2241,1.6522,0.02,0.14,0.44,0.441,0
IronAngel321,1130,6976,106,425,29,8,6.1735,4.3018,0.2637,22,0.74,1.7412,506014,2139.785,5034.7882,94.961,14.6568,1.4216,0.29,0.28,0.47,0.414,0
cannonhillpark,3352,7249,38,2842,4023,78,2.1626,0.8905,0.0176,28,1.792,0.6305,2890,4.61,1.6221,137.632,20.2102,1.4417,0.41,0,0.94,0.523,1
RobotechNews,3332,7727,75,10356,151,201,2.319,0.6597,0.0747,281,24.021,2.3195,1195,10.716,1.0348,125.822,9.061,2.9672,0.88,0.36,0.68,0.962,1
epicgamingnight,1190,7765,133,3587,1110,114,6.5252,7.2639,0.0681,104,5.408,1.5077,231,1.211,0.3376,104.405,29.8323,1.3478,0.09,0.16,0.45,0.239,0
ETBoardGames,2419,7910,37,6540,1946,82,3.2699,25.4845,0.0054,18,2.334,0.3569,438,3.378,0.5165,109.942,38.2429,1.616,0.38,0.2,0.85,0.455,0
ETBoardGames,2419,7910,37,6540,1946,82,3.2699,25.4845,0.0054,18,2.334,0.3569,438,3.378,0.5165,109.942,38.2429,1.616,0.38,0.2,0.85,0.455,0
PolyhedronC,2285,7932,138,1881,982,88,3.4713,1.7921,0.0993,42,2.207,1.1733,93494,139.865,74.3567,104.401,14.6558,1.5476,0.21,0.16,0.42,0.381,0
thegamecrafter,3295,8148,160,6967,71,237,2.4728,1.2073,0.1014,84,1.581,0.2269,157,1.409,0.2022,108.344,31.6591,1.1966,0.29,0.05,0.59,0.475,0
SonofUltramar,2180,9112,46,188,90,14,4.1798,2.2087,0.2674,101,0.657,3.4947,380320,3905.477,20773.8138,105.244,11.3242,1.7606,0.14,0.25,0.31,0.623,1
BackspindleGame,2238,9323,95,2569,1908,127,4.1658,3.16,0.1828,18,1.989,0.7742,282917,498.534,194.0576,117.794,36.7698,2.1623,0.5,0.14,0.53,0.758,1
YstlDystl,2451,9520,109,50,88,1,3.8841,0.0743,0.0379,6,0.138,2.76,6162,28.372,567.44,67.364,12.3077,1.5846,0.07,0.02,0.16,0.13,0
azazel_42,2160,9672,17,249,446,21,4.4778,4.3727,0.2144,3,0.101,0.4056,315628,2957.667,11878.1807,90.261,14.9665,1.7221,0.42,0.24,0.42,0.47,0
FenrisGames,2114,9875,71,1303,762,30,4.6712,6.7498,0.0303,145,4.955,3.8028,52277,75.273,57.769,93.846,14.5278,1.2297,0.15,0.13,0.41,0.248,0
edinburghcastle,1821,10246,129,24889,324,333,5.6266,2.4146,0.0939,961,27.072,1.0877,505,10.638,0.4274,114.274,29.0294,1.3696,0.35,0.28,0.5,0.743,1
RockRecipes,3329,10476,144,28663,4008,225,3.1469,0.398,0.0012,21,3.147,0.1098,9,1.122,0.0391,136.556,45.7233,1.3704,0.08,0.01,0.98,0.588,1
Bombastic_World,969,10477,105,24593,9580,270,10.8122,12.3829,0.9608,1758,2.546,0.1035,534124,2145.008,87.2203,113.346,18.4457,2.4797,0.47,0.48,0.1,0.957,1
Awesome8sRPG,790,11311,149,892,703,85,14.3177,0.1734,0.0266,28,0.892,1,201004,241.648,270.9058,110.166,10.8393,1.5604,0.79,0.44,0.46,0.162,0
DocDraconis,3215,11376,88,623,785,50,3.5384,0.8613,0.0177,19,0.553,0.8876,181314,834.361,1339.2632,85.454,9.1479,1.2963,0.11,0.01,0.54,0.077,0
ChrisBryanGames,3422,11478,99,2322,664,89,3.3542,1.2899,0.0196,220,3.347,1.4414,10415,14.358,6.1835,99.989,23.3821,1.68,0.03,0.09,0.42,0.136,0
disney_parents,810,11632,52,1274,899,34,14.3605,0.9556,0,4,0.367,0.2881,3,0.135,0.106,98.773,7.6032,1.6449,1,0.6,0.9,0.114,0
BoldBebo,2292,11778,151,2875,1450,43,5.1387,8.5716,0.1898,766,7.469,2.5979,201741,3586.446,1247.4595,104.294,11.4054,1.2105,0.02,0.11,0.24,0.51,1
BrawlingBros,1162,11778,160,3923,975,127,10.136,11.1902,0.1067,71,5.038,1.2842,33566,43.19,11.0094,115.121,30.6913,1.4753,0.22,0.06,0.53,0.313,0
Jewson,2652,11829,160,25163,2192,220,4.4604,1.5215,0.0863,209,2.732,0.1086,829,2.918,0.116,122.338,33.0026,1.3622,0.18,0.12,0.47,0.489,0
WoWChallenges,1146,11842,147,1410,887,27,10.3333,10.7339,0.3316,29,2.002,1.4199,678,2.264,1.6057,109.883,26.1096,1.5856,0.11,0.1,0.54,0.683,1
theBATCLAM,2902,11879,147,1128,271,29,4.0934,7.081,0.1564,86,4.104,3.6383,506385,1936.859,1717.0736,120.059,26.6182,1.9946,0.37,0.18,0.44,0.704,1
BloomWatcher,699,11884,83,207,2,25,17.0014,0.0057,0,5,0.056,0.2705,3,0.071,0.343,125.203,8.0059,1.001,1,1,1,0.065,0
dwightdmiller,2224,12326,156,16724,16726,349,5.5423,2.9591,0.4388,26,0.117,0.007,3327,235.081,14.0565,106.389,29.9389,2.5932,0.32,0.02,0.1,0.991,1
FearlessOphelia,1008,12986,164,30173,23832,240,12.8829,0.2679,0.1002,405,4.232,0.1403,174999,235.444,7.8031,100.182,18.6947,2.7106,0.55,0.19,0.54,0.474,0
tomgurg,2918,13263,145,1287,524,57,4.5452,6.0233,0.0751,25,0.855,0.6643,332929,467.348,363.1298,80.109,26.3099,1.7561,0.08,0.06,0.23,0.252,0
erinf,3799,13567,142,3740,704,126,3.5712,0.3633,0.0763,29,0.54,0.1444,120581,802.658,214.6144,88.076,8.2667,1.6019,0.11,0.15,0.32,0.373,0
joyce_jarrell,359,13598,130,597,703,2,37.8774,9.0557,2.3036,10,0.146,0.2446,31349,884.745,1481.9849,125.568,-0.4342,1.7407,0.16,0.07,0.34,0.855,1
FlickaBTS15,133,14040,134,173,331,2,105.5639,146.8797,5.8195,1117,4.513,26.0867,481806,11510.651,66535.5549,120.809,17.7811,1.7318,0.18,0.19,0.21,0.834,1
Gelada,3334,14512,160,3834,788,271,4.3527,0.5957,0.1548,240,2.819,0.7353,201743,512.86,133.7663,117.035,19.8784,1.7639,0.23,0.16,0.3,0.622,1
maximumperry,2654,15172,154,1535,2157,4,5.7167,2.8873,0.3248,30,0.27,0.1759,201052,4711.782,3069.5648,124.639,-1.3971,1.4267,0.07,0.06,0.17,0.889,1
varnished_truth,806,15288,158,2501,3186,78,18.9677,50.2196,0.2531,63,2.718,1.0868,41572,345.443,138.122,114.279,14.4515,2.0344,0.35,0.14,0.6,0.35,0
hyperstarter,940,15310,155,3019,72,263,16.2872,4.7957,0.016,9,0.66,0.2186,867,1.836,0.6081,136.789,34.1032,1.9754,0.57,0.01,0.98,0.265,0
ChiBaddest,1970,15365,48,442,102,1,7.7995,3.7822,0.2305,14,0.491,1.1109,248867,10345.269,23405.586,81.93,-0.0356,1,0.05,0.09,0.3,0.502,1
DJ_Corinna,2087,15375,132,1521,1765,69,7.367,0.839,0.3848,3,0.029,0.0191,108590,220.83,145.1874,119.157,27.6475,2.3583,0.44,0.26,0.37,0.864,1
Agos_RuizAbg,726,15477,160,459,90,0,21.3182,7.9945,0.6639,56,0.311,0.6776,28235,1007.644,2195.3028,60.629,-5.5316,1.2381,0.02,0.05,0.07,0.532,1
NomadicThunker,2404,15747,152,2734,879,256,6.5503,0.6057,0.067,57,1.053,0.3851,234135,1024.449,374.707,114.759,14.0072,2.0283,0.21,0.05,0.65,0.443,0
paulmurff,3653,15844,0,748,4209,10,4.3373,7.354,0.0487,42,1.002,1.3396,168876,365.001,487.9693,118.565,5.078,1.65,0.02,0.01,0.78,0.451,0
DavidBaity,1894,15945,27,13481,9000,110,8.4187,0.3268,0.038,9,0.408,0.0303,121184,128.867,9.5592,122.149,4.36,3.1786,0.9,0.1,0.93,0.566,1
Joel_Couture,2529,16106,158,2923,610,110,6.3685,5.9261,0.1791,147,2.744,0.9388,11861,89.272,30.5412,122.072,17.507,1.9882,0.09,0.24,0.54,0.67,1
1039KRock,2483,16134,87,4255,776,24,6.4978,0.2795,0.0685,8,0.268,0.063,220,1.841,0.4327,112.108,6.8734,1.2286,0.21,0.11,0.49,0.481,0
thebrinos,3316,16235,144,1092,817,59,4.896,0.7325,0.0754,14,1.049,0.9606,147774,2039.646,1867.8077,107.23,17.9032,1.3415,0.04,0.18,0.33,0.329,0
IllimitableMan,1646,16489,147,37452,124,521,10.0176,30.8153,0.2606,2499,94.546,2.5245,93013,288.048,7.6911,116.52,8.4355,1.1667,0.01,0.06,0.34,0.861,1
lackriver,3822,16875,73,566,190,30,4.4152,0.001,0.0348,331,2.634,4.6537,96941,482.84,853.0742,90.691,18.6478,1.2609,0.02,0.07,0.26,0.185,0
coopnews,3416,17270,134,19220,10262,715,5.0556,0.3683,0.0117,292,4.725,0.2458,152,3.684,0.1917,132.917,19.5258,1.4056,0.68,0.14,0.95,0.775,1
ColoniumKoeln,1528,18274,138,1675,370,88,11.9594,5.1027,0.0478,285,7.796,4.6543,6476,24.87,14.8478,133.669,-8.0608,2.0156,0.45,0.02,0.84,0.542,1
demo_ken,2444,18321,145,2581,951,121,7.4963,0.2688,0.0115,31,2.14,0.8291,26,0.394,0.1527,103.333,21.673,2.5305,0.28,0.12,0.43,0.212,0
Noomoid,3184,18708,142,1325,2814,22,5.8756,3.685,0.0088,51,2.553,1.9268,51337,145.488,109.8023,71.227,32.4056,1.0241,0.08,0.31,0.16,0.039,0
AmyZerner,2757,18804,162,4639,5170,146,6.8205,0.3533,0.0896,15,1.448,0.3121,38338,99.355,21.4173,113.192,32.3298,2.9464,0.11,0,0.77,0.492,0
mylin1,2730,18890,142,2365,1616,59,6.9194,7.3982,0.0278,34,2.036,0.8609,11969,12.834,5.4266,74.522,32.9783,1.2059,0.03,0.2,0.17,0.159,0
PenanceRPG,1100,19953,155,4769,4564,64,18.1391,48.4655,0.4818,31,2.823,0.5919,351796,747.187,156.6758,130.55,9.5171,3.2135,0.53,0.09,0.44,0.795,1
DeathByMage,1012,20041,147,3594,1150,99,19.8034,51.4032,0.3241,68,2.575,0.7165,9413,44.242,12.31,112.117,26.2084,1.6031,0.19,0.09,0.39,0.399,0
gamebanshee,3231,20134,47,1120,107,57,6.2315,0,0,7,0.345,0.308,5,0.246,0.2196,77.965,-1.1152,0,0,0.26,1,0.195,0
utahherald,33,21434,93,28,0,1,649.5152,0,0,2,0.02,0.7143,2,0.016,0.5714,117.756,15,0,0,0,1,0.015,0
TesseraGuild,1655,22330,144,3835,3792,331,13.4924,7.7813,0.5051,17,0.315,0.0821,15534,147.622,38.4934,118.834,8.0373,2.583,0.27,0.23,0.6,0.974,1
generalcrozier,1677,22746,109,158,159,2,13.5635,26.0334,0.2528,15,1.616,10.2278,358418,4783.654,30276.2911,79.622,9.9417,1.5152,0.03,0.36,0.08,0.466,0
Indie_launchpad,779,24372,160,9383,6831,222,31.2863,4.516,0.0372,16,1.149,0.1225,112,2.372,0.2528,100.547,-0.6635,1.1273,0.94,0.74,0.95,0.916,1
