keywords,User,Time,Favorite count,retweets,Text
A Pound of Kindness,D3DreamAndDo,2018/5/11 18:52,1,1,I liked a @YouTube video https://t.co/XXeSAGAhZ2 A Pound of Kindness - Children's Book Promo - Coming 2018
Neta-Tanka,dabiglulu,2018/6/11 19:07,8,2,"Neta-Tanka, via @Kickstarter https://t.co/R67woCK0qF Amazing how this campaign is going! Amazing stretch goals goin https://t.co/ibHW5mlSEw"
"Heroes of Land, Air & Sea",Dagreenskins,2018/6/4 13:50,11,3,"Check out the new Birdfolk for Heroes of Land, Air and Sea from @Gamelyn_Games The KS is live and getting a lot of https://t.co/EmKwPQLI61"
The Haunted Zoo,daizycooperxxx,2018/5/22 15:38,24,1,"Me and @emilyblaccxxx went to the haunted abandoned zoo last night, my phone would barely take photos and her phone https://t.co/eBl5pozfrf"
Atex Brawl,DakotaMy_no4u,2018/6/9 16:20,1,1,I just backed Atex Brawl on @Kickstarter https://t.co/5oBPxbyHIJ
The Future of Books is Female,daleyfarr,2018/6/12 0:09,0,1,"Less than 24 hours left to go on this very cool project:
https://t.co/HKx1DMrzXw"
RocketBody,DALwrites,2018/5/10 18:26,0,1,Will RocketBody's supercomposition-measuring system help you achieve better #fitness results? https://t.co/LOTnmFzYdP
Guide de survie alimentaire aux Etats-Unis,Dame_Cacao,2018/6/1 15:29,2,1,I just backed Guide de survie alimentaire aux Etats-Unis on @Kickstarter-- go support @37Chocolates in the 3rd prin https://t.co/pfJFXFqs44
Joker and the Thief,DamienThorne17,2018/6/17 0:51,0,1,I'm a liar and a thief 2000 years ago watt rhe joker said to the thief was when they nail the guy in the middle to https://t.co/uL1HubMoWT
Yokai Septet,Dan_NinjaStar,2018/5/27 17:19,2,2,KublaCon dealer hall is now open! Come demo our latest game Yokai Septet currently on Kickstarter! We also have Swe https://t.co/kzKuTppgha
Penguin Pin ,DangerFeedsRage,2018/5/15 14:38,1,1,@TailoredinSuits supports the evil side of Harry Potter and its horrible! The pin shouldve been broken like that https://t.co/PT4rYxIBni
New Horizon Tarot Deck,DangerPat,2018/6/18 22:12,6,2,Im allowed to post the full version of my Zarya card art for the New Horizon Overwatch tarot Kickstarter. Theres https://t.co/snq5oLwYVO
GameTale,danieladeangeli,2018/5/21 12:13,0,2,Discover the artefact for #GameTale2018: A 19th century steel peacock with golden decorations from the @Holburne co https://t.co/yIqUbGSSIy
Kodama Duo,DanielSolis,2018/5/21 12:02,22,7,"While y'all here, buy a sense of accomplishment!

 Junk Orbit in stores in late June. Pre-order for a promo pack o https://t.co/hMRTgmJqI4"
Inexpensive Fate / Fudge Dice,danthediceguy,2018/5/16 13:22,3,1,"Sample Inexpensive Fate/Fudge Dice! 
#fatecore #fate #fudge #faterpg #fudgerpg #dice #fatedice #fudgedice https://t.co/2DlPUjepoa"
Shadowrun,DAoCvet,2018/6/12 6:26,0,1,"just give me a #Shadowrun game with an open world, and I can die happy lol,  I miss the old snes one, that was awes https://t.co/5jX6sYTnIX"
Misty Ruins,DarkAstray,2018/6/14 20:45,8,4,"Misty ruins...
#indiedev #gamedev #madewithunity #unity3d #indiegamedev #gamedevelopment #unity #IndieGame https://t.co/Uqd8xZtGWH"
Dark Naga,darknagagames,2018/6/14 13:53,3,1,"We're mid-campaign, going strong. Join us, won't you?

https://t.co/FCJqH9vugS"
Orphans Team Fantasy Football,darrenc777,2018/5/26 23:24,0,2,"@FFReevesIsland @MyFantasyLeague @FFD260_Orphans 
@MyFantasyLeague 
Join my 16 team startup keeper Fantasy Football https://t.co/Q1mU2bMbU4"
The Original Bucket Case Helmet Protector,DarthHair1,2018/5/22 2:06,0,1,Check out The Original Bucket Case Helmet Protector by Darth Hair on @Kickstarter https://t.co/Od38B3a9Vy #501st https://t.co/RUc3wURD6s
ACUTE PARANOIA,DasGoblinGames,2018/6/1 15:35,1,1,Acute Paranoia RPG Up On Kickstarter https://t.co/1te1lDQLvo https://t.co/Zb2VeLQ5td
Mighty Aphrodite! the Animated Web Series,datafaucet,2018/5/24 17:07,1,1,"Mighty Aphrodite! A new animated web series about love and returning to the mortal world after 2,000 years... we've https://t.co/xFlvhKRbBw"
Clean Up Clyde (A Retro Inspired Arcade Game for PC),datdoofus,2018/6/17 22:56,3,1,I just backed Clean Up Clyde (A Retro Inspired Arcade Game for PC) on @Kickstarter https://t.co/JplGfPQkIY
Understanding Book Publication Contracts,Dave_Fagundes,2018/6/8 17:46,1,1,Not too late to support this important project by @Auths_Alliance https://t.co/6eqUMqjquv @kickstarter
Castle von Loghan,DaveTaylor,2018/5/27 20:11,1,1,"Hey gamers! The Kickstarter campaign for the board game ""Castle von Loghan"" looks fun and 1-6 players gives you lot https://t.co/UZTCLL82PY"
Solar Warden,DavidBaity,2018/5/15 21:54,0,1,"Download the demo

https://t.co/hcJEzeCmNp"
Thornclaw Manor- Illustrated Playing Cards by Steve Ellis,DavidGallaher,2018/5/21 16:03,15,10,I just backed Thornclaw Manor Illustrated Playing Cards by @HyperSteve Ellis on @Kickstarter https://t.co/MfnbnWYIib
2 Many Parakeets,DavidWentNomad,2018/6/2 7:28,2,2,"What an amazing children's book @raytoons

https://t.co/86lcWC1m4W

#kickstarter"
the serpent eats its tail,DawltonBarn,2018/5/6 11:41,9,3,"Please help a friend, @russelljrharris who is working towards his first solo show in Berlin. By pledging to his https://t.co/JPhihSMaud"
Modelling Miniatures Core Book & Dwarves Source Book,day133513636,2018/5/21 2:11,1,1,"OMG, my new Kickstarter project is LIVE. Please check it out..
#Sculptris #Sculpting #3DPrinting #3DModelling https://t.co/iehp74nUtP"
ITA Bag Purse for Enamel Pins!,Daymarebrand,2018/5/16 16:43,3,1,Almost 50% funded in one day! #itabag #kickstarter https://t.co/gotFGE3SmB https://t.co/GN938b9NWU
Septaer,DB_Stokes,2018/5/17 21:53,3,2,Check out Septaer: Smart Display with 360Â° Screen &amp; Camera by Taechyon Robotics Corporation on @Kickstarter https://t.co/NypsTsKY6x
The Road Trip Residency,dc3ArtProjects,2018/5/27 22:38,4,2,Quick trip to to see new #JudeGriebel exhibition Ground-Figure @EsplanadeAG and tour the amazing @Medalta museum an https://t.co/HqcyZGfk72
We Shall Be Monsters,DcanDivaCreates,2018/5/26 20:38,7,1,"In honour of the upcoming We Shall Be Monsters anthology, and his love for bunnies, I made @DNewmanStille this Fran https://t.co/97ycTN4V0m"
Fanciful Ridiculousness ,dcooneyart,2018/5/13 17:53,1,1,I just backed Fanciful Ridiculousness : The Art of J.M. Dragunas on @Kickstarter https://t.co/WZoIgxjIFI @JMDragunas work is fantastic!
100 Things Phish,DeadPhishOrch,2018/5/10 18:59,6,2,"So stoked for our June 1 show @brooklynbowl Book Release Party for ""100 Things Phish Fans Should Know &amp; Do Before T https://t.co/4QV3tQzNEU"
Fungeons & Fandoms,DeathByMage,2018/5/17 20:58,7,3,Check out Fungeons &amp; Fandoms' #Kickstarter and level up your Nerdom with these awesome d20 Enamel Pins! https://t.co/5F3QyrPGXW
Villagers,DeccanHerald,2018/5/22 13:13,2,2,The villagers have been vehemently opposing the noxious gas leaks and bad effluent management for nearly 20 years a https://t.co/1GyVzxccdy
Critically Drunk,DeepDungeonGMZ,2018/6/1 12:21,1,1,https://t.co/PbxBLgDFvm COME JOIN THE SUCCESS!!! #DND #RPG #GAMES #GAMING #FANTASY #KICKSTARTER #CROWDFUNSING RETWW https://t.co/WTt6aEx40n
Horror and Science Fiction Enamel Pin Collection,DeeplyDapper,2018/5/25 7:50,4,1,"The POWER GAUNTLET is another of the pins that are part of our sweet Horror and Sci-fi Enamel Pin Kickstarter, goin https://t.co/8BJW5d3k6S"
Freya's Friends,dehmohnic,2018/6/2 3:01,0,3,"@englishrpers @smutpromos @freelancerpers 

hello! im freya and im looking for some friends or someone to plot wi https://t.co/uYXfXxIhSh"
Hannibal Tarot Enamel Pins,DelaKidd,2018/6/18 21:26,4,2,"The Hannibal Tarot Enamel Pins project has not only met it's goal, but Im pretty sure it's safe to say we're meetin https://t.co/G7WsDMlEbW"
Vault of K'Horror A Tunnels & Trolls GM Adventure,DeluxeTnT,2018/6/11 17:45,4,4,"Our Vault of K'Horror kickstarter is close to funding.

Let's blow through to those stretch goals! https://t.co/3D13blrHLb"
Mr. Cabbagehead's Garden,demo_ken,2018/5/13 1:43,0,1,Sallie Tommy-oughtoos can bugger off from my garden! My first game of Mr. Cabbagehead's Garden nets me 78 points. T https://t.co/YnpT7Gs43W
Portrait of Scottie for Shroud of the Avatar,Denis_Loubet,2018/6/14 7:34,14,3,Check out Portrait of Scottie for Shroud of the Avatar by Frank Baxley on @Kickstarter. When this project fully fun https://t.co/rxauasWttP
NATEDE,designmilk,2018/5/20 20:16,20,2,NATEDE: A Smart and Natural Air Purifier by Clairy  https://t.co/b4BucIkVpn #fromthearchives https://t.co/NU3Oci0K44
Rolleiflex Instant Kamera,designtaxi,2018/5/14 1:45,18,8,The Rolleiflex is back as an instant camera https://t.co/kOl3WT9CiN
Tachyon Squadron (Fate Core RPG),devlin1,2018/6/19 5:27,4,3,"I got to play Tachyon Squadron at #Origins2018, and it is CRIMINAL that this Kickstarter hasn't absolutely exploded https://t.co/w5PzR78frd"
Ovie Smarterware,dezeen,2018/6/12 5:00,5,2,The glowing discs that signal if an expiry date is approaching through easily recognisable colour coding https://t.co/NPc569El02
MESAY 2.0,DianeCapri,2018/6/4 1:43,0,1,Travelling With a Portable Language Translator: Mesay 2.0 Review https://t.co/gkcusGIXDJ via @mappingmegan https://t.co/R43Cl4jZtH
Reign of Cthulhu,DianeVarner,2018/6/3 20:39,1,1,Reign of Cthulhu is Changing AR Gaming one T-shirt At a Time! https://t.co/oEisQoMvi1 via @NothingButGeek
Secret Agents of CROSS for Savage Worlds,dicegeeks,2018/6/15 20:09,1,1,Secret Agents of CROSS For Savage Worlds Up On Kickstarter https://t.co/VeifADNDRs
One Week Ultimate Werewolf,dicerollcafe,2018/6/2 12:05,8,3,"So glad to get a game of @beziergames' new addition to the #werewolfgame line, #OneWeekWerewolf! Was really impress https://t.co/7NjapTqIJ5"
ENVYRA,dicetower_news,2018/5/10 16:05,2,1,Envyra lands on Kickstarter. https://t.co/UpkKCmdlma You are part of fascinating Vortex of life where players compe https://t.co/Wgi5ew2YTi
Doomsday Bots!,DigiSpriteDev,2018/6/6 17:51,5,3,Unlocked the first of our Stretch Goals yesterday! Amazing progress being made on the campaign. #steampunk https://t.co/HtaCOOwFyD
COMBAR,DigitalTrends,2018/5/13 16:05,18,5,"The Combar heavy duty multi-tool is a @Leatherman on steroids. 
https://t.co/zzWBYrq6Pu"
Diktionary.com,diktionarychris,2018/5/12 12:01,3,1,Love this. #diktionary.com #whatsyourword https://t.co/4RUY0SHSCp
Mom-and-Pops of the L.E.S.,dirtybandits,2018/5/31 12:25,2,1,I just backed Mom-and-Pops of the L.E.S. - Public Art Installation by @jamesandKarla on @Kickstarter https://t.co/etCpZczCef
DIY Miss Cupcake XL,DiscordiaCS,2018/5/23 4:24,1,1,Join the Discordia Custom Show @DesignerCon  2018. All three Platforms available at once via @kickstarter HERE: https://t.co/PawBaMZJTL
Galactic Wars,disney_parents,2018/5/16 4:26,1,1,Star Wars: Galactic Nights event reveals Galaxys Edge Panelists #disney https://t.co/IwXirmZCtX
Wally Wallet,DistilUnion,2018/5/29 21:32,1,1,"Huzzah! Wally for #iPhoneX has passed 200 backers on @Kickstarter Only $1,897 more bucks to raise before we crush https://t.co/cZoo0J51iv"
H4WK DIY Drone Kit,diyodemag,2018/5/25 6:03,0,1,"The H4WK DIY Drone Kit was successfully funded in just two days! However the campaign ends in just 5 days, so don't https://t.co/w5np5uOzNf"
Fairy Drone,DJFrankieee,2018/6/1 22:53,0,1, The Fairy drone is an aerial photographer with nearly magical powers [VIDEO] | #Photography via @DigitalTrends https://t.co/sumytzalsx
Tattooed Leia Stickers,dlo168art,2018/5/31 17:56,4,1,Gangster Leia by @dada16808 vectored by who else? :) Please show us your support! https://t.co/cRLQoFvR2S https://t.co/at82Gt88Ca
We Shall Be Monsters,DNewmanStille,2018/6/4 18:36,1,1,And here is the link to the We Shall Be Monsters Kickstarter for all of you Frankenfans out there ;) https://t.co/wBvpqH1bIZ
Endless Realms RPG,DocDraconis,2018/5/15 3:52,7,5,"This is an #rpg I'm writing for, and it's SO CLOSE to funding!

Check it out. It's a great concept,  and it's in Ca https://t.co/Ei1Ot12T2Z"
HACK YOUR NOTEBOOK,docuguy,2018/6/11 23:20,1,1,"Educators, friends, creatives, back this project. I did and am looking forward to its great success.  #education https://t.co/vanibjn7tj"
Solar Warden,dominictarason,2018/5/22 12:33,0,2,"Oh man, the Solar Warden Kickstarter is 6 hours from finish, and just 2k short. Fingers crossed.
https://t.co/0x4UhiaO6n"
CrowPi,Domotique34,2018/5/15 7:50,0,1,"CrowPi- A Raspberry Pi Kit to Learn Computer Science, Programming, andElectronics https://t.co/ixbXB043FI https://t.co/igxxQDIkjp"
Zombie Road,don_anelli,2018/6/12 1:57,1,1,A new #review of Wyrmwood: Road of the Dead: https://t.co/lzR99vKiYI #Horror #Zombie @wyrmwoodmovie
Magic Office Chair Caster Wheels,DonationExperts,2018/5/15 23:15,0,1,#Magic #OfficeChair Caster Wheels - #Protect Your #Floor is popular on @Kickstarter!  https://t.co/NeCFtg0XEZ https://t.co/o07aIgTBhZ
Heroes Map,DOTABUFF,2018/6/18 20:20,35,10,"The Spectre threat is at an all-time high boasting a 61.10% win rate and 13.78% pick rate!

So what can you do to s https://t.co/7ou11wIKsN"
Double Dip Bars,doubledipbars,2018/5/31 17:48,7,1,"2 weeks left of the Double Dip Bars @kickstarter Campaign!
https://t.co/PW9bG98XhO

-
-

Check out our new Affliate https://t.co/qNpq7mkI3b"
Dangerous Descents 5e,DragonTurtleG,2018/5/12 17:31,14,3,"We've unlocked Dungeon Art for Dangerous Descents 5e!
Each one of our adventure modules will feature a brilliant il https://t.co/MIi6hgiHDl"
Arcana League,drakegyllenhaal,2018/6/10 1:15,5,2,did more baseball stuff: https://t.co/zYBaNjDQ8H https://t.co/NJzb5b6wkr
The Overworld and Beyond,dread_unicorn,2018/5/16 5:21,2,2,"Egg Embry names The Overworld and Beyond as a ""Kickstarter You Should Back!""
https://t.co/bghgGIq7Pk https://t.co/8VadRkIqmE"
DREVO BladeMaster,DREVO_US,2018/6/11 4:26,12,2,"Attention fellas
We are running out On-Time Bird #BladeMasterPRO ! Get ONE now!
https://t.co/nqbq06C1tn
S https://t.co/OXgJKG4XXz"
"It's Chaos, Be Kind",DrewMcWeeny,2018/5/22 0:34,65,8,It's chaos. Be kind. https://t.co/p5635jSCjH
Newfoundland Jam,DrinkingQuest,2018/6/3 15:02,1,1,"Working to finish a downloadable version of the NEWFOUNDLAND JAM rulebook today, flexing my mental biceps to get th https://t.co/lBi70iw5xf"
Mark Drone,DroneNewsFeed,2018/6/18 13:55,2,1,New partnership forged to mark new standard in remote UAV inspection for the oil and gas industry https://t.co/sTGLgY6J6p #drone #uav
DIY Miss Cupcake XL by Olive47,DropTheDie,2018/6/5 21:04,3,1,My friend Julia is on a new Kickstarter selling giant cupcake toys. O.O She's such an inspiration for me. Please ch https://t.co/ayKxmvP2B9
Unlocking the Magic,druid_cat,2018/5/21 7:28,2,1,"Ive backed this: 
Unlocking the Magic: A Fantasy Anthology

 https://t.co/1iDAiON7hH, via Kickstarter"
A wrist watch and pocket watch in ONE!,drwbrand,2018/6/13 5:30,2,1,Our watch was picked up by @GadgetFlow! We are still on #kickstarter with a significant discount compared to our fu https://t.co/V7DsLUnXwR
Tiny Dragon Stuffed Animals,DryadTea,2018/6/12 22:20,3,1,"Tiny. Stuffed. Dragons. So cute Imma die! 
Tiny Dragon Stuffed Animals by Whimsical Whiskers on @Kickstarter https://t.co/vvcjilztwa"
Efemeris,DTDA_Games,2018/6/19 5:56,2,4,"Hi, did you check out the overview of Efemeris by @BGameStories? 
An elegant-looking game of exploration with til https://t.co/NEftahx4La"
Kensa,DuchyChildcare,2018/5/25 16:33,1,1,Well done Kensa! https://t.co/fvCkC1byBX
Dig Deeper! Go Fish with a Dungeon twist.,dungeon_doodles,2018/6/14 16:39,5,4,SPECIAL ANNOUNCEMENT!! We're Live! https://t.co/fZlO1OQte8 #dnd #dnd5e @ChrisPerkinsDnD @mattcolville @matthewmercer @JoeManganiello
Deluxe Metal Meeples,dunsmoregames,2018/5/8 22:13,1,2,"I backed this #kickstarter for ""Deluxe Metal Meeples"". I'm pretty sure no one needs these but I had to have them! I https://t.co/e3ukDauOQl"
The Neverland Rescue by Scott Almes,dustinbschwartz,2018/5/28 2:47,3,2,"Have y'all seen the latest Scott Almes game, a 2-player asymmetrical face-off between Peter Pan and Captain Hook?
https://t.co/g3TZppcdUS"
LitraPro,dvestore,2018/6/4 18:36,4,1,Got to take a look at the new LitraPro Full Spectrum 1000lm Bi-Color 95CRI when we attended the CineGear Expo in Ho https://t.co/j8e2Ye7PTZ
Anthology of Mythology,dwayne_illo,2018/5/22 15:07,1,1,Another of my students is (successfully) funding a project on the old @Kickstarter. Anthology of Mythology: A Colle https://t.co/gzoazF1p6G
Overrunners,dwspainting,2018/5/9 7:46,37,10,Last few days https://t.co/zpEy9nprAO https://t.co/1jTkzm6hbm
Hidden Gaming Gems,dyhptg,2018/6/16 12:07,7,1,Check out this hidden gems book Kickstarter for Hagen's Books I'll be doing a guest spot in! https://t.co/dlNwt7oZr1
Skelekin,dylandoodles,2018/5/13 21:17,1,1,happy #mothersday 2 all! what better moms day gift than the gift of a #childrensbook &amp; a lively #hallween themed https://t.co/t2YSv6qbxi
Red Sonja Tarot Deck,DynamiteComics,2018/6/5 5:11,6,2,"The mythical world of #RedSonja is now playable as a new set of unique #tarot cards! For 5 days only, pre-order you https://t.co/zUN0Hh2tUE"
Anthology of Mythology,dynastybeautyb,2018/5/12 3:56,4,9,Check out Mythology : The Illustrated Anthology of World Myth and Storytelling by C. Scot  https://t.co/XPmit8oKG9 https://t.co/sMEjXuHd1k
Don't Just Send a Resume,DywajUK,2018/6/13 18:10,2,1,STOP! Don't send your CV off just yet! Make sure you take a look at these tips before you start sending out your re https://t.co/0WRrui5171
Cold Brew on Tap 2.0,ealbishri,2018/5/18 13:23,0,1,I just backed Cold Brew on Tap 2.0 - At-Home Cold Brewing System on @Kickstarter https://t.co/kGPc0xIXur
Herbaceous Sprouts,ebaraf,2018/5/26 15:01,4,1,"First Herbaceous Sprouts Kickstarter Live Event is scheduled for Tuesday, May 29th @ 6:00pm PST. Click through to s https://t.co/QsoOarAXbU"
"Scales & Tales, an RPG for all ages",ebaynetflix,2018/6/12 18:54,35,4,"My awesome friend and childrens book illustrator, Kevin Sherry, just released his first RPG! Ive played it and it https://t.co/2riaG9uXrW"
"MONEY GETS SPENT, BOOKS LAST",eBooksHabit,2018/6/9 20:52,1,2,This animal lives only here: https://t.co/3rwYJUTqq5 #Free audio book for everyone. General rewards. .- https://t.co/GkjjAnATyY
SmartRuler,EDC_Deals,2018/6/19 2:06,0,1,"New Smartrulers are looking really nice! #Repost @mrf_multitools
»ã
#Smartruler by # mrfmultitools is available no https://t.co/nTwU0WOkgp"
Fetch Quest,eddyfate,2018/6/4 13:39,3,2,Tessera listed #FetchQuest as an all-ages Kickstarter to back! https://t.co/OzSdmTmLQk
Sol705,EdGameTec,2018/5/22 5:17,3,3,"Super fun review of Sol705 by @Lobster_Fight. Really well done, guys.

https://t.co/0ccwEcofgR

#IndieGame https://t.co/htkv3Mo287"
"Gender, Archives, Advocacy",editaurus,2018/6/5 23:45,3,1,Please help archivist/activist @cruel_diagonals reach her goal with this important project. Thanks. https://t.co/6K7zoQXagY
The Blood Moon Tarot,eevanikunen,2018/6/14 16:21,3,3,We just had an awesome art chat with fellow Changeling Collective artist @SamGuayArt about her The Blood Moon Tarot https://t.co/uF2OFUQTpt
Vintage Bluetooth Speakers,eGadgetSmart1,2018/6/8 8:58,1,2,"Super hot vintage Bluetooth speaker available at our store. Snap it here - https://t.co/t0JBGykpQg
#vintage #retro https://t.co/9zplL3C6kI"
Forsaken Forest,EhrlichAnissa,2018/5/31 19:27,6,2,Playing Forsaken Forest with @ForsakenForest and @games_overboard on Twitch at https://t.co/BLxHXKGboi. It is almos https://t.co/jilnAr1qqf
CrowPi,Elecrow1,2018/6/1 10:58,8,4,"Hurry! Surprise your kids with #CrowPi, it must be the best gift on the #ChildrensDay2018! #Making #playing https://t.co/ctHy6Xu56j"
CrowPi,ElectronicsLab,2018/5/15 7:44,0,1,"CrowPi- A Raspberry Pi Kit to Learn Computer Science, Programming, andElectronics https://t.co/SjEgsAncIk https://t.co/JHHfSIygKc"
The Bottery,ellenLupton,2018/6/1 11:57,14,2,"I just backed The Bottery, an amazing 3D printing project launched by our friends Virginia San Fratello and Ronald https://t.co/Z3H9XRaaI7"
The Seals of Cthulhu,Ellerium_Games,2018/6/18 16:19,6,3,Whilst we wait here are some of the #Kickstarter we are a part of or cannot kick but want to support. https://t.co/7rtWKOdZxZ
Charles Darwin Quote Prints,em__lou,2018/5/18 14:06,0,1,Check out these Charles Darwin Quote Prints on @Kickstarter Only a few early birds left! https://t.co/5EG6LcxYkG https://t.co/OujXYD7F3j
OVO Casket,emiliobadilio,2018/5/30 14:12,2,1,How much yall think an OVO casket goes for nowadays?
Knotte,Empoweredlatin1,2018/5/31 22:16,1,1,#globalclimate #America #theworld Lets #suport this great product we sleep on !  #environment . #Kickstarter  https://t.co/tP6dTwoXqk
pixl-latr,EMULSIVEfilm,2018/6/19 2:34,3,1,"Absolutely smashing it on @kickstarter, @HamishGill's pixl-latr is now at nearly 200% of it's initial goal. Amazing https://t.co/SOWQVw8xWw"
furniture that clips together,engineeringcom,2018/6/4 19:40,2,1,Can #furniture that clips together really last a lifetime? That's what @fuzl_co says their products can do. We expl https://t.co/BlJWStk0Ox
MINIM ,englishkidunya,2018/6/19 6:11,2,1,Check out this Amazon deal: Lilyette by Bali Women's Endless Smooth Minim... by Lilyette https://t.co/3Z7pNFdirD via @amazon
Neova,EnhanciaMusic,2018/5/14 15:42,5,3,Already 3 days left to pre-order our Neova MIDI controller! Did you get yours?  https://t.co/8vgs7BNkOA
Dream Askew // Dream Apart,EnigmaticEvents,2018/5/21 16:10,15,8,"A new story telling game by Avery Alder (@dreamaskew)?  Take my pledge! ""Dream Askew and Dream Apart are beginner-f https://t.co/LGkuCW3JvT"
WICKEDBONE,ennologic,2018/6/8 22:28,1,1,Wickedbone - it's like playing video games with your dog as the main character! Hah! https://t.co/DPVjNaXSxo
Cubeamajigs,EoT_Impulse,2018/5/27 2:55,3,1,"I was a little confused about the Cubeamajigs that @cardamajigs is putting out, but then I realized that they're th https://t.co/Na9kYWziIw"
Artifact Dice,epicgamingnight,2018/5/14 17:04,5,1,are amazing sponsor @dogmight is in the Final 24 hours of their artifact dice kick starter! Definitely check out th https://t.co/FBqLi7x6Mc
Monsters and Legendary Characters of the Greek Mythology,erbardo,2018/5/7 8:02,5,2,Checa Monsters and Legendary Characters of the Greek Mythology de Suseya Ediciones en @Kickstarter https://t.co/IvzfduIoUI
Remembering Pete the Poet,ericabuist,2018/5/11 16:28,5,2,"You don't know Pete the poet, and neither did I. By the time I got to @WellstoneCenter he was gone. But his poems a https://t.co/mIlNlRwZmS"
Tiny Dragon Stuffed Animals,erincasey09,2018/6/1 3:50,4,3,My amazing friends @whimsiwhiskers are trying to raise money through kickstarter to sell these adorable little drag https://t.co/hISddEea3l
Loot N Shoot Reloaded,ETBoardGames,2018/5/13 3:12,0,2,What is more fun than board games? A board game with a rubber band gun! Loot n Shoot!!! On #Kickstarter now https://t.co/Q1047fdTrA
Cubeamajigs,EthanFleischer,2018/5/28 23:59,19,2,Beta report on @cardamajigss Cubeamajigs boxes number one: Assembling the boxes has proved to be irresistible to 1 https://t.co/v4HQ0iQ5XI
Community Glass Studio,eunicebrownlee,2018/5/29 17:00,2,1,Excited to back this awesome @kickstarter campaign from @fluxstudiollc! Won't you join me? With just 8 days remaini https://t.co/sApsmD2nFO
Tabletop Tales,EuroGamerGirl,2018/5/24 14:02,0,1,Tabletop Tales is really close to funding! Only 7 days left! Please check it out on @Kickstarter! https://t.co/BT2EsyikML
Penny Lane,EvanWayneENT,2018/5/16 2:09,4,1,Listen to Penny Lane by E.W. #np on #SoundCloud #newhiphip #wavy #deep #mom #mothersday https://t.co/z2rrusDV6D
ZZap! 64 Annual 2019,EverythingC64,2018/5/14 15:24,4,3,ZZAP! 64 Annual 2019 - Kickstarter live- Read more @ https://t.co/njFUGoNX7Z #Commodore64 #C64 #RetroGaming
OVO Casket,EvesTitties,2018/5/30 17:21,0,1,OVO got him a first class ticket to a casket https://t.co/EcTHZRSpQw
Tachyon Squadron (Fate Core RPG),EvilHatOfficial,2018/6/11 14:01,9,9,"ICYMI, Tachyon Squadron ticked off another stretch goal yesterday https://t.co/ExEZikGbhG"
HUNCHtheatre,eyre_joe,2018/5/27 11:24,3,1,"Very exciting work from brand new company @hunchtheatre, with the Dude himself, Oliver Bennett, at the helm. Give t https://t.co/qg7G2t7alY"
Discovering Godot,fabiojose80,2018/6/5 0:42,3,1,Check out Discovering Godot - Learn Python-Like Code By Making Games by @BenTristem on @Kickstarter https://t.co/m5dvhrDOPD #godot #gamedev
Castle von Loghan,FailroadExpress,2018/5/15 1:37,0,1,"Played Castle von Loghan with Creator, Paul Toderas yesterday.  Ton of fun! @Kickstarter https://t.co/1Li6wVtcmO #boardgames #heros #story"
Tricky Tides,fairway3games,2018/5/28 0:30,8,2,"The fantastically inventive ""Trick taking"" game from @stevenaramini is coming upon the last 4 days!

Check out https://t.co/lkIzuZE2m8"
Empyreal,fancifullocales,2018/5/29 7:11,1,1,"Apparantly you  need to defeat The Empyreal Wereboars to reach The Malformed Pirate Lady! 
#DnD #RPG"
Deluxe Metal Meeples,fanfactories,2018/5/11 6:17,6,1,I just backed Deluxe Metal Meeples designed by @DanielSolis on @Kickstarter https://t.co/zvVERfMo2P
Galactic Wars,FanthaTracks,2018/5/29 10:35,2,1,Inside Star Wars: Galaxys Edge panel from Star Wars: Galactic Nights - https://t.co/RlXtcNgFzB #StarWars https://t.co/QTa6zCD9nZ
Demonworld Miniatures Elf Army Book,fasagames,2018/6/2 16:14,3,1,"Welcome to #demonworld !
The lands of the world called Garin are covered in thousands of years of history and legen https://t.co/CWOjrQwBGX"
quickstarter,FastCoDesign,2018/6/19 2:07,10,3,"With Quickstarter projects, @Kickstarter is going back to basics https://t.co/0iaihN6eKk https://t.co/EURNHbtuhO"
Air Flix,fatchancegames,2018/6/7 15:09,2,2,If you think you know dexterity games then think again! Air Flix is a totally new tactical dexterity dog fighting g https://t.co/BXdiowE1yD
If I Had Eleven Toes,Fatima_Gemini,2018/5/14 17:26,4,2,"Mothers Day Special Episode with Jill D. Clark, Author of If I Had Eleven Toes, that gives you a glimpse into th https://t.co/q968qFAEHx"
Lion From Steven Universe Hard Enamel Pin,faundly,2018/6/8 16:04,1,1,"More lion. ;;w;; Might be a charm.
Lion Pin Kickstarter: https://t.co/G5Y7eavGZM https://t.co/8ymRKTNkXg"
Sparkle Fishcrow charm/ keychain,FeatherFleeks,2018/6/4 14:29,0,1,"HEY, @FishcrowBirb needs your support!
And I am sure you all need shiny fishcrow keychains.

https://t.co/97IZmUPqIL"
Faces on the Ferry,FeathersChapman,2018/6/18 14:13,2,1,We really love this interview about  with Rachelle Meyer by Lana Jelenjev. The #facesontheferry campaign is heading https://t.co/xilY4V2q9q
Pit Bull Flower Power,featureshoot,2018/5/13 16:10,19,5,The photographer Sophie Gamand (@sophiegamand) is currently hosting a Kickstarter campaign for 'Pit Bull Flower Pow https://t.co/lD6XRQhHpn
